Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,79.868079,[46 84] ; [209  49],[85.43814433 44.56185567] ; [169.56185567  88.43814433],1
a8,1,0.000341,12.830132,[  4 118] ; [ 39 203],[ 14.41208791 107.58791209] ; [ 28.58791209 213.41208791],1
s7,1,0.000648,11.631987,[26 96] ; [ 98 153],[40.55764075 81.44235925] ; [ 83.44235925 167.55764075],1
n6,1,0.000724,11.426784,[85 46] ; [207  50],[98.58762887 32.41237113] ; [193.41237113  63.58762887],1
a5,1,0.001452,10.138769,[72 59] ; [185  75],[86.10485934 44.89514066] ; [170.89514066  89.10485934],0
p11,1,0.001537,10.033486,[79 52] ; [197  63],[92.47058824 38.52941176] ; [183.52941176  76.47058824],0
p10,1,0.005496,7.708384,[79 50] ; [194  65],[90.76546392 38.23453608] ; [182.23453608  76.76546392],0
n1,1,0.012855,6.188958,[13 38] ; [33 36],[19.55 31.45] ; [26.45 42.55],0
a3,1,0.013435,6.110931,[71 59] ; [174  84],[82.08762887 47.91237113] ; [162.91237113  95.08762887],0
a4,1,0.016264,5.774092,[38 93] ; [107 151],[48.83033419 82.16966581] ; [ 96.16966581 161.83033419],0
u1,1,0.026225,4.94112,[  9 122] ; [ 38 222],[ 15.74680307 115.25319693] ; [ 31.25319693 228.74680307],0
d5,1,0.026405,4.929274,[87 44] ; [200  60],[96.15601023 34.84398977] ; [190.84398977  69.15601023],0
r4,1,0.02889,4.774141,[93 38] ; [210  50],[101.51662404  29.48337596] ; [201.48337596  58.51662404],0
r1,1,0.040719,4.187653,[81 49] ; [187  71],[89.79381443 40.20618557] ; [178.20618557  79.79381443],0
a2,1,0.041903,4.139108,[ 15 116] ; [ 51 209],[ 22.11253197 108.88746803] ; [ 43.88746803 216.11253197],0
p3,1,0.056374,3.640962,[34 97] ; [ 92 167],[42.32307692 88.67692308] ; [ 83.67692308 175.32307692],0
r2,1,0.060802,3.515376,[108  22] ; [228  26],[113.75  16.25] ; [222.25  31.75],0
p9,1,0.061883,3.486174,[88 40] ; [197  57],[95.4973822 32.5026178] ; [189.5026178  64.4973822],0
s6,1,0.064959,3.406023,[62 68] ; [148 109],[70.54263566 59.45736434] ; [139.45736434 117.54263566],0
p5,1,0.07181,3.241154,[  3 127] ; [ 17 241],[  6.70103093 123.29896907] ; [ 13.29896907 244.70103093],0
p4,1,0.087717,2.91578,[45 85] ; [113 146],[52.80205656 77.19794344] ; [105.19794344 153.80205656],0
p8,1,0.095249,2.78335,[40 89] ; [102 155],[47.45595855 81.54404145] ; [ 94.54404145 162.45595855],0
b3,1,0.12108,2.403292,[13 49] ; [ 50 109],[17.67420814 44.32579186] ; [ 45.32579186 113.67420814],0
b2,1,0.12108,2.403292,[13 49] ; [ 50 109],[17.67420814 44.32579186] ; [ 45.32579186 113.67420814],0
a6,1,0.131481,2.274926,[77 54] ; [173  87],[83.75959079 47.24040921] ; [166.24040921  93.75959079],0
d2,1,0.133517,2.251126,[47 84] ; [113 145],[53.88174807 77.11825193] ; [106.11825193 151.88174807],0
u2,1,0.149419,2.078169,[23 36] ; [43 41],[27.23076923 31.76923077] ; [38.76923077 45.23076923],0
v1,1,0.178556,1.8096,[41 88] ; [ 97 153],[46.97097625 82.02902375] ; [ 91.02902375 158.97097625],0
p2,1,0.181673,1.783884,[91 40] ; [197  63],[96.49104859 34.50895141] ; [191.50895141  68.49104859],0
s3,1,0.185524,1.752811,[56 74] ; [129 128],[62.14470284 67.85529716] ; [122.85529716 134.14470284],0
d4,1,0.186572,1.744479,[92 38] ; [200  60],[97.33333333 32.66666667] ; [194.66666667  65.33333333],0
v2,1,0.204969,1.606607,[40 86] ; [ 96 154],[45.57446809 80.42553191] ; [ 90.42553191 159.57446809],0
s4,1,0.246783,1.341424,[ 27 104] ; [ 41 217],[ 22.89974293 108.10025707] ; [ 45.10025707 212.89974293],0
u3,1,0.265033,1.242276,[33 26] ; [40 46],[29.70344828 29.29655172] ; [43.29655172 42.70344828],0
d1,1,0.285045,1.142879,[56 75] ; [126 134],[60.9769821 70.0230179] ; [121.0230179 138.9769821],0
p7,1,0.297868,1.083714,[52 74] ; [121 137],[56.765625 69.234375] ; [116.234375 141.765625],0
s8,1,0.302112,1.064849,[ 31 100] ; [ 74 185],[35.26923077 95.73076923] ; [ 69.73076923 189.26923077],0
a1,1,0.32964,0.950311,[  3 128] ; [ 11 249],[  4.69053708 126.30946292] ; [  9.30946292 250.69053708],0
n2,1,0.339026,0.91411,[32 19] ; [49 20],[34.425 16.575] ; [46.575 22.425],0
a7,1,0.385504,0.753077,[85 46] ; [180  80],[88.78516624 42.21483376] ; [176.21483376  83.78516624],0
s2,1,0.58362,0.300419,[45 85] ; [ 97 162],[47.45501285 82.54498715] ; [ 94.54498715 164.45501285],0
p1,1,0.587684,0.293976,[  5 126] ; [ 13 245],[  6.06169666 124.93830334] ; [ 11.93830334 246.06169666],0
b1,1,0.598068,0.277919,[54 77] ; [100 160],[51.59590793 79.40409207] ; [102.40409207 157.59590793],0
r3,1,0.627978,0.234812,[113  18] ; [227  31],[114.49871465  16.50128535] ; [225.50128535  32.49871465],0
n3,1,0.654041,0.200844,[35 16] ; [44 24],[33.85714286 17.14285714] ; [45.14285714 22.85714286],0
d3,1,0.704389,0.143946,[77 54] ; [158 102],[78.73401535 52.26598465] ; [156.26598465 103.73401535],0
b4,1,0.709257,0.13902,[74 57] ; [152 108],[75.71867008 55.28132992] ; [150.28132992 109.71867008],0
s5,1,0.712269,0.136021,[32 97] ; [ 58 193],[30.55263158 98.44736842] ; [ 59.44736842 191.55263158],0
v4,1,0.753946,0.098245,[112  17] ; [226  31],[112.95854922  16.04145078] ; [225.04145078  31.95854922],0
s1,1,0.826651,0.04796,[  4 127] ; [  9 250],[  4.36666667 126.63333333] ; [  8.63333333 250.36666667],0
b5,1,0.929391,0.007852,[79 52] ; [158 102],[79.40409207 51.59590793] ; [157.59590793 102.40409207],0
