Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,1e-06,23.213361,[81 44] ; [107  11],[96.70781893 28.29218107] ; [91.29218107 26.70781893],1
v2,1,7e-06,20.266215,[52 69] ; [86 34],[69.28630705 51.71369295] ; [68.71369295 51.28630705],1
p8,1,1.8e-05,18.38611,[48 76] ; [77 39],[64.58333333 59.41666667] ; [60.41666667 55.58333333],1
p3,1,3.5e-05,17.140561,[42 84] ; [70 47],[58.07407407 67.92592593] ; [53.92592593 63.07407407],1
v4,1,0.000155,14.308681,[106  19] ; [118   2],[114.28571429  10.71428571] ; [109.71428571  10.28571429],1
p7,1,0.000243,13.464681,[62 63] ; [85 32],[75.92975207 49.07024793] ; [71.07024793 45.92975207],1
n5,1,0.000413,12.470212,[74 51] ; [96 24],[86.73469388 38.26530612] ; [83.26530612 36.73469388],1
p4,1,0.0006,11.775352,[53 71] ; [77 42],[66.33744856 57.66255144] ; [63.66255144 55.33744856],1
p11,1,0.000956,10.911342,[83 43] ; [101  19],[94.24390244 31.75609756] ; [89.75609756 30.24390244],1
v3,1,0.001639,9.915283,[36 87] ; [57 59],[47.86192469 75.13807531] ; [45.13807531 70.86192469],0
p9,1,0.002476,9.158287,[88 37] ; [102  16],[97.73662551 27.26337449] ; [92.26337449 25.73662551],0
p10,1,0.004946,7.899202,[85 41] ; [98 20],[94.5 31.5] ; [88.5 29.5],0
r1,1,0.011038,6.45926,[94 32] ; [104  15],[101.82857143  24.17142857] ; [96.17142857 22.82857143],0
p6,1,0.012567,6.229015,[29 94] ; [45 72],[37.925 85.075] ; [36.075 80.925],0
b2,1,0.016832,5.71379,[24 56] ; [37 39],[31.28205128 48.71794872] ; [29.71794872 46.28205128],0
b3,1,0.016832,5.71379,[24 56] ; [37 39],[31.28205128 48.71794872] ; [29.71794872 46.28205128],0
r4,1,0.022483,5.208016,[103  23] ; [110  10],[109.09756098  16.90243902] ; [103.90243902  16.09756098],0
s6,1,0.022966,5.171105,[45 80] ; [60 59],[53.79098361 71.20901639] ; [51.20901639 67.79098361],0
r3,1,0.025184,5.011157,[110  15] ; [115   5],[114.79591837  10.20408163] ; [110.20408163   9.79591837],0
n4,1,0.039666,4.232116,[90 36] ; [99 21],[96.80487805 29.19512195] ; [92.19512195 27.80487805],0
s3,1,0.069293,3.299678,[33 92] ; [20 99],[27.15163934 97.84836066] ; [25.84836066 93.15163934],0
n6,1,0.070301,3.27599,[96 29] ; [103  17],[101.53061224  23.46938776] ; [97.46938776 22.53061224],0
b5,1,0.071997,3.236883,[71 55] ; [81 39],[77.85365854 48.14634146] ; [74.14634146 45.85365854],0
a5,1,0.075187,3.165977,[97 29] ; [103  17],[102.43902439  23.56097561] ; [97.56097561 22.43902439],0
u1,1,0.075386,3.161662,[ 20 106] ; [30 90],[ 25.6097561 100.3902439] ; [24.3902439 95.6097561],0
p5,1,0.138369,2.196004,[  8 118] ; [ 14 105],[ 11.31428571 114.68571429] ; [ 10.68571429 108.31428571],0
a6,1,0.204871,1.607303,[91 35] ; [95 25],[95.26829268 30.73170732] ; [90.73170732 29.26829268],0
s4,1,0.246049,1.3456,[ 14 112] ; [  8 109],[ 11.40740741 114.59259259] ; [ 10.59259259 106.40740741],0
p12,1,0.268045,1.226722,[  3 122] ; [  6 112],[  4.62962963 120.37037037] ; [  4.37037037 113.62962963],0
s7,1,0.310998,1.026435,[29 92] ; [34 80],[32.43829787 88.56170213] ; [30.56170213 83.43829787],0
n3,1,0.316857,1.001876,[24 17] ; [13  5],[25.71186441 15.28813559] ; [11.28813559  6.71186441],0
s1,1,0.325356,0.967294,[  3 120] ; [  1 119],[  2.02469136 120.97530864] ; [  1.97530864 118.02469136],0
d2,1,0.338373,0.916585,[84 40] ; [88 32],[87.40983607 36.59016393] ; [84.59016393 35.40983607],0
a3,1,0.405664,0.691474,[95 31] ; [95 24],[97.71428571 28.28571429] ; [92.28571429 26.71428571],0
r2,1,0.436155,0.606378,[115   8] ; [113   5],[116.36514523   6.63485477] ; [111.63485477   6.36514523],0
a7,1,0.486494,0.484271,[91 34] ; [92 28],[93.36734694 31.63265306] ; [89.63265306 30.36734694],0
a2,1,0.503473,0.447609,[36 90] ; [39 81],[38.41463415 87.58536585] ; [36.58536585 83.41463415],0
u4,1,0.532894,0.388869,[  1 125] ; [  2 118],[  1.53658537 124.46341463] ; [  1.46341463 118.53658537],0
b4,1,0.533719,0.387307,[76 50] ; [77 43],[78.36585366 47.63414634] ; [74.63414634 45.36585366],0
a4,1,0.58288,0.301602,[66 59] ; [67 52],[68.1352459 56.8647541] ; [64.8647541 54.1352459],0
d3,1,0.59005,0.290266,[113  13] ; [105  15],[111.65853659  14.34146341] ; [106.34146341  13.65853659],0
a8,1,0.644703,0.212643,[ 12 105] ; [12 86],[ 13.06046512 103.93953488] ; [10.93953488 87.06046512],0
u2,1,0.657194,0.19695,[15 15] ; [14 11],[15.81818182 14.18181818] ; [13.18181818 11.81818182],0
n2,1,0.658223,0.195689,[24 18] ; [12  7],[24.78688525 17.21311475] ; [11.21311475  7.78688525],0
s8,1,0.676039,0.174618,[33 93] ; [34 85],[34.45714286 91.54285714] ; [32.54285714 86.45714286],0
p1,1,0.702249,0.146143,[ 10 116] ; [  8 112],[  9.2195122 116.7804878] ; [  8.7804878 111.2195122],0
u3,1,0.743482,0.10709,[16 15] ; [14 11],[16.60714286 14.39285714] ; [13.39285714 11.60714286],0
a1,1,0.790905,0.070297,[  5 121] ; [  4 116],[  4.6097561 121.3902439] ; [  4.3902439 115.6097561],0
b1,1,0.816951,0.053577,[48 78] ; [44 76],[47.12195122 78.87804878] ; [44.87804878 75.12195122],0
n1,1,0.838627,0.041473,[14 27] ; [ 7 12],[14.35 26.65] ; [ 6.65 12.35],0
s5,1,0.858316,0.031869,[27 96] ; [25 94],[26.42975207 96.57024793] ; [25.57024793 93.42975207],0
d5,1,0.960763,0.00242,[124   2] ; [118   2],[123.95121951   2.04878049] ; [118.04878049   1.95121951],0
