Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,54.984535,[105  24] ; [ 2 24],[89.0516129 39.9483871] ; [17.9483871  8.0516129],1
r3,1,0.0,49.996519,[115  14] ; [ 7 19],[101.53548387  27.46451613] ; [20.46451613  5.53548387],1
r2,1,1e-06,24.522535,[115  14] ; [12 13],[106.38311688  22.61688312] ; [20.61688312  4.38311688],1
p9,1,4.1e-05,16.829818,[96 31] ; [ 9 17],[87.15686275 39.84313725] ; [17.84313725  8.15686275],1
s6,1,5.1e-05,16.425339,[80 45] ; [ 5 20],[70.83333333 54.16666667] ; [14.16666667 10.83333333],1
p2,1,0.00018,14.033466,[95 33] ; [ 9 16],[87.00653595 40.99346405] ; [16.99346405  8.00653595],1
p11,1,0.000321,12.940806,[96 33] ; [10 16],[88.21935484 40.78064516] ; [17.78064516  8.21935484],1
n6,1,0.000535,11.988943,[104  25] ; [12 13],[97.16883117 31.83116883] ; [18.83116883  6.16883117],1
n2,1,0.001162,10.549451,[36 12] ; [3 9],[31.2 16.8] ; [7.8 4.2],0
p10,1,0.001375,10.239627,[87 41] ; [ 9 17],[79.79220779 48.20779221] ; [16.20779221  9.79220779],0
r1,1,0.002206,9.369377,[86 43] ; [ 9 17],[79.06451613 49.93548387] ; [15.93548387 10.06451613],0
p8,1,0.002796,8.935884,[55 74] ; [ 3 23],[48.27096774 80.72903226] ; [ 9.72903226 16.27096774],0
s8,1,0.003897,8.33098,[53 75] ; [ 3 23],[46.54545455 81.45454545] ; [ 9.45454545 16.54545455],0
d5,1,0.004166,8.210202,[83 45] ; [ 9 17],[76.46753247 51.53246753] ; [15.53246753 10.46753247],0
s3,1,0.006304,7.461406,[74 54] ; [ 7 18],[67.76470588 60.23529412] ; [13.23529412 11.76470588],0
p6,1,0.010822,6.494394,[44 84] ; [ 2 22],[38.73684211 89.26315789] ; [ 7.26315789 16.73684211],0
s5,1,0.016697,5.727904,[44 80] ; [ 3 23],[38.85333333 85.14666667] ; [ 8.14666667 17.85333333],0
p7,1,0.019454,5.46024,[71 56] ; [ 8 18],[65.5751634 61.4248366] ; [13.4248366 12.5751634],0
u2,1,0.021236,5.307282,[25 24] ; [ 2 11],[21.33870968 27.66129032] ; [5.66129032 7.33870968],0
p4,1,0.037385,4.332792,[63 65] ; [ 7 19],[58.18181818 69.81818182] ; [11.81818182 14.18181818],0
s7,1,0.041323,4.162707,[59 65] ; [ 6 18],[54.45945946 69.54054054] ; [10.54054054 13.45945946],0
u3,1,0.052117,3.772012,[22 27] ; [ 2 11],[18.96774194 30.03225806] ; [5.03225806 7.96774194],0
s2,1,0.092264,2.834418,[52 76] ; [ 6 20],[48.20779221 79.79220779] ; [ 9.79220779 16.20779221],0
a4,1,0.109221,2.565458,[58 70] ; [ 7 18],[54.37908497 73.62091503] ; [10.62091503 14.37908497],0
a5,1,0.11417,2.495528,[81 48] ; [12 14],[77.4 51.6] ; [15.6 10.4],0
p1,1,0.139417,2.184385,[ 12 117] ; [ 5 21],[ 14.1483871 114.8516129] ; [ 2.8516129 23.1483871],0
a3,1,0.234791,1.411599,[80 48] ; [13 13],[77.2987013 50.7012987] ; [15.7012987 10.2987013],0
v1,1,0.241881,1.369598,[44 82] ; [ 6 20],[41.44736842 84.55263158] ; [ 8.55263158 17.44736842],0
s1,1,0.252173,1.311226,[  7 121] ; [ 3 23],[  8.31168831 119.68831169] ; [ 1.68831169 24.31168831],0
a8,1,0.256406,1.288059,[ 14 107] ; [ 1 24],[ 12.43150685 108.56849315] ; [ 2.56849315 22.43150685],0
b1,1,0.299047,1.078438,[65 64] ; [16 10],[67.41290323 61.58709677] ; [13.58709677 12.41290323],0
p3,1,0.312,1.022189,[53 75] ; [ 8 18],[50.7012987 77.2987013] ; [10.2987013 15.7012987],0
n3,1,0.319436,0.991253,[26 19] ; [5 7],[24.47368421 20.52631579] ; [6.52631579 5.47368421],0
a1,1,0.333618,0.934802,[  8 121] ; [ 3 23],[  9.15483871 119.84516129] ; [ 1.84516129 24.15483871],0
a2,1,0.359861,0.838377,[ 12 117] ; [ 1 25],[ 10.81935484 118.18064516] ; [ 2.18064516 23.81935484],0
d2,1,0.39066,0.736887,[58 70] ; [ 9 16],[56.05228758 71.94771242] ; [10.94771242 14.05228758],0
d1,1,0.401027,0.705245,[51 78] ; [ 8 18],[49.10322581 79.89677419] ; [ 9.89677419 16.10322581],0
b4,1,0.407276,0.686737,[71 58] ; [12 14],[69.07741935 59.92258065] ; [13.92258065 12.07741935],0
b3,1,0.44248,0.589843,[31 51] ; [ 9 10],[32.47524752 49.52475248] ; [ 7.52475248 11.47524752],0
b2,1,0.44248,0.589843,[31 51] ; [ 9 10],[32.47524752 49.52475248] ; [ 7.52475248 11.47524752],0
b5,1,0.452139,0.565284,[65 64] ; [11 15],[63.2516129 65.7483871] ; [12.7483871 13.2516129],0
p5,1,0.479314,0.500424,[ 16 111] ; [ 2 24],[ 14.94117647 112.05882353] ; [ 3.05882353 22.94117647],0
v3,1,0.486196,0.484934,[27 99] ; [ 4 22],[ 25.69736842 100.30263158] ; [ 5.30263158 20.69736842],0
n5,1,0.540784,0.374089,[96 32] ; [18  8],[94.75324675 33.24675325] ; [19.24675325  6.75324675],0
n4,1,0.659249,0.194437,[90 39] ; [17  9],[89.0516129 39.9483871] ; [17.9483871  8.0516129],0
d3,1,0.693957,0.154835,[55 74] ; [10 16],[54.09677419 74.90322581] ; [10.90322581 15.09677419],0
d4,1,0.748458,0.102831,[83 45] ; [16 10],[82.28571429 45.71428571] ; [16.71428571  9.28571429],0
p12,1,0.768662,0.08651,[  7 122] ; [ 1 24],[  6.7012987 122.2987013] ; [ 1.2987013 23.7012987],0
n1,1,0.788776,0.07177,[18 30] ; [4 8],[17.6 30.4] ; [4.4 7.6],0
s4,1,0.892841,0.018147,[ 28 100] ; [ 6 20],[28.25974026 99.74025974] ; [ 5.74025974 20.25974026],0
a6,1,0.908054,0.013339,[53 76] ; [11 15],[53.26451613 75.73548387] ; [10.73548387 15.26451613],0
