Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.042522,4.114286,[1 2] ; [13  2],[2.33333333 0.66666667] ; [11.66666667  3.33333333],0
p3,1,0.099481,2.713846,[1 2] ; [12  3],[2.16666667 0.83333333] ; [10.83333333  4.16666667],0
s6,1,0.226104,1.465201,[1 1] ; [12  2],[1.625 0.375] ; [11.375  2.625],0
n4,1,0.396144,0.72,[2 1] ; [13  2],[2.5 0.5] ; [12.5  2.5],0
a6,1,0.396144,0.72,[1 2] ; [9 6],[1.66666667 1.33333333] ; [8.33333333 6.66666667],0
s1,1,0.396144,0.72,[1 2] ; [ 2 13],[0.5 2.5] ; [ 2.5 12.5],0
r1,1,0.396144,0.72,[2 1] ; [13  2],[2.5 0.5] ; [12.5  2.5],0
v3,1,0.527089,0.4,[1 2] ; [8 7],[1.5 1.5] ; [7.5 7.5],0
v1,1,0.527089,0.4,[2 1] ; [7 8],[1.5 1.5] ; [7.5 7.5],0
p10,1,0.61209,0.257143,[2 1] ; [12  3],[2.33333333 0.66666667] ; [11.66666667  3.33333333],0
v2,1,0.671373,0.18,[1 2] ; [7 8],[1.33333333 1.66666667] ; [6.66666667 8.33333333],0
a3,1,0.671373,0.18,[1 2] ; [7 8],[1.33333333 1.66666667] ; [6.66666667 8.33333333],0
p1,1,0.671373,0.18,[1 2] ; [7 8],[1.33333333 1.66666667] ; [6.66666667 8.33333333],0
a7,1,0.671373,0.18,[2 1] ; [8 7],[1.66666667 1.33333333] ; [8.33333333 6.66666667],0
s7,1,0.69627,0.152381,[1 1] ; [9 5],[1.25 0.75] ; [8.75 5.25],0
u3,1,0.746886,0.104167,[1 1] ; [3 5],[0.8 1.2] ; [3.2 4.8],0
p2,1,0.813945,0.055385,[2 1] ; [11  4],[2.16666667 0.83333333] ; [10.83333333  4.16666667],0
p7,1,0.813945,0.055385,[2 1] ; [11  4],[2.16666667 0.83333333] ; [10.83333333  4.16666667],0
s2,1,0.828812,0.046753,[1 2] ; [6 9],[1.16666667 1.83333333] ; [5.83333333 9.16666667],0
a5,1,0.828812,0.046753,[2 1] ; [9 6],[1.83333333 1.16666667] ; [9.16666667 5.83333333],0
b4,1,0.828812,0.046753,[2 1] ; [9 6],[1.83333333 1.16666667] ; [9.16666667 5.83333333],0
s5,1,0.93758,0.006133,[2 1] ; [9 5],[1.94117647 1.05882353] ; [9.05882353 4.94117647],0
u2,1,1.0,0.0,[1 1] ; [4 4],[1. 1.] ; [4. 4.],0
d5,1,1.0,0.0,[1 2] ; [ 5 10],[1. 2.] ; [ 5. 10.],0
p6,1,1.0,0.0,[2 1] ; [10  5],[2. 1.] ; [10.  5.],0
