Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,1e-06,23.809285,[84 72] ; [24 79],[65.05019305 90.94980695] ; [42.94980695 60.05019305],1
a6,1,0.000128,14.667073,[99 58] ; [40 63],[83.93461538 73.06538462] ; [55.06538462 47.93461538],1
r3,1,0.000234,13.534696,[141  13] ; [77 26],[130.63035019  23.36964981] ; [87.36964981 15.63035019],1
d4,1,0.000406,12.505501,[102  55] ; [44 59],[88.16153846 68.83846154] ; [57.83846154 45.16153846],1
r4,1,0.000894,11.034315,[128  29] ; [65 38],[116.54230769  40.45769231] ; [76.45769231 26.54230769],1
s6,1,0.002242,9.339992,[95 58] ; [43 58],[83.12598425 69.87401575] ; [54.87401575 46.12598425],0
r1,1,0.002804,8.931056,[113  43] ; [56 47],[101.79150579  54.20849421] ; [67.20849421 35.79150579],0
p2,1,0.004402,8.109986,[121  35] ; [63 40],[110.82625483  45.17374517] ; [73.17374517 29.82625483],0
a5,1,0.004746,7.973931,[86 71] ; [38 65],[74.87692308 82.12307692] ; [49.12307692 53.87692308],0
p10,1,0.006041,7.537962,[111  39] ; [58 43],[100.99601594  49.00398406] ; [68.00398406 32.99601594],0
d5,1,0.012082,6.29876,[89 68] ; [42 61],[79.10384615 77.89615385] ; [51.89615385 51.10384615],0
p9,1,0.014633,5.960097,[117  34] ; [64 37],[108.45634921  42.54365079] ; [72.54365079 28.45634921],0
p8,1,0.021792,5.262289,[61 91] ; [27 76],[52.45490196 99.54509804] ; [35.54509804 67.45490196],0
b5,1,0.049853,3.846386,[100  57] ; [53 50],[92.38846154 64.61153846] ; [60.61153846 42.38846154],0
p12,1,0.050214,3.8343,[  3 150] ; [ 7 96],[  5.9765625 147.0234375] ; [ 4.0234375 98.9765625],0
u3,1,0.05084,3.813552,[37 32] ; [19 34],[31.67213115 37.32786885] ; [24.32786885 28.67213115],0
u1,1,0.075166,3.166445,[  8 149] ; [  1 102],[  5.43461538 151.56538462] ; [ 3.56538462 99.43461538],0
s2,1,0.08743,2.921073,[65 90] ; [32 70],[58.50194553 96.49805447] ; [38.49805447 63.50194553],0
s5,1,0.099796,2.708796,[ 41 111] ; [18 82],[ 35.58730159 116.41269841] ; [23.41269841 76.58730159],0
v2,1,0.128071,2.315731,[63 86] ; [32 66],[57.30769231 91.69230769] ; [37.69230769 60.30769231],0
r2,1,0.146892,2.10423,[135  20] ; [82 20],[130.87548638  24.12451362] ; [86.12451362 15.87548638],0
b3,1,0.162888,1.947207,[20 58] ; [22 38],[23.73913043 54.26086957] ; [18.26086957 41.73913043],0
b2,1,0.162888,1.947207,[20 58] ; [22 38],[23.73913043 54.26086957] ; [18.26086957 41.73913043],0
n3,1,0.169686,1.885714,[33 11] ; [27 17],[30. 14.] ; [30. 14.],0
d2,1,0.175941,1.831579,[ 22 135] ; [21 82],[ 25.96538462 131.03461538] ; [17.03461538 85.96538462],0
u2,1,0.184454,1.761367,[37 32] ; [22 31],[33.36885246 35.63114754] ; [25.63114754 27.36885246],0
a8,1,0.193684,1.689368,[ 26 122] ; [11 85],[ 22.44262295 125.55737705] ; [14.55737705 81.44262295],0
a1,1,0.281782,1.158474,[  6 151] ; [ 7 96],[  7.85 149.15] ; [ 5.15 97.85],0
a3,1,0.309746,1.03176,[86 69] ; [50 52],[82.0233463 72.9766537] ; [53.9766537 48.0233463],0
n4,1,0.31001,1.030635,[100  55] ; [60 43],[96.12403101 58.87596899] ; [63.87596899 39.12403101],0
s4,1,0.320552,0.986692,[ 30 125] ; [15 88],[ 27.03488372 127.96511628] ; [17.96511628 85.03488372],0
v4,1,0.339975,0.910525,[136  18] ; [85 16],[133.46666667  20.53333333] ; [87.53333333 13.46666667],0
s8,1,0.340879,0.907121,[ 47 110] ; [25 77],[ 43.64478764 113.35521236] ; [28.35521236 73.64478764],0
n5,1,0.341667,0.904165,[99 56] ; [71 31],[102.52918288  52.47081712] ; [67.47081712 34.52918288],0
n6,1,0.364486,0.822376,[113  42] ; [69 33],[109.76653696  45.23346304] ; [72.23346304 29.76653696],0
b1,1,0.377697,0.778183,[ 57 100] ; [43 60],[60.38461538 96.61538462] ; [39.61538462 63.38461538],0
s3,1,0.424054,0.639053,[76 77] ; [45 56],[72.88582677 80.11417323] ; [48.11417323 52.88582677],0
s7,1,0.483958,0.489932,[52 97] ; [30 68],[49.46558704 99.53441296] ; [32.53441296 65.46558704],0
p4,1,0.545573,0.365308,[ 48 107] ; [28 74],[ 45.83657588 109.16342412] ; [30.16342412 71.83657588],0
p11,1,0.566615,0.328379,[106  51] ; [66 37],[103.86153846  53.13846154] ; [68.13846154 34.86153846],0
p5,1,0.637034,0.222642,[  8 146] ; [ 4 98],[  7.21875 146.78125] ; [ 4.78125 97.21875],0
p7,1,0.696042,0.152622,[69 79] ; [45 57],[67.488 80.512] ; [46.512 55.488],0
v3,1,0.723302,0.125351,[ 40 114] ; [24 76],[ 38.80314961 115.19685039] ; [25.19685039 74.80314961],0
p1,1,0.756922,0.095806,[  9 145] ; [ 7 96],[  9.58754864 144.41245136] ; [ 6.41245136 96.58754864],0
a2,1,0.758985,0.094135,[  9 148] ; [ 5 98],[  8.45384615 148.54615385] ; [ 5.54615385 97.45384615],0
a4,1,0.791132,0.07014,[ 36 120] ; [25 77],[ 36.88372093 119.11627907] ; [24.11627907 77.88372093],0
v1,1,0.848546,0.036471,[64 87] ; [42 60],[63.26482213 87.73517787] ; [42.73517787 59.26482213],0
n2,1,0.910256,0.012705,[34 10] ; [36 10],[34.22222222  9.77777778] ; [35.77777778 10.22222222],0
p6,1,0.928889,0.007964,[ 31 123] ; [21 81],[ 31.28125 122.71875] ; [20.71875 81.28125],0
n1,1,0.964456,0.001986,[17 26] ; [18 27],[17.10227273 25.89772727] ; [17.89772727 27.10227273],0
s1,1,0.984625,0.000371,[  9 144] ; [ 6 95],[  9.03543307 143.96456693] ; [ 5.96456693 95.03543307],0
b4,1,0.990607,0.000139,[87 70] ; [57 46],[86.95384615 70.04615385] ; [57.04615385 45.95384615],0
