Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,102.143824,[365  28] ; [52 48],[332.4158215  60.5841785] ; [84.5841785 15.4158215],1
r2,1,0.0,56.117729,[375  14] ; [70 26],[356.91752577  32.08247423] ; [88.08247423  7.91752577],1
v4,1,0.0,29.024192,[371  20] ; [78 22],[357.55397149  33.44602851] ; [91.44602851  8.55397149],1
v2,1,5e-06,20.853892,[225 147] ; [34 64],[204.99574468 167.00425532] ; [54.00425532 43.99574468],1
r3,1,9e-06,19.819456,[373  19] ; [82 18],[362.5203252  29.4796748] ; [92.4796748  7.5203252],1
s8,1,3e-05,17.389537,[158 233] ; [18 82],[140.15478615 250.84521385] ; [35.84521385 64.15478615],1
a5,1,0.000209,13.752376,[307  86] ; [60 40],[292.55780933 100.44219067] ; [74.44219067 25.55780933],1
d1,1,0.000624,11.702131,[272 121] ; [51 49],[257.48275862 135.51724138] ; [65.51724138 34.48275862],1
p2,1,0.001697,9.850935,[309  82] ; [64 36],[297.03258656  93.96741344] ; [75.96741344 24.03258656],0
u1,1,0.002785,8.943071,[ 77 316] ; [ 7 93],[ 66.96146045 326.03853955] ; [17.03853955 82.96146045],0
s7,1,0.002952,8.836682,[167 208] ; [26 68],[154.31769723 220.68230277] ; [38.68230277 55.31769723],0
d5,1,0.003745,8.403535,[344  49] ; [76 24],[334.80730223  58.19269777] ; [85.19269777 14.80730223],0
p11,1,0.003995,8.286018,[303  90] ; [63 37],[291.76064909 101.23935091] ; [74.23935091 25.76064909],0
v3,1,0.004318,8.145168,[153 218] ; [25 73],[140.80597015 230.19402985] ; [37.19402985 60.80597015],0
a2,1,0.004722,7.982817,[104 289] ; [13 87],[ 93.26774848 299.73225152] ; [23.73225152 76.26774848],0
a6,1,0.00484,7.938392,[285 108] ; [58 42],[273.42596349 119.57403651] ; [69.57403651 30.42596349],0
p8,1,0.007894,7.057404,[167 222] ; [28 71],[155.44057377 233.55942623] ; [39.55942623 59.44057377],0
p7,1,0.01503,5.912973,[199 183] ; [38 61],[188.22037422 193.77962578] ; [48.77962578 50.22037422],0
a7,1,0.022801,5.18358,[296  97] ; [64 36],[286.97768763 106.02231237] ; [73.02231237 26.97768763],0
a4,1,0.024395,5.06633,[188 204] ; [35 64],[178.03665988 213.96334012] ; [44.96334012 54.03665988],0
u3,1,0.028009,4.827534,[61 36] ; [15 21],[55.42857143 41.57142857] ; [20.57142857 15.42857143],0
p10,1,0.030148,4.70083,[304  84] ; [68 32],[295.7704918  92.2295082] ; [76.2295082 23.7704918],0
d3,1,0.030177,4.699178,[301  92] ; [66 34],[292.55780933 100.44219067] ; [74.44219067 25.55780933],0
a3,1,0.042349,4.121192,[294  99] ; [64 35],[285.96341463 107.03658537] ; [72.03658537 26.96341463],0
n4,1,0.045835,3.987635,[286 105] ; [63 37],[277.92057026 113.07942974] ; [71.07942974 28.92057026],0
a1,1,0.054997,3.682169,[ 14 379] ; [ 8 92],[ 17.53752535 375.46247465] ; [ 4.46247465 95.53752535],0
s3,1,0.057049,3.621148,[209 177] ; [43 56],[200.56082474 185.43917526] ; [51.43917526 47.56082474],0
v1,1,0.070375,3.274254,[186 196] ; [36 58],[178.15966387 203.84033613] ; [43.84033613 50.15966387],0
s6,1,0.073821,3.195953,[242 146] ; [52 47],[234.23408624 153.76591376] ; [59.76591376 39.23408624],0
s4,1,0.098808,2.724681,[ 49 340] ; [19 81],[ 54.09406953 334.90593047] ; [13.90593047 86.09406953],0
p4,1,0.100088,2.704133,[187 201] ; [39 61],[179.68852459 208.31147541] ; [46.31147541 53.68852459],0
d2,1,0.108887,2.570298,[208 185] ; [43 55],[200.90224033 192.09775967] ; [50.09775967 47.90224033],0
s5,1,0.133213,2.254657,[117 264] ; [22 74],[111.02515723 269.97484277] ; [27.97484277 68.02515723],0
n5,1,0.146842,2.104752,[270 118] ; [62 38],[263.96721311 124.03278689] ; [68.03278689 31.96721311],0
p9,1,0.153965,2.03252,[309  78] ; [71 26],[303.84297521  83.15702479] ; [76.15702479 20.84297521],0
b1,1,0.223159,1.483937,[143 250] ; [43 57],[148.27180527 244.72819473] ; [37.72819473 62.27180527],0
p12,1,0.224289,1.476719,[ 24 366] ; [ 3 96],[ 21.53374233 368.46625767] ; [ 5.46625767 93.53374233],0
u2,1,0.225952,1.466165,[60 35] ; [18 17],[57. 38.] ; [21. 14.],0
p5,1,0.248469,1.331893,[ 26 362] ; [10 89],[ 28.68172485 359.31827515] ; [ 7.31827515 91.68172485],0
b5,1,0.256013,1.290191,[235 158] ; [66 34],[239.94523327 153.05476673] ; [61.05476673 38.94523327],0
n3,1,0.258454,1.277022,[65 30] ; [19 14],[62.34375 32.65625] ; [21.65625 11.34375],0
a8,1,0.274982,1.191724,[ 52 304] ; [10 87],[ 48.72406181 307.27593819] ; [13.27593819 83.72406181],0
n6,1,0.294815,1.097501,[314  76] ; [75 24],[310.24539877  79.75460123] ; [78.75460123 20.24539877],0
s2,1,0.300088,1.073801,[182 207] ; [41 59],[177.39672802 211.60327198] ; [45.60327198 54.39672802],0
n2,1,0.313403,1.01628,[63 32] ; [25  8],[65.3125 29.6875] ; [22.6875 10.3125],0
p3,1,0.355352,0.854254,[157 235] ; [35 65],[152.97560976 239.02439024] ; [39.02439024 60.97560976],0
p1,1,0.396979,0.717458,[ 19 371] ; [ 7 93],[ 20.69387755 369.30612245] ; [ 5.30612245 94.69387755],0
b4,1,0.4829,0.492308,[243 150] ; [58 42],[239.94523327 153.05476673] ; [61.05476673 38.94523327],0
u4,1,0.489766,0.477041,[  8 385] ; [ 1 99],[  7.17444219 385.82555781] ; [ 1.82555781 98.17444219],0
s1,1,0.63882,0.220289,[ 11 375] ; [ 2 98],[ 10.32510288 375.67489712] ; [ 2.67489712 97.32510288],0
n1,1,0.809499,0.058116,[32 62] ; [12 21],[32.56692913 61.43307087] ; [11.43307087 21.56692913],0
b2,1,0.934361,0.006783,[ 82 149] ; [22 39],[ 82.2739726 148.7260274] ; [21.7260274 39.2739726],0
b3,1,0.934361,0.006783,[ 82 149] ; [22 39],[ 82.2739726 148.7260274] ; [21.7260274 39.2739726],0
