Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.0,53.957262,[ 5 85] ; [40 28],[25.63291139 64.36708861] ; [19.36708861 48.63291139],1
s6,1,0.00016,14.255048,[30 59] ; [43 24],[41.6474359 47.3525641] ; [31.3525641 35.6474359],1
s7,1,0.00021,13.737426,[17 67] ; [31 32],[27.42857143 56.57142857] ; [20.57142857 42.42857143],1
s8,1,0.000349,12.788482,[18 71] ; [32 36],[28.34394904 60.65605096] ; [21.65605096 46.34394904],1
r4,1,0.001685,9.864809,[60 30] ; [60  8],[68.35443038 21.64556962] ; [51.64556962 16.35443038],0
n6,1,0.005894,7.582558,[57 32] ; [57 11],[64.62420382 24.37579618] ; [49.37579618 18.62420382],0
r3,1,0.009441,6.737478,[68 20] ; [63  5],[73.8974359 14.1025641] ; [57.1025641 10.8974359],0
b3,1,0.011272,6.421855,[23 28] ; [ 9 35],[17.17894737 33.82105263] ; [14.82105263 29.17894737],0
b2,1,0.011272,6.421855,[23 28] ; [ 9 35],[17.17894737 33.82105263] ; [14.82105263 29.17894737],0
p7,1,0.026475,4.924709,[41 46] ; [43 23],[47.76470588 39.23529412] ; [36.23529412 29.76470588],0
u2,1,0.04176,4.144923,[24 22] ; [10 24],[19.55 26.45] ; [14.45 19.55],0
r2,1,0.056822,3.627787,[73 16] ; [62  5],[77.01923077 11.98076923] ; [57.98076923  9.01923077],0
v3,1,0.058729,3.572918,[23 64] ; [27 39],[28.43137255 58.56862745] ; [21.56862745 44.43137255],0
n3,1,0.077777,3.110761,[22 10] ; [13  1],[24.34782609  7.65217391] ; [10.65217391  3.34782609],0
p2,1,0.086112,2.9456,[60 30] ; [53 14],[64.77707006 25.22292994] ; [48.22292994 18.77707006],0
a2,1,0.087164,2.925977,[11 79] ; [ 3 65],[ 7.97468354 82.02531646] ; [ 6.02531646 61.97468354],0
p4,1,0.088839,2.895281,[38 52] ; [38 30],[43.29113924 46.70886076] ; [32.70886076 35.29113924],0
a1,1,0.116043,2.469932,[ 6 84] ; [ 1 67],[ 3.98734177 86.01265823] ; [ 3.01265823 64.98734177],0
n2,1,0.148383,2.088791,[22 11] ; [13  2],[24.0625  8.9375] ; [10.9375  4.0625],0
d3,1,0.165781,1.920684,[20 69] ; [22 46],[23.8089172 65.1910828] ; [18.1910828 49.8089172],0
p10,1,0.185959,1.749349,[54 33] ; [47 18],[57.80921053 29.19078947] ; [43.19078947 21.80921053],0
n4,1,0.205155,1.605288,[58 31] ; [50 17],[61.61538462 27.38461538] ; [46.38461538 20.61538462],0
s1,1,0.248898,1.329481,[ 3 85] ; [ 5 61],[ 4.57142857 83.42857143] ; [ 3.42857143 62.57142857],0
