Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,4.6e-05,16.624578,[ 2 78] ; [3 5],[ 4.54545455 75.45454545] ; [0.45454545 7.54545455],1
r4,1,0.024932,5.028571,[72  8] ; [5 3],[70. 10.] ; [7. 1.],0
d4,1,0.029792,4.72127,[66 14] ; [4 4],[63.63636364 16.36363636] ; [6.36363636 1.63636364],0
d5,1,0.032139,4.591067,[59 21] ; [3 5],[56.36363636 23.63636364] ; [5.63636364 2.36363636],0
v2,1,0.035515,4.420261,[44 35] ; [1 6],[41.3372093 37.6627907] ; [3.6627907 3.3372093],0
p1,1,0.057424,3.610256,[10 70] ; [3 5],[11.81818182 68.18181818] ; [1.18181818 6.81818182],0
p12,1,0.064303,3.422774,[ 5 74] ; [2 6],[ 6.35632184 72.64367816] ; [0.64367816 7.35632184],0
d1,1,0.06692,3.356986,[47 33] ; [2 6],[44.54545455 35.45454545] ; [4.45454545 3.54545455],0
a5,1,0.107144,2.595853,[61 19] ; [4 4],[59.09090909 20.90909091] ; [5.90909091 2.09090909],0
p2,1,0.137329,2.207639,[67 13] ; [5 3],[65.45454545 14.54545455] ; [6.54545455 1.45454545],0
s5,1,0.139081,2.1881,[12 62] ; [3 5],[13.53658537 60.46341463] ; [1.46341463 6.53658537],0
a4,1,0.178773,1.807792,[32 48] ; [1 6],[30.34482759 49.65517241] ; [2.65517241 4.34482759],0
p11,1,0.214002,1.544141,[57 23] ; [4 4],[55.45454545 24.54545455] ; [5.54545455 2.45454545],0
p5,1,0.262193,1.257143,[ 9 71] ; [2 6],[10. 70.] ; [1. 7.],0
n3,1,0.269004,1.221818,[9 6] ; [2 4],[7.85714286 7.14285714] ; [3.14285714 2.85714286],0
a6,1,0.400394,0.707143,[52 28] ; [4 4],[50.90909091 29.09090909] ; [5.09090909 2.90909091],0
s8,1,0.431926,0.61764,[28 50] ; [4 4],[29.02325581 48.97674419] ; [2.97674419 5.02325581],0
s3,1,0.448611,0.574158,[39 40] ; [2 4],[38.10588235 40.89411765] ; [2.89411765 3.10588235],0
b2,1,0.466348,0.530615,[16 28] ; [1 4],[15.26530612 28.73469388] ; [1.73469388 3.26530612],0
b3,1,0.466348,0.530615,[16 28] ; [1 4],[15.26530612 28.73469388] ; [1.73469388 3.26530612],0
p10,1,0.502259,0.450159,[61 18] ; [7 1],[61.74712644 17.25287356] ; [6.25287356 1.74712644],0
v4,1,0.503689,0.447154,[75  5] ; [7 1],[74.54545455  5.45454545] ; [7.45454545 0.54545455],0
d2,1,0.54358,0.368944,[39 41] ; [3 5],[38.18181818 41.81818182] ; [3.81818182 4.18181818],0
n4,1,0.549849,0.357587,[58 22] ; [5 3],[57.27272727 22.72727273] ; [5.72727273 2.27272727],0
s7,1,0.615228,0.252632,[31 45] ; [4 4],[31.66666667 44.33333333] ; [3.33333333 4.66666667],0
s2,1,0.617146,0.2499,[36 41] ; [3 5],[35.32941176 41.67058824] ; [3.67058824 4.32941176],0
r2,1,0.618257,0.248325,[74  6] ; [7 1],[73.63636364  6.36363636] ; [7.36363636 0.63636364],0
b5,1,0.63263,0.228511,[47 33] ; [4 4],[46.36363636 33.63636364] ; [4.63636364 3.36363636],0
a2,1,0.662109,0.190972,[15 65] ; [1 7],[14.54545455 65.45454545] ; [1.45454545 6.54545455],0
p4,1,0.683892,0.165777,[44 36] ; [5 3],[44.54545455 35.45454545] ; [4.45454545 3.54545455],0
v3,1,0.695377,0.153326,[28 51] ; [3 4],[28.47674419 50.52325581] ; [2.52325581 4.47674419],0
b1,1,0.717447,0.130952,[25 55] ; [3 5],[25.45454545 54.54545455] ; [2.54545455 5.45454545],0
n6,1,0.719904,0.128584,[66 14] ; [7 1],[66.36363636 13.63636364] ; [6.63636364 1.36363636],0
u2,1,0.719918,0.128571,[19 13] ; [2 2],[18.66666667 13.33333333] ; [2.33333333 1.66666667],0
n2,1,0.759982,0.093333,[11  4] ; [4 2],[10.71428571  4.28571429] ; [4.28571429 1.71428571],0
s6,1,0.770389,0.085186,[44 33] ; [5 3],[44.38823529 32.61176471] ; [4.61176471 3.38823529],0
p6,1,0.820356,0.051569,[17 62] ; [2 6],[17.25287356 61.74712644] ; [1.74712644 6.25287356],0
s4,1,0.833628,0.044121,[ 8 71] ; [1 7],[ 8.17241379 70.82758621] ; [0.82758621 7.17241379],0
p3,1,0.868754,0.027305,[32 47] ; [3 5],[31.7816092 47.2183908] ; [3.2183908 4.7816092],0
n5,1,0.879674,0.022917,[58 22] ; [6 2],[58.18181818 21.81818182] ; [5.81818182 2.18181818],0
a3,1,0.88248,0.021852,[48 32] ; [4 3],[47.81609195 32.18390805] ; [4.18390805 2.81609195],0
d3,1,0.887759,0.019921,[52 28] ; [5 3],[51.81818182 28.18181818] ; [5.18181818 2.81818182],0
n1,1,0.890106,0.019091,[8 7] ; [3 3],[7.85714286 7.14285714] ; [3.14285714 2.85714286],0
u3,1,0.906041,0.013932,[17 15] ; [2 2],[16.88888889 15.11111111] ; [2.11111111 1.88888889],0
u1,1,0.92175,0.009649,[11 69] ; [1 7],[10.90909091 69.09090909] ; [1.09090909 6.90909091],0
r1,1,0.936965,0.006254,[61 19] ; [6 2],[60.90909091 19.09090909] ; [6.09090909 1.90909091],0
a7,1,0.938845,0.005886,[59 21] ; [6 2],[59.09090909 20.90909091] ; [5.90909091 2.09090909],0
v1,1,0.94492,0.004773,[40 38] ; [4 4],[39.90697674 38.09302326] ; [4.09302326 3.90697674],0
