Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.000189,13.939447,[26 27] ; [39  7],[34.7979798 18.2020202] ; [30.2020202 15.7979798],1
d3,1,0.000246,13.439834,[18 35] ; [32 13],[27.04081633 25.95918367] ; [22.95918367 22.04081633],1
a6,1,0.000907,11.00907,[18 35] ; [31 15],[26.23232323 26.76767677] ; [22.76767677 23.23232323],1
n5,1,0.011966,6.315921,[39 14] ; [22 23],[32.98979592 20.01020408] ; [28.01020408 16.98979592],0
a2,1,0.012646,6.217955,[ 2 51] ; [ 9 37],[ 5.88888889 47.11111111] ; [ 5.11111111 40.88888889],0
u2,1,0.015629,5.844156,[ 4 18] ; [8 6],[ 7.33333333 14.66666667] ; [4.66666667 9.33333333],0
v2,1,0.020931,5.332566,[13 37] ; [22 23],[18.42105263 31.57894737] ; [16.57894737 28.42105263],0
d1,1,0.025329,5.001232,[17 36] ; [25 21],[22.48484848 30.51515152] ; [19.51515152 26.48484848],0
r3,1,0.02994,4.712754,[22 31] ; [28 16],[27.31958763 25.68041237] ; [22.68041237 21.31958763],0
d4,1,0.030324,4.690821,[32 21] ; [37  9],[36.93939394 16.06060606] ; [32.06060606 13.93939394],0
a8,1,0.030326,4.690702,[ 1 51] ; [ 6 39],[ 3.75257732 48.24742268] ; [ 3.24742268 41.75257732],0
u3,1,0.087569,2.918495,[ 3 19] ; [ 6 10],[ 5.21052632 16.78947368] ; [ 3.78947368 12.21052632],0
a5,1,0.113648,2.502748,[25 28] ; [29 17],[28.90909091 24.09090909] ; [25.09090909 20.90909091],0
b1,1,0.14933,2.079081,[33 20] ; [22 24],[29.44444444 23.55555556] ; [25.55555556 20.44444444],0
v4,1,0.150142,2.070803,[26 27] ; [28 16],[29.50515464 23.49484536] ; [24.49484536 19.50515464],0
s1,1,0.223356,1.482676,[ 4 49] ; [ 1 45],[ 2.67676768 50.32323232] ; [ 2.32323232 43.67676768],0
n4,1,0.24215,1.368036,[36 17] ; [26 20],[33.19191919 19.80808081] ; [28.80808081 17.19191919],0
n6,1,0.289942,1.119888,[31 21] ; [22 23],[28.41237113 23.58762887] ; [24.58762887 20.41237113],0
p4,1,0.31169,1.023501,[15 38] ; [ 9 37],[12.84848485 40.15151515] ; [11.15151515 34.84848485],0
b3,1,0.327001,0.960737,[16 21] ; [ 6 14],[14.28070175 22.71929825] ; [ 7.71929825 12.28070175],0
b2,1,0.327001,0.960737,[16 21] ; [ 6 14],[14.28070175 22.71929825] ; [ 7.71929825 12.28070175],0
p10,1,0.328715,0.953955,[22 30] ; [24 22],[24.40816327 27.59183673] ; [21.59183673 24.40816327],0
s6,1,0.341069,0.906407,[17 36] ; [19 27],[19.27272727 33.72727273] ; [16.72727273 29.27272727],0
b5,1,0.353095,0.862303,[25 28] ; [26 20],[27.3030303 25.6969697] ; [23.6969697 22.3030303],0
r1,1,0.366241,0.816378,[14 39] ; [16 30],[16.06060606 36.93939394] ; [13.93939394 32.06060606],0
s7,1,0.393704,0.727471,[15 33] ; [10 33],[13.18681319 34.81318681] ; [11.81318681 31.18681319],0
p11,1,0.401546,0.703691,[24 29] ; [17 29],[21.94949495 31.05050505] ; [19.05050505 26.94949495],0
n2,1,0.440287,0.595534,[13 15] ; [11  8],[14.29787234 13.70212766] ; [9.70212766 9.29787234],0
a3,1,0.473449,0.513915,[31 21] ; [30 15],[32.70103093 19.29896907] ; [28.29896907 16.70103093],0
d2,1,0.483197,0.491639,[24 28] ; [18 28],[22.28571429 29.71428571] ; [19.71428571 26.28571429],0
s2,1,0.484384,0.488977,[16 37] ; [11 35],[14.45454545 38.54545455] ; [12.54545455 33.45454545],0
s5,1,0.489381,0.477886,[ 8 45] ; [ 9 35],[ 9.28865979 43.71134021] ; [ 7.71134021 36.28865979],0
a4,1,0.495435,0.464701,[18 34] ; [19 27],[19.63265306 32.36734694] ; [17.36734694 28.63265306],0
n1,1,0.497561,0.460135,[10 18] ; [ 5 14],[ 8.93617021 19.06382979] ; [ 6.06382979 12.93617021],0
v3,1,0.54026,0.375057,[10 43] ; [11 35],[11.24242424 41.75757576] ; [ 9.75757576 36.24242424],0
p9,1,0.572136,0.319121,[26 24] ; [26 19],[27.36842105 22.63157895] ; [24.63157895 20.36842105],0
p1,1,0.595928,0.281182,[ 5 48] ; [ 3 43],[ 4.28282828 48.71717172] ; [ 3.71717172 42.28282828],0
n3,1,0.685377,0.164136,[14 13] ; [11  8],[14.67391304 12.32608696] ; [10.32608696  8.67391304],0
p3,1,0.716474,0.131896,[10 42] ; [10 35],[10.72164948 41.27835052] ; [ 9.27835052 35.72164948],0
a1,1,0.722224,0.126372,[ 7 46] ; [ 5 41],[ 6.42424242 46.57575758] ; [ 5.57575758 40.42424242],0
s4,1,0.770228,0.085309,[ 8 45] ; [ 6 40],[ 7.49494949 45.50505051] ; [ 6.50505051 39.49494949],0
b4,1,0.809875,0.057882,[31 22] ; [28 18],[31.58585859 21.41414141] ; [27.41414141 18.58585859],0
r2,1,0.877431,0.023786,[30 22] ; [23 18],[29.6344086 22.3655914] ; [23.3655914 17.6344086],0
s3,1,0.899734,0.015875,[19 33] ; [17 28],[19.29896907 32.70103093] ; [16.70103093 28.29896907],0
p5,1,0.900316,0.015691,[ 2 50] ; [ 2 44],[ 2.12244898 49.87755102] ; [ 1.87755102 44.12244898],0
p7,1,0.925455,0.008754,[14 38] ; [12 34],[13.79591837 38.20408163] ; [12.20408163 33.79591837],0
v1,1,0.937905,0.006069,[17 34] ; [15 29],[17.17894737 33.82105263] ; [14.82105263 29.17894737],0
p2,1,0.939764,0.00571,[27 24] ; [24 22],[26.81443299 24.18556701] ; [24.18556701 21.81443299],0
p6,1,0.955312,0.00314,[ 7 44] ; [ 6 39],[ 6.90625 44.09375] ; [ 6.09375 38.90625],0
s8,1,0.986412,0.00029,[ 8 45] ; [ 7 39],[ 8.03030303 44.96969697] ; [ 6.96969697 39.03030303],0
