Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,52.640926,[2 6] ; [275  17],[7.38666667 0.61333333] ; [269.61333333  22.38666667],1
r2,1,0.0,41.039103,[4 4] ; [281   9],[7.65100671 0.34899329] ; [277.34899329  12.65100671],1
r3,1,7.3e-05,15.732138,[6 2] ; [285   6],[7.78595318 0.21404682] ; [283.21404682   7.78595318],1
r1,1,0.000355,12.755666,[3 5] ; [247  44],[6.68896321 1.31103679] ; [243.31103679  47.68896321],1
d5,1,0.000587,11.815784,[3 5] ; [242  46],[6.62162162 1.37837838] ; [238.37837838  49.62162162],1
p10,1,0.018288,5.568311,[5 3] ; [260  31],[7.090301 0.909699] ; [257.909699  33.090301],0
p9,1,0.018288,5.568311,[5 3] ; [260  31],[7.090301 0.909699] ; [257.909699  33.090301],0
p11,1,0.018964,5.504867,[4 4] ; [241  51],[6.53333333 1.46666667] ; [238.46666667  53.53333333],0
d1,1,0.025577,4.98436,[2 6] ; [186 106],[5.01333333 2.98666667] ; [182.98666667 109.01333333],0
a7,1,0.033276,4.531508,[3 5] ; [209  81],[5.69127517 2.30872483] ; [206.30872483  83.69127517],0
d4,1,0.048883,3.879373,[5 3] ; [251  38],[6.8956229 1.1043771] ; [249.1043771  39.8956229],0
b5,1,0.083441,2.996571,[7 1] ; [166 126],[4.61333333 3.38666667] ; [168.38666667 123.61333333],0
d3,1,0.11522,2.481117,[4 4] ; [216  73],[5.92592593 2.07407407] ; [214.07407407  74.92592593],0
p3,1,0.12182,2.393759,[7 1] ; [176 115],[4.89632107 3.10367893] ; [178.10367893 112.89632107],0
s7,1,0.140536,2.172085,[4 4] ; [208  75],[5.82817869 2.17182131] ; [206.17182131  76.82817869],0
n5,1,0.159292,1.980939,[5 3] ; [238  52],[6.52348993 1.47651007] ; [236.47651007  53.52348993],0
a4,1,0.18689,1.741965,[2 6] ; [142 150],[3.84 4.16] ; [140.16 151.84],0
n4,1,0.191481,1.706184,[5 3] ; [235  55],[6.44295302 1.55704698] ; [233.55704698  56.44295302],0
n6,1,0.206965,1.592529,[6 2] ; [257  31],[7.10810811 0.89189189] ; [255.89189189  32.10810811],0
p2,1,0.216459,1.527691,[6 2] ; [260  32],[7.09333333 0.90666667] ; [258.90666667  33.09333333],0
b2,1,0.222595,1.487565,[1 5] ; [ 76 107],[2.44444444 3.55555556] ; [ 74.55555556 108.44444444],0
b3,1,0.222595,1.487565,[1 5] ; [ 76 107],[2.44444444 3.55555556] ; [ 74.55555556 108.44444444],0
s6,1,0.224904,1.472806,[5 2] ; [251  37],[6.07457627 0.92542373] ; [249.92542373  38.07457627],0
s5,1,0.228782,1.448415,[2 5] ; [146 137],[3.57241379 3.42758621] ; [144.42758621 138.57241379],0
a6,1,0.237782,1.393694,[7 1] ; [196  93],[5.46801347 2.53198653] ; [197.53198653  91.46801347],0
p6,1,0.249099,1.328352,[6 2] ; [159 133],[4.4 3.6] ; [160.6 131.4],0
s1,1,0.251752,1.313554,[1 7] ; [ 12 279],[0.34782609 7.65217391] ; [ 12.65217391 278.34782609],0
a3,1,0.299412,1.076812,[5 3] ; [227  64],[6.20735786 1.79264214] ; [225.79264214  65.20735786],0
s8,1,0.395258,0.722705,[4 4] ; [188 103],[5.13712375 2.86287625] ; [186.86287625 104.13712375],0
s4,1,0.449118,0.572877,[1 7] ; [ 69 218],[1.89830508 6.10169492] ; [ 68.10169492 218.89830508],0
v2,1,0.549713,0.357831,[4 4] ; [170 111],[4.816609 3.183391] ; [169.183391 111.816609],0
b1,1,0.613862,0.25459,[4 4] ; [120 172],[3.30666667 4.69333333] ; [120.69333333 171.30666667],0
a8,1,0.644595,0.212783,[2 6] ; [ 51 224],[1.49823322 6.50176678] ; [ 51.50176678 223.49823322],0
u2,1,0.721917,0.126664,[2 1] ; [36 28],[1.70149254 1.29850746] ; [36.29850746 27.70149254],0
v3,1,0.743393,0.107167,[4 4] ; [125 158],[3.54639175 4.45360825] ; [125.45360825 157.54639175],0
b4,1,0.758418,0.094592,[4 4] ; [162 130],[4.42666667 3.57333333] ; [161.57333333 130.42666667],0
v1,1,0.79225,0.069375,[5 3] ; [166 121],[4.63728814 3.36271186] ; [166.36271186 120.63728814],0
p5,1,0.81575,0.054296,[1 7] ; [ 45 245],[1.23489933 6.76510067] ; [ 44.76510067 245.23489933],0
a2,1,0.81618,0.054038,[2 6] ; [ 84 208],[2.29333333 5.70666667] ; [ 83.70666667 208.29333333],0
p8,1,0.832246,0.044869,[5 3] ; [193  99],[5.28 2.72] ; [192.72  99.28],0
p12,1,0.890683,0.01889,[1 7] ; [ 32 260],[0.88 7.12] ; [ 32.12 259.88],0
p4,1,0.892732,0.018184,[6 2] ; [212  79],[5.83277592 2.16722408] ; [212.16722408  78.83277592],0
a5,1,0.964472,0.001984,[6 2] ; [221  71],[6.05333333 1.94666667] ; [220.94666667  71.05333333],0
s3,1,0.966001,0.001817,[7 1] ; [254  38],[6.96 1.04] ; [254.04  37.96],0
d2,1,0.969298,0.001481,[4 4] ; [143 147],[3.94630872 4.05369128] ; [143.05369128 146.94630872],0
