Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,4e-05,16.856036,[35  3] ; [1 4],[31.81395349  6.18604651] ; [4.18604651 0.81395349],1
v4,1,0.011942,6.319433,[36  2] ; [3 2],[34.46511628  3.53488372] ; [4.53488372 0.46511628],0
b1,1,0.065926,3.381661,[14 24] ; [4 1],[15.90697674 22.09302326] ; [2.09302326 2.90697674],0
s6,1,0.090628,2.863178,[26  8] ; [2 3],[24.41025641  9.58974359] ; [3.58974359 1.41025641],0
n4,1,0.126422,2.335902,[33  5] ; [3 2],[31.81395349  6.18604651] ; [4.18604651 0.81395349],0
p2,1,0.135805,2.224865,[32  5] ; [3 2],[30.83333333  6.16666667] ; [4.16666667 0.83333333],0
n6,1,0.144865,2.125506,[36  2] ; [3 1],[35.28571429  2.71428571] ; [3.71428571 0.28571429],0
r2,1,0.190946,1.710301,[32  6] ; [3 2],[30.93023256  7.06976744] ; [4.06976744 0.93023256],0
s5,1,0.266575,1.234286,[23 12] ; [2 3],[21.875 13.125] ; [3.125 1.875],0
d4,1,0.345802,0.888804,[30  8] ; [3 2],[29.1627907  8.8372093] ; [3.8372093 1.1627907],0
p9,1,0.381009,0.767443,[35  3] ; [4 1],[34.46511628  3.53488372] ; [4.53488372 0.46511628],0
p10,1,0.395194,0.722902,[34  3] ; [4 1],[33.47619048  3.52380952] ; [4.52380952 0.47619048],0
s2,1,0.457592,0.551779,[14 24] ; [1 4],[13.25581395 24.74418605] ; [1.74418605 3.25581395],0
p8,1,0.457592,0.551779,[24 14] ; [4 1],[24.74418605 13.25581395] ; [3.25581395 1.74418605],0
a3,1,0.52382,0.406365,[25 13] ; [4 1],[25.62790698 12.37209302] ; [3.37209302 1.62790698],0
b4,1,0.52382,0.406365,[25 13] ; [4 1],[25.62790698 12.37209302] ; [3.37209302 1.62790698],0
a6,1,0.596136,0.280864,[26 12] ; [4 1],[26.51162791 11.48837209] ; [3.48837209 1.51162791],0
p1,1,0.612943,0.255911,[11 27] ; [2 3],[11.48837209 26.51162791] ; [1.51162791 3.48837209],0
p3,1,0.612943,0.255911,[27 11] ; [3 2],[26.51162791 11.48837209] ; [3.48837209 1.51162791],0
v2,1,0.633737,0.227027,[19 18] ; [2 3],[18.5 18.5] ; [2.5 2.5],0
p6,1,0.633737,0.227027,[18 19] ; [3 2],[18.5 18.5] ; [2.5 2.5],0
p7,1,0.641034,0.217392,[26 11] ; [3 2],[25.54761905 11.45238095] ; [3.45238095 1.54761905],0
n3,1,0.659243,0.194444,[2 2] ; [1 2],[1.71428571 2.28571429] ; [1.28571429 1.71428571],0
a5,1,0.67499,0.175821,[27 11] ; [4 1],[27.39534884 10.60465116] ; [3.60465116 1.39534884],0
d5,1,0.67499,0.175821,[27 11] ; [4 1],[27.39534884 10.60465116] ; [3.60465116 1.39534884],0
r1,1,0.70561,0.142702,[26 12] ; [3 2],[25.62790698 12.37209302] ; [3.37209302 1.62790698],0
v3,1,0.716276,0.132088,[18 19] ; [2 3],[17.61904762 19.38095238] ; [2.38095238 2.61904762],0
d2,1,0.756156,0.09643,[20 18] ; [3 2],[20.3255814 17.6744186] ; [2.6744186 2.3255814],0
d1,1,0.756156,0.09643,[20 18] ; [3 2],[20.3255814 17.6744186] ; [2.6744186 2.3255814],0
v1,1,0.761534,0.092092,[19 17] ; [3 2],[19.31707317 16.68292683] ; [2.68292683 2.31707317],0
s7,1,0.768321,0.086772,[12 24] ; [2 3],[12.29268293 23.70731707] ; [1.70731707 3.29268293],0
a7,1,0.798458,0.065201,[25 13] ; [3 2],[24.74418605 13.25581395] ; [3.25581395 1.74418605],0
n2,1,0.80915,0.058333,[3 1] ; [2 1],[2.85714286 1.14285714] ; [2.14285714 0.85714286],0
p12,1,0.83126,0.045405,[ 9 28] ; [1 4],[ 8.80952381 28.19047619] ; [1.19047619 3.80952381],0
b5,1,0.841088,0.040201,[21 17] ; [3 2],[21.20930233 16.79069767] ; [2.79069767 2.20930233],0
d3,1,0.928523,0.008047,[22 16] ; [3 2],[22.09302326 15.90697674] ; [2.90697674 2.09302326],0
a2,1,0.932031,0.007274,[ 7 31] ; [1 4],[ 7.06976744 30.93023256] ; [0.93023256 4.06976744],0
p4,1,0.953923,0.003339,[30  7] ; [4 1],[29.95238095  7.04761905] ; [4.04761905 0.95238095],0
u1,1,0.956624,0.002958,[ 8 30] ; [1 4],[ 7.95348837 30.04651163] ; [1.04651163 3.95348837],0
a4,1,0.981947,0.000512,[15 23] ; [2 3],[15.02325581 22.97674419] ; [1.97674419 3.02325581],0
b2,1,1.0,0.0,[13 13] ; [2 2],[13. 13.] ; [2. 2.],0
b3,1,1.0,0.0,[13 13] ; [2 2],[13. 13.] ; [2. 2.],0
