Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n6,1,3e-05,17.429665,[78 10] ; [1 4],[74.75268817 13.24731183] ; [4.24731183 0.75268817],1
r4,1,9.1e-05,15.308766,[82  6] ; [2 3],[79.48387097  8.51612903] ; [4.51612903 0.48387097],1
p10,1,0.000662,11.593256,[79  8] ; [2 3],[76.59782609 10.40217391] ; [4.40217391 0.59782609],1
d5,1,0.004677,8.000462,[87  1] ; [4 1],[86.10752688  1.89247312] ; [4.89247312 0.10752688],0
r3,1,0.004967,7.891402,[82  5] ; [3 2],[80.38043478  6.61956522] ; [4.61956522 0.38043478],0
r1,1,0.018036,5.592682,[73 15] ; [2 3],[70.96774194 17.03225806] ; [4.03225806 0.96774194],0
a6,1,0.018891,5.511558,[62 26] ; [1 4],[59.61290323 28.38709677] ; [3.38709677 1.61290323],0
s6,1,0.020344,5.382174,[79  7] ; [3 2],[77.49450549  8.50549451] ; [4.50549451 0.49450549],0
p2,1,0.02407,5.089564,[72 16] ; [2 3],[70.02150538 17.97849462] ; [3.97849462 1.02150538],0
n5,1,0.027382,4.866561,[60 28] ; [1 4],[57.72043011 30.27956989] ; [3.27956989 1.72043011],0
b1,1,0.044413,4.040794,[31 57] ; [4 1],[33.11827957 54.88172043] ; [1.88172043 3.11827957],0
b2,1,0.060452,3.52493,[14 34] ; [3 1],[15.69230769 32.30769231] ; [1.30769231 2.69230769],0
b3,1,0.060452,3.52493,[14 34] ; [3 1],[15.69230769 32.30769231] ; [1.30769231 2.69230769],0
p9,1,0.065695,3.387433,[77 10] ; [3 2],[75.65217391 11.34782609] ; [4.34782609 0.65217391],0
p4,1,0.100743,2.693734,[65 23] ; [2 3],[63.39784946 24.60215054] ; [3.60215054 1.39784946],0
a7,1,0.134149,2.243822,[63 25] ; [2 3],[61.50537634 26.49462366] ; [3.49462366 1.50537634],0
p11,1,0.152722,2.044852,[62 26] ; [2 3],[60.55913978 27.44086022] ; [3.44086022 1.55913978],0
p7,1,0.18593,1.749573,[59 27] ; [2 3],[57.64835165 28.35164835] ; [3.35164835 1.64835165],0
n1,1,0.193931,1.6875,[ 7 17] ; [2 1],[ 8. 16.] ; [1. 2.],0
s1,1,0.204901,1.607092,[ 5 83] ; [1 4],[ 5.67741935 82.32258065] ; [0.32258065 4.67741935],0
p8,1,0.208351,1.582849,[49 37] ; [1 3],[47.77777778 38.22222222] ; [2.22222222 1.77777778],0
n2,1,0.259656,1.270588,[16  8] ; [1 2],[15.11111111  8.88888889] ; [1.88888889 1.11111111],0
d3,1,0.350093,0.873118,[81  7] ; [4 1],[80.43010753  7.56989247] ; [4.56989247 0.43010753],0
s2,1,0.376657,0.781585,[68 20] ; [3 2],[67.1827957 20.8172043] ; [3.8172043 1.1827957],0
p1,1,0.492593,0.470857,[ 9 79] ; [1 4],[ 9.46236559 78.53763441] ; [0.53763441 4.46236559],0
p6,1,0.507751,0.4387,[48 39] ; [2 3],[47.2826087 39.7173913] ; [2.7173913 2.2826087],0
n4,1,0.620091,0.245739,[62 26] ; [3 2],[61.50537634 26.49462366] ; [3.49462366 1.50537634],0
v1,1,0.663526,0.189269,[44 44] ; [2 3],[43.52688172 44.47311828] ; [2.47311828 2.52688172],0
a5,1,0.689769,0.159336,[76 12] ; [4 1],[75.69892473 12.30107527] ; [4.30107527 0.69892473],0
s7,1,0.694617,0.154132,[55 29] ; [3 1],[55.36363636 28.63636364] ; [2.63636364 1.36363636],0
v3,1,0.69559,0.153101,[30 57] ; [1 3],[29.63736264 57.36263736] ; [1.36263736 2.63736264],0
v2,1,0.720141,0.128358,[44 41] ; [3 2],[44.38888889 40.61111111] ; [2.61111111 2.38888889],0
n3,1,0.756158,0.096429,[18  6] ; [2 1],[17.77777778  6.22222222] ; [2.22222222 0.77777778],0
s3,1,0.800985,0.06354,[66 22] ; [4 1],[66.23655914 21.76344086] ; [3.76344086 1.23655914],0
a4,1,0.849952,0.035789,[49 39] ; [3 2],[49.20430108 38.79569892] ; [2.79569892 2.20430108],0
s5,1,0.912603,0.012046,[46 34] ; [3 2],[46.11764706 33.88235294] ; [2.88235294 2.11764706],0
p3,1,0.967913,0.001618,[52 36] ; [3 2],[52.04301075 35.95698925] ; [2.95698925 2.04301075],0
b4,1,0.967913,0.001618,[52 36] ; [3 2],[52.04301075 35.95698925] ; [2.95698925 2.04301075],0
