Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,0.0,58.060515,[130  14] ; [25 37],[108.34951456  35.65048544] ; [46.65048544 15.34951456],1
s7,1,3.2e-05,17.307193,[111  25] ; [33 29],[98.90909091 37.09090909] ; [45.09090909 16.90909091],1
s6,1,0.002508,9.134597,[131  11] ; [47 14],[124.51231527  17.48768473] ; [53.48768473  7.51231527],0
s5,1,0.003097,8.7494,[65 70] ; [15 44],[55.67010309 79.32989691] ; [24.32989691 34.67010309],0
v4,1,0.004058,8.257492,[142   1] ; [57  5],[138.81463415   4.18536585] ; [60.18536585  1.81463415],0
b5,1,0.005591,7.677509,[99 45] ; [30 32],[90.17475728 53.82524272] ; [38.82524272 23.17475728],0
s4,1,0.006415,7.430009,[44 98] ; [ 8 54],[ 36.19607843 105.80392157] ; [15.80392157 46.19607843],0
r2,1,0.01532,5.879294,[137   3] ; [55  6],[133.73134328   6.26865672] ; [58.26865672  2.73134328],0
d4,1,0.076239,3.143314,[120  24] ; [45 17],[115.33980583  28.66019417] ; [49.66019417 12.33980583],0
a3,1,0.079375,3.077647,[114  30] ; [42 20],[109.04854369  34.95145631] ; [46.95145631 15.04854369],0
d1,1,0.080446,3.055872,[93 51] ; [32 30],[87.37864078 56.62135922] ; [37.62135922 24.37864078],0
a2,1,0.103918,2.644356,[ 41 103] ; [11 51],[ 36.34951456 107.65048544] ; [15.65048544 46.34951456],0
p4,1,0.121484,2.398086,[99 44] ; [36 26],[94.17073171 48.82926829] ; [40.82926829 21.17073171],0
p6,1,0.125373,2.348877,[73 70] ; [24 37],[67.99509804 75.00490196] ; [29.00490196 31.99509804],0
n3,1,0.141074,2.166209,[26  7] ; [12  8],[23.66037736  9.33962264] ; [14.33962264  5.66037736],0
v1,1,0.16756,1.904635,[74 63] ; [26 34],[69.54314721 67.45685279] ; [30.45685279 29.54314721],0
p9,1,0.184081,1.764366,[131  12] ; [53  9],[128.35121951  14.64878049] ; [55.64878049  6.35121951],0
d3,1,0.200714,1.637174,[97 47] ; [36 26],[92.97087379 51.02912621] ; [40.02912621 21.97087379],0
d5,1,0.205929,1.599818,[120  24] ; [47 15],[116.73786408  27.26213592] ; [50.26213592 11.73786408],0
v2,1,0.259974,1.268894,[62 77] ; [22 39],[58.38 80.62] ; [25.62 35.38],0
p3,1,0.286411,1.136417,[79 65] ; [29 33],[75.49514563 68.50485437] ; [32.50485437 29.49514563],0
a4,1,0.299999,1.074199,[67 77] ; [24 38],[63.61165049 80.38834951] ; [27.38834951 34.61165049],0
n4,1,0.302758,1.062005,[105  37] ; [50 12],[107.89215686  34.10784314] ; [47.10784314 14.89215686],0
r4,1,0.309572,1.032501,[132  12] ; [54  8],[130.01941748  13.98058252] ; [55.98058252  6.01941748],0
b2,1,0.330337,0.947575,[38 60] ; [20 22],[40.6 57.4] ; [17.4 24.6],0
b3,1,0.330337,0.947575,[38 60] ; [20 22],[40.6 57.4] ; [17.4 24.6],0
p11,1,0.349725,0.874455,[110  34] ; [51 11],[112.54368932  31.45631068] ; [48.45631068 13.54368932],0
r1,1,0.353368,0.861324,[114  29] ; [52  9],[116.3627451  26.6372549] ; [49.6372549 11.3627451],0
a5,1,0.358895,0.841756,[113  31] ; [45 17],[110.44660194  33.55339806] ; [47.55339806 14.44660194],0
p10,1,0.39502,0.723434,[125  17] ; [51 10],[123.11330049  18.88669951] ; [52.88669951  8.11330049],0
p2,1,0.403387,0.698207,[122  21] ; [50 12],[119.9804878  23.0195122] ; [52.0195122  9.9804878],0
a8,1,0.439484,0.59763,[ 25 109] ; [ 8 49],[ 23.15183246 110.84816754] ; [ 9.84816754 47.15183246],0
p12,1,0.448019,0.57566,[ 14 128] ; [ 4 57],[ 12.591133 129.408867] ; [ 5.408867 55.591133],0
