Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p4,1,0.0,67.480114,[ 40 127] ; [62 16],[69.52653061 97.47346939] ; [32.47346939 45.52653061],1
s8,1,0.001205,10.482216,[ 44 122] ; [37 41],[ 55.10655738 110.89344262] ; [25.89344262 52.10655738],0
s6,1,0.00557,7.684295,[87 77] ; [56 22],[96.90909091 67.09090909] ; [46.09090909 31.90909091],0
n5,1,0.005765,7.622274,[110  56] ; [65 13],[119.05737705  46.94262295] ; [55.94262295 22.05737705],0
s2,1,0.006052,7.534707,[ 58 104] ; [42 35],[67.78242678 94.21757322] ; [32.21757322 44.78242678],0
p5,1,0.006317,7.457636,[  5 161] ; [ 9 67],[  9.60330579 156.39669421] ; [ 4.39669421 71.60330579],0
p6,1,0.011976,6.314394,[ 18 148] ; [18 60],[ 24.49180328 141.50819672] ; [11.50819672 66.49180328],0
n4,1,0.01254,6.232918,[119  48] ; [67 11],[126.78367347  40.21632653] ; [59.21632653 18.78367347],0
v4,1,0.02106,5.321801,[147  19] ; [76  2],[151.71311475  14.28688525] ; [71.28688525  6.71311475],0
s3,1,0.024879,5.032274,[70 93] ; [45 32],[78.10416667 84.89583333] ; [36.89583333 40.10416667],0
p1,1,0.025762,4.971938,[  8 158] ; [10 68],[ 12.24590164 153.75409836] ; [ 5.75409836 72.24590164],0
p10,1,0.038375,4.288313,[123  43] ; [67 11],[129.26229508  36.73770492] ; [60.73770492 17.26229508],0
v1,1,0.058815,3.570477,[69 92] ; [41 32],[75.68376068 85.31623932] ; [34.31623932 38.68376068],0
s5,1,0.059244,3.558423,[ 30 128] ; [22 51],[ 35.56709957 122.43290043] ; [16.43290043 56.56709957],0
s7,1,0.059442,3.552891,[ 50 113] ; [32 42],[ 56.39662447 106.60337553] ; [25.60337553 48.39662447],0
p8,1,0.067353,3.346369,[ 35 130] ; [25 53],[ 40.74074074 124.25925926] ; [19.25925926 58.74074074],0
a3,1,0.075959,3.14932,[105  62] ; [58 20],[111.10612245  55.89387755] ; [51.89387755 26.10612245],0
u1,1,0.078721,3.09112,[ 20 147] ; [16 62],[ 24.53877551 142.46122449] ; [11.46122449 66.53877551],0
r4,1,0.083967,2.98639,[138  29] ; [71  7],[142.46122449  24.53877551] ; [66.53877551 11.46122449],0
d5,1,0.085596,2.955313,[120  47] ; [64 14],[125.42040816  41.57959184] ; [58.57959184 19.42040816],0
r2,1,0.089473,2.883831,[149  17] ; [75  3],[152.39344262  13.60655738] ; [71.60655738  6.39344262],0
n2,1,0.114772,2.487245,[40  9] ; [10  6],[37.69230769 11.30769231] ; [12.30769231  3.69230769],0
