Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
n5,1,0.0,43.900094,[33 57] ; [197  65],[58.80681818 31.19318182] ; [171.19318182  90.80681818],1
p11,1,0.0,35.789319,[35 55] ; [194  69],[58.38526912 31.61473088] ; [170.61473088  92.38526912],1
v4,1,1e-06,24.542666,[63 26] ; [241  22],[76.86363636 12.13636364] ; [227.13636364  35.86363636],1
p10,1,1e-06,24.118382,[37 51] ; [185  75],[56.13793103 31.86206897] ; [165.86206897  94.13793103],1
r3,1,5e-06,20.760974,[66 24] ; [240  21],[78.46153846 11.53846154] ; [227.53846154  33.46153846],1
s6,1,1.1e-05,19.294146,[30 59] ; [157 102],[47.82471264 41.17528736] ; [139.17528736 119.82471264],1
p9,1,3e-05,17.423353,[47 41] ; [196  59],[62.34402332 25.65597668] ; [180.65597668  74.34402332],1
n4,1,4.2e-05,16.796268,[47 43] ; [198  65],[62.46458924 27.53541076] ; [182.53541076  80.46458924],1
r4,1,0.000713,11.456282,[58 32] ; [215  48],[69.60339943 20.39660057] ; [203.39660057  59.60339943],1
p4,1,0.001141,10.584252,[21 69] ; [112 151],[33.90934844 56.09065156] ; [ 99.09065156 163.90934844],0
s8,1,0.001596,9.964123,[16 74] ; [ 93 168],[27.94871795 62.05128205] ; [ 81.05128205 179.94871795],0
p2,1,0.00247,9.162682,[46 44] ; [181  82],[57.87535411 32.12464589] ; [169.12464589  93.87535411],0
u1,1,0.002702,8.998498,[ 4 86] ; [ 45 218],[12.49291785 77.50708215] ; [ 36.50708215 226.49291785],0
s7,1,0.010034,6.628937,[19 64] ; [ 96 154],[28.66366366 54.33633634] ; [ 86.33633634 163.66366366],0
a1,1,0.021352,5.297839,[ 8 82] ; [  8 255],[ 4.07932011 85.92067989] ; [ 11.92067989 251.07932011],0
d1,1,0.029355,4.746673,[38 52] ; [146 117],[46.9121813 43.0878187] ; [137.0878187 125.9121813],0
v2,1,0.038744,4.272067,[32 53] ; [127 124],[40.22321429 44.77678571] ; [118.77678571 132.22321429],0
b5,1,0.041454,4.157369,[48 42] ; [172  91],[56.09065156 33.90934844] ; [163.90934844  99.09065156],0
p1,1,0.05447,3.698225,[11 78] ; [ 16 247],[ 6.82670455 82.17329545] ; [ 20.17329545 242.82670455],0
n2,1,0.062782,3.462316,[23 18] ; [59 22],[27.55737705 13.44262295] ; [54.44262295 26.55737705],0
a2,1,0.07332,3.207092,[12 78] ; [ 58 205],[17.8470255 72.1529745] ; [ 52.1529745 210.8470255],0
p12,1,0.07406,3.190659,[ 2 86] ; [ 20 243],[ 5.51566952 82.48433048] ; [ 16.48433048 246.51566952],0
d2,1,0.108419,2.577115,[36 54] ; [129 130],[42.55014327 47.44985673] ; [122.44985673 136.55014327],0
s2,1,0.109164,2.566282,[30 60] ; [110 146],[36.41618497 53.58381503] ; [103.58381503 152.41618497],0
d3,1,0.1248,2.35602,[50 40] ; [170  93],[56.09065156 33.90934844] ; [163.90934844  99.09065156],0
a7,1,0.159434,1.979582,[56 34] ; [184  78],[61.36363636 28.63636364] ; [178.63636364  83.36363636],0
a5,1,0.163477,1.941762,[54 36] ; [179  84],[59.40509915 30.59490085] ; [173.59490085  89.40509915],0
r1,1,0.164612,1.931337,[57 32] ; [189  74],[62.19886364 26.80113636] ; [183.80113636  79.19886364],0
