Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,30.842151,[ 2 14] ; [70 16],[11.29411765  4.70588235] ; [60.70588235 25.29411765],1
b1,1,0.00045,12.311212,[12  4] ; [25 61],[ 5.80392157 10.19607843] ; [31.19607843 54.80392157],1
p9,1,0.007142,7.236909,[ 5 11] ; [55 27],[9.79591837 6.20408163] ; [50.20408163 31.79591837],0
p11,1,0.008409,6.944231,[ 5 11] ; [57 29],[9.7254902 6.2745098] ; [52.2745098 33.7254902],0
v4,1,0.009053,6.812396,[11  5] ; [78  7],[14.0990099  1.9009901] ; [74.9009901 10.0990099],0
r3,1,0.015636,5.843355,[11  5] ; [78  8],[13.96078431  2.03921569] ; [75.03921569 10.96078431],0
r1,1,0.02427,5.075205,[ 5 11] ; [53 33],[9.09803922 6.90196078] ; [48.90196078 37.09803922],0
v2,1,0.025739,4.973489,[ 2 14] ; [34 47],[ 5.93814433 10.06185567] ; [30.06185567 50.93814433],0
a7,1,0.028393,4.804073,[7 9] ; [61 24],[10.77227723  5.22772277] ; [57.22772277 27.77227723],0
u3,1,0.04103,4.174774,[4 9] ; [30 18],[7.24590164 5.75409836] ; [26.75409836 21.24590164],0
a3,1,0.062999,3.456626,[ 3 13] ; [37 48],[6.33663366 9.66336634] ; [33.66336634 51.33663366],0
p4,1,0.080325,3.058306,[8 8] ; [24 62],[ 5.01960784 10.98039216] ; [26.98039216 59.01960784],0
d2,1,0.089318,2.886623,[ 1 15] ; [22 64],[ 3.60784314 12.39215686] ; [19.39215686 66.60784314],0
n6,1,0.128541,2.310041,[7 9] ; [55 31],[9.7254902 6.2745098] ; [52.2745098 33.7254902],0
d5,1,0.137796,2.202405,[7 9] ; [54 31],[9.66336634 6.33663366] ; [51.33663366 33.66336634],0
d3,1,0.1645,1.932362,[7 9] ; [53 32],[9.5049505 6.4950495] ; [50.4950495 34.5049505],0
d1,1,0.205275,1.604444,[ 3 13] ; [30 56],[ 5.17647059 10.82352941] ; [27.82352941 58.17647059],0
s6,1,0.242445,1.366319,[ 4 12] ; [34 50],[6.08 9.92] ; [31.92 52.08],0
b5,1,0.250826,1.318696,[8 8] ; [56 30],[10.03921569  5.96078431] ; [53.96078431 32.03921569],0
a6,1,0.295761,1.093212,[ 5 11] ; [39 47],[6.90196078 9.09803922] ; [37.09803922 48.90196078],0
n4,1,0.326625,0.962232,[ 6 10] ; [22 64],[ 4.39215686 11.60784314] ; [23.60784314 62.39215686],0
v3,1,0.368587,0.808421,[ 2 14] ; [18 62],[ 3.33333333 12.66666667] ; [16.66666667 63.33333333],0
p10,1,0.414577,0.665636,[7 9] ; [45 37],[8.48979592 7.51020408] ; [43.51020408 38.48979592],0
p8,1,0.424082,0.638976,[ 4 12] ; [30 55],[ 5.38613861 10.61386139] ; [28.61386139 56.38613861],0
s3,1,0.460728,0.544126,[ 5 10] ; [37 48],[6.3 8.7] ; [35.7 49.3],0
n1,1,0.490021,0.47648,[2 7] ; [ 9 17],[2.82857143 6.17142857] ; [ 8.17142857 17.82857143],0
s4,1,0.492961,0.470056,[ 2 14] ; [17 69],[ 2.98039216 13.01960784] ; [16.01960784 69.98039216],0
p3,1,0.494858,0.465947,[ 5 11] ; [20 66],[ 3.92156863 12.07843137] ; [21.07843137 64.92156863],0
p7,1,0.510569,0.4329,[ 6 10] ; [39 45],[7.2 8.8] ; [37.8 46.2],0
u2,1,0.512294,0.429378,[7 6] ; [30 17],[8.01666667 4.98333333] ; [28.98333333 18.01666667],0
n3,1,0.543999,0.368179,[6 3] ; [20  6],[6.68571429 2.31428571] ; [19.31428571  6.68571429],0
a1,1,0.601284,0.273063,[ 1 15] ; [ 3 83],[ 0.62745098 15.37254902] ; [ 3.37254902 82.62745098],0
n2,1,0.654865,0.199821,[5 4] ; [16  9],[5.55882353 3.44117647] ; [15.44117647  9.55882353],0
v1,1,0.660009,0.193513,[ 4 12] ; [25 57],[ 4.73469388 11.26530612] ; [24.26530612 57.73469388],0
s7,1,0.660378,0.193064,[ 3 12] ; [21 62],[ 3.67346939 11.32653061] ; [20.32653061 62.67346939],0
s5,1,0.681191,0.168788,[ 3 13] ; [19 62],[ 3.62886598 12.37113402] ; [18.37113402 62.62886598],0
b2,1,0.691356,0.157622,[2 9] ; [10 32],[2.49056604 8.50943396] ; [ 9.50943396 32.49056604],0
b3,1,0.691356,0.157622,[2 9] ; [10 32],[2.49056604 8.50943396] ; [ 9.50943396 32.49056604],0
a4,1,0.702708,0.14567,[ 2 14] ; [14 72],[ 2.50980392 13.49019608] ; [13.49019608 72.50980392],0
d4,1,0.710756,0.137523,[11  5] ; [63 23],[11.60784314  4.39215686] ; [62.39215686 23.60784314],0
p6,1,0.874468,0.024959,[ 3 13] ; [17 66],[ 3.23232323 12.76767677] ; [16.76767677 66.23232323],0
b4,1,0.878334,0.023434,[10  6] ; [52 34],[9.7254902 6.2745098] ; [52.2745098 33.7254902],0
a8,1,0.879501,0.022983,[ 1 15] ; [ 6 76],[ 1.14285714 14.85714286] ; [ 5.85714286 76.14285714],0
s8,1,0.879956,0.022809,[ 4 12] ; [20 66],[ 3.76470588 12.23529412] ; [20.23529412 65.76470588],0
p2,1,0.894735,0.017507,[11  5] ; [57 28],[10.77227723  5.22772277] ; [57.22772277 27.77227723],0
s2,1,0.918199,0.010548,[ 5 11] ; [28 58],[ 5.17647059 10.82352941] ; [27.82352941 58.17647059],0
