Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,75.876792,[70 36] ; [300  10],[94.27884615 11.72115385] ; [275.72115385  34.27884615],1
r2,1,0.0,30.720344,[82 22] ; [297  12],[95.43825666  8.56174334] ; [283.56174334  25.43825666],1
a5,1,1.4e-05,18.858832,[52 54] ; [223  86],[70.24096386 35.75903614] ; [204.75903614 104.24096386],1
v4,1,8.8e-05,15.380299,[88 17] ; [295  14],[97.13768116  7.86231884] ; [285.86231884  23.13768116],1
n4,1,9.5e-05,15.23726,[57 49] ; [229  80],[73.05060241 32.94939759] ; [212.94939759  96.05060241],1
d1,1,0.000193,13.899072,[39 67] ; [179 131],[55.54807692 50.45192308] ; [162.45192308 147.54807692],1
s3,1,0.000196,13.86912,[39 66] ; [178 128],[55.4379562 49.5620438] ; [161.5620438 144.4379562],1
v2,1,0.000212,13.72299,[27 76] ; [139 156],[42.95979899 60.04020101] ; [123.04020101 171.95979899],1
d4,1,0.000224,13.619442,[70 36] ; [255  52],[83.41404358 22.58595642] ; [241.58595642  65.41404358],1
s6,1,0.000257,13.360225,[48 58] ; [199 105],[63.85853659 42.14146341] ; [183.14146341 120.85853659],1
u1,1,0.0003,13.070154,[  4 102] ; [ 56 254],[15.28846154 90.71153846] ; [ 44.71153846 265.28846154],1
a7,1,0.001376,10.237213,[62 43] ; [233  76],[74.81884058 30.18115942] ; [220.18115942  88.81884058],0
d5,1,0.002366,9.241054,[69 36] ; [248  61],[80.39855072 24.60144928] ; [236.60144928  72.39855072],0
d3,1,0.003465,8.544873,[57 47] ; [217  91],[69.16504854 34.83495146] ; [204.83495146 103.16504854],0
s7,1,0.005072,7.853705,[31 71] ; [137 159],[43.05527638 58.94472362] ; [124.94472362 171.05527638],0
a2,1,0.008395,6.947141,[12 94] ; [ 72 238],[21.40384615 84.59615385] ; [ 62.59615385 247.40384615],0
u3,1,0.008616,6.900736,[16 30] ; [56 40],[23.32394366 22.67605634] ; [48.67605634 47.32394366],0
d2,1,0.015315,5.879834,[36 69] ; [148 161],[46.66666667 58.33333333] ; [137.33333333 171.66666667],0
a3,1,0.015669,5.839673,[59 47] ; [212  97],[69.21927711 36.78072289] ; [201.78072289 107.21927711],0
s2,1,0.018866,5.513863,[37 69] ; [148 160],[47.36714976 58.63285024] ; [137.63285024 170.36714976],0
a4,1,0.026388,4.930389,[32 74] ; [131 178],[41.63373494 64.36626506] ; [121.36626506 187.63373494],0
s8,1,0.029332,4.748031,[27 79] ; [115 195],[36.18269231 69.81730769] ; [105.81730769 204.18269231],0
v3,1,0.031012,4.652318,[20 83] ; [ 91 208],[28.44029851 74.55970149] ; [ 82.55970149 216.44029851],0
n2,1,0.055343,3.671709,[32  7] ; [52 28],[27.52941176 11.47058824] ; [56.47058824 23.52941176],0
s5,1,0.059481,3.551809,[20 81] ; [ 88 211],[27.27 73.73] ; [ 80.73 218.27],0
a6,1,0.064165,3.426313,[64 42] ; [216  92],[71.69082126 34.30917874] ; [208.30917874  99.69082126],0
a1,1,0.087222,2.924913,[ 7 99] ; [  9 301],[  4.07692308 101.92307692] ; [ 11.92307692 298.07692308],0
p4,1,0.095391,2.780963,[45 60] ; [160 146],[52.37226277 52.62773723] ; [152.62773723 153.37226277],0
u2,1,0.097367,2.748148,[20 27] ; [55 41],[24.65034965 22.34965035] ; [50.34965035 45.65034965],0
n5,1,0.098262,2.733535,[60 45] ; [203 104],[67.02669903 37.97330097] ; [195.97330097 111.02669903],0
p2,1,0.101608,2.680124,[74 30] ; [244  65],[80.07748184 23.92251816] ; [237.92251816  71.07748184],0
b5,1,0.118838,2.432574,[66 40] ; [166 144],[59.11538462 46.88461538] ; [172.88461538 137.11538462],0
p3,1,0.135161,2.232205,[36 70] ; [130 178],[42.50241546 63.49758454] ; [123.49758454 184.50241546],0
p7,1,0.141813,2.158176,[53 50] ; [181 122],[59.36453202 43.63546798] ; [174.63546798 128.36453202],0
p1,1,0.154194,2.030258,[10 95] ; [ 17 290],[ 6.88106796 98.11893204] ; [ 20.11893204 286.88106796],0
p10,1,0.190241,1.715753,[71 32] ; [231  75],[76.05378973 26.94621027] ; [225.94621027  80.05378973],0
s1,1,0.222215,1.490008,[  2 103] ; [ 14 292],[  4.08759124 100.91240876] ; [ 11.91240876 294.08759124],0
p11,1,0.336252,0.924667,[75 31] ; [234  76],[78.73557692 27.26442308] ; [230.26442308  79.73557692],0
n1,1,0.347426,0.882837,[14 23] ; [23 56],[11.80172414 25.19827586] ; [25.19827586 53.80172414],0
n3,1,0.369039,0.806897,[31  8] ; [56 22],[29. 10.] ; [58. 20.],0
p8,1,0.370412,0.802281,[43 61] ; [142 164],[46.92682927 57.07317073] ; [138.07317073 167.92682927],0
p12,1,0.405275,0.69262,[  4 102] ; [ 18 288],[  5.66019417 100.33980583] ; [ 16.33980583 289.66019417],0
p5,1,0.478661,0.501913,[ 6 99] ; [ 24 284],[ 7.62711864 97.37288136] ; [ 22.37288136 285.62711864],0
s4,1,0.536112,0.382793,[22 84] ; [ 55 250],[19.85888078 86.14111922] ; [ 57.14111922 247.85888078],0
b2,1,0.625372,0.238389,[19 39] ; [ 49 118],[17.52888889 40.47111111] ; [ 50.47111111 116.52888889],0
b3,1,0.625372,0.238389,[19 39] ; [ 49 118],[17.52888889 40.47111111] ; [ 50.47111111 116.52888889],0
p6,1,0.629516,0.232718,[32 71] ; [ 88 220],[30.0729927 72.9270073] ; [ 89.9270073 218.0729927],0
b4,1,0.716832,0.131549,[63 43] ; [178 132],[61.40865385 44.59134615] ; [179.59134615 130.40865385],0
u4,1,0.754084,0.098131,[  1 105] ; [  2 308],[  0.76442308 105.23557692] ; [  2.23557692 307.76442308],0
p9,1,0.860662,0.030811,[81 23] ; [235  70],[80.35207824 23.64792176] ; [235.64792176  69.35207824],0
n6,1,0.867298,0.02792,[84 22] ; [248  62],[84.59615385 21.40384615] ; [247.40384615  62.59615385],0
b1,1,0.902106,0.015129,[41 65] ; [122 188],[41.53365385 64.46634615] ; [121.46634615 188.53365385],0
a8,1,0.964729,0.001955,[12 90] ; [ 34 251],[12.12403101 89.87596899] ; [ 33.87596899 251.12403101],0
