Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p8,1,0.0,105.795408,[ 64 161] ; [318 136],[126.5832106  98.4167894] ; [255.4167894 198.5832106],1
p6,1,0.0,78.014587,[ 35 191] ; [229 224],[ 87.87039764 138.12960236] ; [176.12960236 276.87039764],1
p4,1,0.0,51.173282,[101 126] ; [330 125],[143.45601173  83.54398827] ; [287.54398827 167.45601173],1
p3,1,0.0,50.382882,[ 79 147] ; [290 165],[122.45814978 103.54185022] ; [246.54185022 208.45814978],1
p2,1,0.0,37.883147,[170  57] ; [418  36],[196.  31.] ; [392.  62.],1
s7,1,2e-05,18.142984,[ 89 131] ; [252 182],[114.70948012 105.29051988] ; [226.29051988 207.70948012],1
s8,1,0.000156,14.302562,[ 83 143] ; [236 217],[106.17673049 119.82326951] ; [212.82326951 240.17673049],1
a3,1,0.000758,11.341502,[148  79] ; [351 103],[166.33333333  60.66666667] ; [332.66666667 121.33333333],1
s5,1,0.000826,11.182402,[ 59 153] ; [183 260],[ 78.32671756 133.67328244] ; [163.67328244 279.32671756],1
p5,1,0.001575,9.988276,[ 15 209] ; [ 69 385],[ 27.75221239 196.24778761] ; [ 56.24778761 397.75221239],0
r1,1,0.002571,9.089036,[172  54] ; [388  66],[186.11764706  39.88235294] ; [373.88235294  80.11764706],0
a8,1,0.002912,8.86208,[ 16 194] ; [ 67 347],[ 27.93269231 182.06730769] ; [ 55.06730769 358.93269231],0
v1,1,0.003635,8.45749,[105 113] ; [268 178],[122.46084337  95.53915663] ; [250.53915663 195.46084337],0
s6,1,0.005847,7.596818,[140  84] ; [323 120],[155.49025487  68.50974513] ; [307.50974513 135.49025487],0
v3,1,0.006876,7.305062,[ 73 142] ; [199 243],[ 89.01065449 125.98934551] ; [182.98934551 259.01065449],0
r3,1,0.007218,7.21788,[212  15] ; [443  11],[218.33333333   8.66666667] ; [436.66666667  17.33333333],0
p11,1,0.007676,7.107584,[178  49] ; [394  62],[190.10834553  36.89165447] ; [381.89165447  74.10834553],0
r4,1,0.009936,6.646275,[205  22] ; [435  21],[212.70863836  14.29136164] ; [427.29136164  28.70863836],0
v2,1,0.013136,6.150758,[111 103] ; [273 167],[125.65137615  88.34862385] ; [258.34862385 181.65137615],0
d5,1,0.017198,5.676007,[178  49] ; [388  65],[188.94411765  38.05588235] ; [377.05588235  75.94411765],0
n6,1,0.025168,5.01227,[191  36] ; [407  45],[199.92047128  27.07952872] ; [398.07952872  53.92047128],0
a2,1,0.025585,4.983863,[ 44 183] ; [124 332],[ 55.83601757 171.16398243] ; [112.16398243 343.83601757],0
n5,1,0.027527,4.857461,[166  60] ; [367  87],[177.14411765  48.85588235] ; [355.85588235  98.14411765],0
n4,1,0.035137,4.438495,[170  57] ; [373  83],[180.46998536  46.53001464] ; [362.53001464  93.46998536],0
b5,1,0.035443,4.423681,[147  80] ; [257 199],[134.27232796  92.72767204] ; [269.72767204 186.27232796],0
a1,1,0.038502,4.2827,[  5 222] ; [ 26 430],[ 10.30307467 216.69692533] ; [ 20.69692533 435.30307467],0
d3,1,0.039539,4.237537,[148  79] ; [330 123],[159.56764706  67.43235294] ; [318.43235294 134.56764706],0
d1,1,0.060393,3.526564,[128  99] ; [291 165],[139.25768668  87.74231332] ; [279.74231332 176.25768668],0
d4,1,0.131427,2.275573,[181  46] ; [383  71],[188.  39.] ; [376.  78.],0
b4,1,0.13531,2.230506,[142  85] ; [258 198],[132.94289898  94.05710102] ; [267.05710102 188.94289898],0
b1,1,0.153493,2.037189,[ 73 154] ; [172 284],[ 81.42752562 145.57247438] ; [163.57247438 292.42752562],0
s2,1,0.166965,1.909987,[113 111] ; [254 199],[121.42983752 102.57016248] ; [245.57016248 207.42983752],0
n3,1,0.215114,1.536674,[42 18] ; [61 16],[45.10948905 14.89051095] ; [57.89051095 19.10948905],0
a5,1,0.216898,1.524776,[166  61] ; [353 103],[172.49341142  54.50658858] ; [346.50658858 109.49341142],0
u1,1,0.218406,1.514813,[ 36 191] ; [ 90 366],[ 41.87701318 185.12298682] ; [ 84.12298682 371.87701318],0
n1,1,0.241735,1.370445,[26 35] ; [25 51],[22.7080292 38.2919708] ; [28.2919708 47.7080292],0
s3,1,0.282991,1.152668,[124 100] ; [268 181],[130.47251114  93.52748886] ; [261.52748886 187.47251114],0
v4,1,0.306213,1.046941,[218   8] ; [444  10],[220.01764706   5.98235294] ; [441.98235294  12.01764706],0
a4,1,0.368267,0.809505,[ 98 129] ; [213 242],[103.51466276 123.48533724] ; [207.48533724 247.51466276],0
s1,1,0.396771,0.71809,[  8 216] ; [ 11 442],[  6.28655835 217.71344165] ; [ 12.71344165 440.28655835],0
u3,1,0.518443,0.416991,[49 30] ; [59 44],[46.87912088 32.12087912] ; [61.12087912 41.87912088],0
s4,1,0.529888,0.394607,[ 37 188] ; [ 83 368],[ 39.9408284 185.0591716] ; [ 80.0591716 370.9408284],0
p9,1,0.60805,0.263024,[211  14] ; [432  24],[212.44493392  12.55506608] ; [430.55506608  25.44493392],0
d2,1,0.641818,0.216372,[107 118] ; [225 230],[109.85294118 115.14705882] ; [222.14705882 232.85294118],0
u2,1,0.688614,0.16059,[44 35] ; [61 43],[45.32786885 33.67213115] ; [59.67213115 44.32786885],0
b2,1,0.73946,0.110602,[46 72] ; [117 170],[47.49135802 70.50864198] ; [115.50864198 171.49135802],0
b3,1,0.73946,0.110602,[46 72] ; [117 170],[47.49135802 70.50864198] ; [115.50864198 171.49135802],0
p12,1,0.75896,0.094155,[ 22 204] ; [ 41 414],[ 20.90748899 205.09251101] ; [ 42.09251101 412.90748899],0
u4,1,0.84883,0.036333,[  4 223] ; [  9 447],[  4.32064422 222.67935578] ; [  8.67935578 447.32064422],0
p1,1,0.853673,0.034016,[ 21 206] ; [ 44 410],[ 21.66666667 205.33333333] ; [ 43.33333333 410.66666667],0
a6,1,0.859145,0.031493,[158  69] ; [319 135],[159.  68.] ; [318. 136.],0
a7,1,0.901299,0.015381,[168  59] ; [338 116],[168.66666667  58.33333333] ; [337.33333333 116.66666667],0
n2,1,0.953062,0.003465,[47 14] ; [59 18],[46.85507246 14.14492754] ; [59.14492754 17.85507246],0
