Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.99322,[82 81] ; [56  9],[98.65789474 64.34210526] ; [39.34210526 25.65789474],1
s7,1,0.000162,14.226137,[62 95] ; [42 20],[74.55707763 82.44292237] ; [29.44292237 32.55707763],1
p3,1,0.000779,11.291487,[ 55 109] ; [38 28],[66.31304348 97.68695652] ; [26.68695652 39.31304348],1
s4,1,0.00344,8.55802,[ 23 141] ; [20 45],[ 30.79475983 133.20524017] ; [12.20524017 52.79475983],0
s3,1,0.005906,7.578689,[78 86] ; [44 21],[87.37117904 76.62882096] ; [34.62882096 30.37117904],0
s2,1,0.015334,5.877707,[68 96] ; [39 27],[76.29565217 87.70434783] ; [30.70434783 35.29565217],0
p4,1,0.017541,5.641409,[78 85] ; [43 23],[86.12663755 76.87336245] ; [34.87336245 31.12663755],0
a4,1,0.029172,4.757434,[86 78] ; [45 21],[93.40869565 70.59130435] ; [37.59130435 28.40869565],0
a5,1,0.032551,4.569231,[124  41] ; [58  8],[130.  35.] ; [52. 14.],0
n1,1,0.037993,4.305351,[14 38] ; [11 10],[17.80821918 34.19178082] ; [ 7.19178082 13.80821918],0
a7,1,0.045692,3.992898,[130  35] ; [43 22],[124.10869565  40.89130435] ; [48.89130435 16.10869565],0
p1,1,0.058329,3.584285,[ 10 155] ; [ 9 57],[ 13.57142857 151.42857143] ; [ 5.42857143 60.57142857],0
p6,1,0.075263,3.164326,[ 40 122] ; [24 42],[ 45.47368421 116.52631579] ; [18.52631579 47.47368421],0
p12,1,0.085815,2.951177,[  6 159] ; [ 6 59],[  8.60869565 156.39130435] ; [ 3.39130435 61.60869565],0
n3,1,0.103674,2.648092,[31 21] ; [16  4],[33.94444444 18.05555556] ; [13.05555556  6.94444444],0
p10,1,0.104768,2.631415,[118  47] ; [54 12],[122.85714286  42.14285714] ; [49.14285714 16.85714286],0
s8,1,0.106927,2.599065,[ 61 104] ; [32 34],[66.42857143 98.57142857] ; [26.57142857 39.42857143],0
p2,1,0.119067,2.429552,[118  46] ; [54 12],[122.64347826  41.35652174] ; [49.35652174 16.64347826],0
r2,1,0.134587,2.238776,[151  10] ; [65  1],[153.19823789   7.80176211] ; [62.80176211  3.19823789],0
p9,1,0.159945,1.974748,[122  42] ; [54 11],[126.04366812  37.95633188] ; [49.95633188 15.04366812],0
b5,1,0.165307,1.925,[99 66] ; [33 33],[94.28571429 70.71428571] ; [37.71428571 28.28571429],0
n2,1,0.166924,1.91035,[28 24] ; [15  6],[30.63013699 21.36986301] ; [12.36986301  8.63013699],0
p7,1,0.169788,1.884812,[86 78] ; [40 24],[90.63157895 73.36842105] ; [35.36842105 28.63157895],0
d2,1,0.193858,1.688048,[114  49] ; [51 14],[117.96052632  45.03947368] ; [47.03947368 17.96052632],0
u1,1,0.209559,1.574471,[ 37 128] ; [20 46],[ 40.71428571 124.28571429] ; [16.28571429 49.71428571],0
n6,1,0.211861,1.558664,[130  34] ; [57  9],[133.33913043  30.66086957] ; [53.66086957 12.33913043],0
r4,1,0.222166,1.490323,[140  25] ; [60  6],[142.85714286  22.14285714] ; [57.14285714  8.85714286],0
a6,1,0.291844,1.111097,[123  41] ; [45 21],[119.79130435  44.20869565] ; [48.20869565 17.79130435],0
a2,1,0.292504,1.108061,[ 53 112] ; [26 40],[ 56.42857143 108.57142857] ; [22.57142857 43.42857143],0
p5,1,0.310943,1.026667,[  9 156] ; [ 6 60],[ 10.71428571 154.28571429] ; [ 4.28571429 61.71428571],0
v3,1,0.323706,0.973913,[ 43 118] ; [21 42],[ 46. 115.] ; [18. 45.],0
d5,1,0.341981,0.902992,[162   2] ; [64  2],[161.14782609   2.85217391] ; [64.85217391  1.14782609],0
b2,1,0.3544,0.857639,[29 66] ; [18 29],[31.44366197 63.55633803] ; [15.55633803 31.44366197],0
b3,1,0.3544,0.857639,[29 66] ; [18 29],[31.44366197 63.55633803] ; [15.55633803 31.44366197],0
