Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,1e-06,24.99322,[82 81] ; [56  9],[98.65789474 64.34210526] ; [39.34210526 25.65789474],1
r1,1,0.364668,0.821752,[131  34] ; [55 10],[133.43478261  31.56521739] ; [52.56521739 12.43478261],0
a1,1,0.416478,0.660233,[  8 157] ; [ 5 61],[  9.28571429 155.71428571] ; [ 3.71428571 62.28571429],0
a3,1,0.418887,0.653436,[127  38] ; [54 12],[129.28571429  35.71428571] ; [51.71428571 14.28571429],0
n4,1,0.474201,0.51217,[125  40] ; [47 19],[122.85714286  42.14285714] ; [49.14285714 16.85714286],0
s1,1,0.571337,0.320451,[  7 156] ; [ 4 62],[  7.82969432 155.17030568] ; [ 3.17030568 62.82969432],0
v2,1,0.607836,0.263338,[67 91] ; [30 35],[68.7264574 89.2735426] ; [28.2735426 36.7264574],0
v4,1,0.622102,0.242924,[150  14] ; [59  7],[149.02608696  14.97391304] ; [59.97391304  6.02608696],0
p8,1,0.622288,0.242664,[68 95] ; [29 35],[69.65198238 93.34801762] ; [27.34801762 36.65198238],0
b4,1,0.668993,0.182782,[100  65] ; [42 24],[101.42857143  63.57142857] ; [40.57142857 25.42857143],0
d4,1,0.670007,0.181594,[159   4] ; [64  1],[159.4254386   3.5745614] ; [63.5745614  1.4254386],0
n5,1,0.735033,0.11454,[108  56] ; [45 21],[109.09565217  54.90434783] ; [43.90434783 22.09565217],0
a8,1,0.813388,0.055723,[ 18 136] ; [ 6 51],[ 17.51658768 136.48341232] ; [ 6.48341232 50.51658768],0
b1,1,0.829206,0.046535,[ 60 105] ; [25 41],[ 60.71428571 104.28571429] ; [24.28571429 41.71428571],0
u2,1,0.8433,0.039075,[22 16] ; [6 5],[21.71428571 16.28571429] ; [6.28571429 4.71428571],0
d3,1,0.845893,0.037776,[148  16] ; [59  7],[147.6  16.4] ; [59.4  6.6],0
u4,1,0.854193,0.033772,[  2 163] ; [ 1 65],[  2.14285714 162.85714286] ; [ 0.85714286 65.14285714],0
p11,1,0.891066,0.018757,[116  49] ; [47 19],[116.42857143  48.57142857] ; [46.57142857 19.42857143],0
u3,1,0.892466,0.018275,[23 15] ; [7 5],[22.8 15.2] ; [7.2 4.8],0
r3,1,0.986655,0.00028,[152  13] ; [59  5],[152.03056769  12.96943231] ; [58.96943231  5.03056769],0
