Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,35.527486,[88 16] ; [ 6 18],[76.375 27.625] ; [17.625  6.375],1
p5,1,0.372734,0.794528,[10 91] ; [ 1 23],[ 8.888 92.112] ; [ 2.112 21.888],0
d5,1,0.384145,0.757396,[86 18] ; [18  6],[84.5 19.5] ; [19.5  4.5],0
p8,1,0.412873,0.670513,[30 73] ; [ 5 19],[28.38582677 74.61417323] ; [ 6.61417323 17.38582677],0
s3,1,0.423194,0.641429,[73 30] ; [15  9],[71.37007874 31.62992126] ; [16.62992126  7.37007874],0
n6,1,0.44758,0.576773,[88 15] ; [19  5],[86.77952756 16.22047244] ; [20.22047244  3.77952756],0
b2,1,0.45337,0.562213,[31 41] ; [ 6 12],[29.6 42.4] ; [ 7.4 10.6],0
b3,1,0.45337,0.562213,[31 41] ; [ 6 12],[29.6 42.4] ; [ 7.4 10.6],0
b5,1,0.463652,0.537063,[73 31] ; [15  9],[71.5 32.5] ; [16.5  7.5],0
d1,1,0.516372,0.421133,[68 36] ; [14 10],[66.625 37.375] ; [15.375  8.625],0
b4,1,0.564372,0.332191,[63 41] ; [13 11],[61.75 42.25] ; [14.25  9.75],0
a2,1,0.595584,0.281709,[29 75] ; [ 8 16],[30.0625 73.9375] ; [ 6.9375 17.0625],0
s4,1,0.617499,0.249398,[18 86] ; [ 5 18],[18.83464567 85.16535433] ; [ 4.16535433 18.83464567],0
d2,1,0.639953,0.218803,[64 40] ; [16  8],[65. 39.] ; [15.  9.],0
u1,1,0.674027,0.176927,[26 78] ; [ 7 17],[26.8125 77.1875] ; [ 6.1875 17.8125],0
d3,1,0.720649,0.127872,[69 35] ; [15  9],[68.25 35.75] ; [15.75  8.25],0
v3,1,0.730337,0.118802,[36 61] ; [ 8 16],[35.27272727 61.72727273] ; [ 8.72727273 15.27272727],0
a1,1,0.744893,0.105873,[  3 101] ; [ 1 23],[  3.25 100.75] ; [ 0.75 23.25],0
p1,1,0.785555,0.074031,[11 93] ; [ 3 21],[11.375 92.625] ; [ 2.625 21.375],0
n1,1,0.837201,0.04222,[19 13] ; [5 4],[18.73170732 13.26829268] ; [5.26829268 3.73170732],0
a4,1,0.865069,0.028874,[54 50] ; [12 12],[53.625 50.375] ; [12.375 11.625],0
v1,1,0.892058,0.018415,[50 47] ; [12 12],[49.70247934 47.29752066] ; [12.29752066 11.70247934],0
u2,1,0.921775,0.009643,[11  9] ; [4 3],[11.11111111  8.88888889] ; [3.88888889 3.11111111],0
s5,1,0.92333,0.009262,[33 63] ; [ 8 16],[32.8 63.2] ; [ 8.2 15.8],0
s1,1,0.926085,0.008606,[ 8 95] ; [ 2 22],[ 8.11023622 94.88976378] ; [ 1.88976378 22.11023622],0
a6,1,0.93039,0.007631,[64 40] ; [15  9],[64.1875 39.8125] ; [14.8125  9.1875],0
u4,1,0.941764,0.005337,[  4 100] ; [ 1 23],[ 4.0625 99.9375] ; [ 0.9375 23.0625],0
r1,1,0.972325,0.001204,[82 22] ; [19  5],[82.0625 21.9375] ; [18.9375  5.0625],0
