Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.0,28.222408,[117  19] ; [85 63],[96.73239437 39.26760563] ; [105.26760563  42.73239437],1
p4,1,0.0,26.777389,[120  18] ; [91 61],[100.40689655  37.59310345] ; [110.59310345  41.40689655],1
p8,1,2e-05,18.171009,[104  33] ; [78 73],[86.57638889 50.42361111] ; [95.42361111 55.57638889],1
s8,1,0.00022,13.655259,[92 46] ; [68 83],[76.40138408 61.59861592] ; [83.59861592 67.40138408],1
p3,1,0.000368,12.685937,[99 39] ; [78 74],[84.22758621 53.77241379] ; [92.77241379 59.22758621],1
p9,1,0.000499,12.119985,[134   4] ; [128  22],[125.54166667  12.45833333] ; [136.45833333  13.54166667],1
s7,1,0.000681,11.54047,[89 45] ; [67 78],[74.92473118 59.07526882] ; [81.07526882 63.92473118],1
p10,1,0.003491,8.531302,[129   9] ; [124  27],[120.80968858  17.19031142] ; [132.19031142  18.80968858],0
a1,1,0.005573,7.683386,[ 13 126] ; [  3 150],[  7.61643836 131.38356164] ; [  8.38356164 144.61643836],0
s2,1,0.006853,7.311048,[94 45] ; [78 72],[82.7266436 56.2733564] ; [89.2733564 60.7266436],0
s5,1,0.009654,6.697708,[69 63] ; [55 94],[58.24911032 73.75088968] ; [65.75088968 83.24911032],0
s4,1,0.014532,5.972348,[ 29 108] ; [ 16 134],[ 21.48083624 115.51916376] ; [ 23.51916376 126.48083624],0
n4,1,0.035016,4.444374,[124  15] ; [122  30],[117.50515464  21.49484536] ; [128.49484536  23.50515464],0
s6,1,0.042477,4.116076,[108  28] ; [104  47],[100.45993031  35.54006969] ; [111.54006969  39.45993031],0
a5,1,0.048021,3.909243,[127  12] ; [128  25],[121.3869863  17.6130137] ; [133.6130137  19.3869863],0
n5,1,0.051646,3.787196,[123  16] ; [121  30],[116.95172414  22.04827586] ; [127.04827586  23.95172414],0
r4,1,0.054674,3.691987,[134   5] ; [139  14],[129.95547945   9.04452055] ; [143.04452055   9.95547945],0
s3,1,0.063153,3.45259,[89 49] ; [80 69],[81.26132404 56.73867596] ; [87.73867596 61.26132404],0
u2,1,0.066507,3.367201,[12 13] ; [21  8],[15.27777778  9.72222222] ; [17.72222222 11.27777778],0
s1,1,0.080864,3.04745,[  5 134] ; [  1 149],[  2.88581315 136.11418685] ; [  3.11418685 146.88581315],0
b4,1,0.08386,2.988458,[91 48] ; [85 68],[83.78082192 55.21917808] ; [92.21917808 60.78082192],0
a7,1,0.094197,2.80115,[114  25] ; [113  40],[108.05821918  30.94178082] ; [118.94178082  34.05821918],0
r2,1,0.121665,2.395755,[136   2] ; [145   7],[133.71724138   4.28275862] ; [147.28275862   4.71724138],0
u1,1,0.153173,2.040363,[46 93] ; [ 39 114],[40.46232877 98.53767123] ; [ 44.53767123 108.46232877],0
n6,1,0.153772,2.034431,[126  11] ; [131  20],[122.25347222  14.74652778] ; [134.74652778  16.25347222],0
p5,1,0.16092,1.965559,[ 27 112] ; [ 20 130],[ 22.60553633 116.39446367] ; [ 24.39446367 125.60553633],0
p12,1,0.162586,1.950006,[ 20 118] ; [ 14 138],[ 16.17931034 121.82068966] ; [ 17.82068966 134.17931034],0
a6,1,0.172825,1.858264,[96 41] ; [118  35],[101.09655172  35.90344828] ; [112.90344828  40.09655172],0
d3,1,0.176632,1.825735,[126  12] ; [132  21],[122.35051546  15.64948454] ; [135.64948454  17.35051546],0
u4,1,0.176905,1.823435,[  8 131] ; [  4 149],[  5.71232877 133.28767123] ; [  6.28767123 146.71232877],0
b5,1,0.178901,1.806734,[84 55] ; [104  49],[89.49315068 49.50684932] ; [98.50684932 54.49315068],0
p1,1,0.195947,1.672325,[ 16 122] ; [ 11 142],[ 12.80412371 125.19587629] ; [ 14.19587629 138.80412371],0
n3,1,0.21554,1.53382,[11  8] ; [26  9],[13.01851852  5.98148148] ; [23.98148148 11.01851852],0
b1,1,0.315178,1.008852,[57 82] ; [54 99],[52.8390411 86.1609589] ; [58.1609589 94.8390411],0
p2,1,0.326737,0.961788,[125  14] ; [131  21],[122.28178694  16.71821306] ; [133.71821306  18.28178694],0
r3,1,0.383933,0.758072,[136   3] ; [147   6],[134.71575342   4.28424658] ; [148.28424658   4.71575342],0
u3,1,0.491511,0.473218,[15 10] ; [20  9],[16.2037037  8.7962963] ; [18.7962963 10.2037037],0
v2,1,0.502911,0.448788,[96 40] ; [109  38],[98.51590106 37.48409894] ; [106.48409894  40.51590106],0
n1,1,0.528612,0.397059,[10 10] ; [14 20],[ 8.88888889 11.11111111] ; [15.11111111 18.88888889],0
r1,1,0.533946,0.386875,[120  19] ; [134  17],[121.74482759  17.25517241] ; [132.25517241  18.74482759],0
v3,1,0.551529,0.354586,[71 62] ; [82 62],[73.46209386 59.53790614] ; [79.53790614 64.46209386],0
d5,1,0.575705,0.31323,[134   3] ; [148   5],[133.22068966   3.77931034] ; [148.77931034   4.22068966],0
n2,1,0.591219,0.288445,[16  4] ; [25  9],[15.18518519  4.81481481] ; [25.81481481  8.18518519],0
a3,1,0.631214,0.230419,[114  23] ; [124  29],[112.43448276  24.56551724] ; [125.56551724  27.43448276],0
d2,1,0.699166,0.149341,[102  36] ; [110  43],[100.53608247  37.46391753] ; [111.46391753  41.53608247],0
a4,1,0.735576,0.114053,[85 54] ; [90 62],[83.59106529 55.40893471] ; [91.40893471 60.59106529],0
v4,1,0.792386,0.069282,[136   3] ; [148   4],[135.65635739   3.34364261] ; [148.34364261   3.65635739],0
p11,1,0.803156,0.062133,[116  23] ; [126  27],[115.19863014  23.80136986] ; [126.80136986  26.19863014],0
b2,1,0.833359,0.044266,[43 52] ; [42 54],[42.27748691 52.72251309] ; [42.72251309 53.27748691],0
b3,1,0.833359,0.044266,[43 52] ; [42 54],[42.27748691 52.72251309] ; [42.72251309 53.27748691],0
a2,1,0.895102,0.017385,[51 88] ; [55 98],[50.45890411 88.54109589] ; [55.54109589 97.45890411],0
a8,1,0.978407,0.000733,[ 17 103] ; [ 19 114],[ 17.07509881 102.92490119] ; [ 18.92490119 114.07509881],0
