Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.000207,13.767483,[63 27] ; [ 3 12],[56.57142857 33.42857143] ; [9.42857143 5.57142857],1
s1,1,0.010034,6.628788,[ 3 87] ; [ 3 12],[ 5.14285714 84.85714286] ; [ 0.85714286 14.14285714],0
v4,1,0.014787,5.941621,[80  9] ; [10  5],[77.01923077 11.98076923] ; [12.98076923  2.01923077],0
p3,1,0.059167,3.560577,[59 31] ; [6 9],[55.71428571 34.28571429] ; [9.28571429 5.71428571],0
s6,1,0.060357,3.527548,[57 30] ; [6 9],[53.73529412 33.26470588] ; [9.26470588 5.73529412],0
n2,1,0.062577,3.467743,[19  5] ; [3 4],[17.03225806  6.96774194] ; [4.96774194 2.03225806],0
p2,1,0.076146,3.145293,[76 13] ; [10  5],[73.59615385 15.40384615] ; [12.40384615  2.59615385],0
u1,1,0.092231,2.835,[ 3 87] ; [ 2 13],[ 4.28571429 85.71428571] ; [ 0.71428571 14.28571429],0
v2,1,0.129377,2.29996,[42 46] ; [ 4 11],[39.30097087 48.69902913] ; [6.69902913 8.30097087],0
p11,1,0.139714,2.18111,[70 20] ; [9 6],[67.71428571 22.28571429] ; [11.28571429  3.71428571],0
p9,1,0.163187,1.944444,[74 16] ; [10  5],[72. 18.] ; [12.  3.],0
p10,1,0.180057,1.797156,[68 21] ; [9 6],[65.89423077 23.10576923] ; [11.10576923  3.89423077],0
r2,1,0.204427,1.610461,[70 18] ; [9 5],[68.15686275 19.84313725] ; [10.84313725  3.15686275],0
s8,1,0.254891,1.296296,[38 52] ; [ 4 11],[36. 54.] ; [6. 9.],0
s7,1,0.287868,1.129566,[40 43] ; [ 5 10],[38.1122449 44.8877551] ; [6.8877551 8.1122449],0
b5,1,0.288396,1.127096,[53 37] ; [11  4],[54.85714286 35.14285714] ; [9.14285714 5.85714286],0
a5,1,0.288396,1.127096,[53 37] ; [11  4],[54.85714286 35.14285714] ; [9.14285714 5.85714286],0
s4,1,0.290458,1.117497,[14 76] ; [ 4 11],[15.42857143 74.57142857] ; [ 2.57142857 12.42857143],0
n3,1,0.359756,0.838745,[18  6] ; [4 3],[17.03225806  6.96774194] ; [4.96774194 2.03225806],0
b3,1,0.447276,0.577546,[17 39] ; [5 7],[18.11764706 37.88235294] ; [3.88235294 8.11764706],0
b2,1,0.447276,0.577546,[17 39] ; [5 7],[18.11764706 37.88235294] ; [3.88235294 8.11764706],0
a6,1,0.467394,0.52813,[51 39] ; [10  5],[52.28571429 37.71428571] ; [8.71428571 6.28571429],0
b4,1,0.470845,0.519993,[51 39] ; [7 8],[49.71428571 40.28571429] ; [8.28571429 6.71428571],0
u2,1,0.489199,0.478287,[18 17] ; [4 2],[18.7804878 16.2195122] ; [3.2195122 2.7804878],0
d3,1,0.516885,0.420105,[52 38] ; [10  5],[53.14285714 36.85714286] ; [8.85714286 6.14285714],0
n1,1,0.525741,0.402618,[13 10] ; [3 4],[12.26666667 10.73333333] ; [3.73333333 3.26666667],0
d4,1,0.528265,0.397727,[67 23] ; [10  5],[66. 24.] ; [11.  4.],0
p7,1,0.535866,0.383255,[58 31] ; [11  4],[59.04807692 29.95192308] ; [9.95192308 5.04807692],0
v3,1,0.553857,0.350452,[24 64] ; [ 3 12],[23.06796117 64.93203883] ; [ 3.93203883 11.06796117],0
s3,1,0.565566,0.330159,[46 44] ; [6 8],[45. 45.] ; [7. 7.],0
d1,1,0.631329,0.230263,[42 48] ; [6 9],[41.14285714 48.85714286] ; [6.85714286 8.14285714],0
d5,1,0.659243,0.194444,[65 25] ; [10  5],[64.28571429 25.71428571] ; [10.71428571  4.28571429],0
p6,1,0.662262,0.190787,[41 48] ; [6 9],[40.22115385 48.77884615] ; [6.77884615 8.22115385],0
a7,1,0.686407,0.163003,[53 37] ; [8 7],[52.28571429 37.71428571] ; [8.71428571 6.28571429],0
a2,1,0.696327,0.152321,[ 9 81] ; [ 2 13],[ 9.42857143 80.57142857] ; [ 1.57142857 13.42857143],0
p8,1,0.73151,0.11773,[47 43] ; [8 6],[47.59615385 42.40384615] ; [7.40384615 6.59615385],0
d2,1,0.741537,0.10878,[34 56] ; [ 5 10],[33.42857143 56.57142857] ; [5.57142857 9.42857143],0
a1,1,0.775922,0.081019,[ 8 82] ; [ 1 14],[ 7.71428571 82.28571429] ; [ 1.28571429 13.71428571],0
a4,1,0.804627,0.061189,[33 57] ; [6 9],[33.42857143 56.57142857] ; [5.57142857 9.42857143],0
p5,1,0.809848,0.057899,[15 74] ; [ 2 12],[14.68932039 74.31067961] ; [ 2.31067961 11.68932039],0
s2,1,0.811062,0.057148,[45 45] ; [8 7],[45.42857143 44.57142857] ; [7.57142857 7.42857143],0
n6,1,0.822525,0.05031,[73 17] ; [11  3],[72.69230769 17.30769231] ; [11.30769231  2.69230769],0
n4,1,0.863718,0.029461,[62 28] ; [10  5],[61.71428571 28.28571429] ; [10.28571429  4.71428571],0
b1,1,0.873331,0.025418,[46 44] ; [8 7],[46.28571429 43.71428571] ; [7.71428571 7.28571429],0
v1,1,0.874958,0.024764,[43 45] ; [7 8],[42.7184466 45.2815534] ; [7.2815534 7.7184466],0
n5,1,0.909467,0.01293,[64 25] ; [11  4],[64.18269231 24.81730769] ; [10.81730769  4.18269231],0
a3,1,0.934913,0.006669,[55 35] ; [9 6],[54.85714286 35.14285714] ; [9.14285714 5.85714286],0
s5,1,0.948957,0.004098,[25 60] ; [ 4 10],[24.8989899 60.1010101] ; [4.1010101 9.8989899],0
p1,1,1.0,0.0,[ 6 84] ; [ 1 14],[ 6. 84.] ; [ 1. 14.],0
