Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.000322,12.940659,[72  8] ; [6 6],[67.82608696 12.17391304] ; [10.17391304  1.82608696],1
d5,1,0.000398,12.539297,[64 15] ; [4 8],[59.03296703 19.96703297] ; [8.96703297 3.03296703],1
r4,1,0.000781,11.284839,[59 21] ; [3 9],[53.91304348 26.08695652] ; [8.08695652 3.91304348],1
n6,1,0.011749,6.348427,[44 35] ; [ 2 10],[39.93406593 39.06593407] ; [6.06593407 5.93406593],0
a6,1,0.022925,5.174175,[48 32] ; [3 9],[44.34782609 35.65217391] ; [6.65217391 5.34782609],0
r3,1,0.02834,4.807285,[67 12] ; [7 5],[64.24175824 14.75824176] ; [9.75824176 2.24175824],0
p2,1,0.031451,4.628165,[46 33] ; [3 9],[42.53846154 36.46153846] ; [6.46153846 5.53846154],0
s1,1,0.033323,4.529096,[ 5 74] ; [3 9],[ 6.94505495 72.05494505] ; [ 1.05494505 10.94505495],0
p9,1,0.118966,2.430883,[42 31] ; [4 8],[39.50588235 33.49411765] ; [6.49411765 5.50588235],0
r1,1,0.12054,2.410292,[52 28] ; [5 7],[49.56521739 30.43478261] ; [7.43478261 4.56521739],0
d1,1,0.123506,2.372286,[39 41] ; [3 9],[36.52173913 43.47826087] ; [5.47826087 6.52173913],0
d3,1,0.163766,1.939103,[49 29] ; [5 7],[46.8 31.2] ; [7.2 4.8],0
s2,1,0.166143,1.917404,[37 43] ; [3 9],[34.7826087 45.2173913] ; [5.2173913 6.7826087],0
p8,1,0.171062,1.873616,[20 58] ; [5 6],[21.91011236 56.08988764] ; [3.08988764 7.91011236],0
v2,1,0.281632,1.159195,[31 44] ; [3 9],[29.31034483 45.68965517] ; [4.68965517 7.31034483],0
p1,1,0.301125,1.069207,[ 6 73] ; [ 2 10],[ 6.94505495 72.05494505] ; [ 1.05494505 10.94505495],0
p10,1,0.302573,1.062821,[37 38] ; [4 8],[35.34482759 39.65517241] ; [5.65517241 6.34482759],0
s3,1,0.318216,0.996266,[39 41] ; [4 8],[37.39130435 42.60869565] ; [5.60869565 6.39130435],0
a7,1,0.328879,0.953305,[57 22] ; [7 5],[55.56043956 23.43956044] ; [8.43956044 3.56043956],0
d4,1,0.352377,0.864878,[63 17] ; [8 4],[61.73913043 18.26086957] ; [9.26086957 2.73913043],0
a2,1,0.374674,0.788103,[15 65] ; [ 1 11],[13.91304348 66.08695652] ; [2.08695652 9.91304348],0
s7,1,0.41323,0.669489,[22 51] ; [2 9],[20.85714286 52.14285714] ; [3.14285714 7.85714286],0
s6,1,0.431674,0.618315,[42 36] ; [5 7],[40.73333333 37.26666667] ; [6.26666667 5.73333333],0
p7,1,0.447521,0.576923,[30 48] ; [6 6],[31.2 46.8] ; [4.8 7.2],0
s5,1,0.473146,0.51462,[20 56] ; [ 2 10],[19. 57.] ; [3. 9.],0
p4,1,0.479567,0.499848,[31 48] ; [6 6],[32.12087912 46.87912088] ; [4.87912088 7.12087912],0
n1,1,0.504721,0.444995,[ 8 30] ; [2 4],[ 8.63636364 29.36363636] ; [1.36363636 4.63636364],0
n5,1,0.514356,0.425196,[20 59] ; [ 2 10],[19.0989011 59.9010989] ; [2.9010989 9.0989011],0
n3,1,0.538462,0.378397,[24 14] ; [3 3],[23.31818182 14.68181818] ; [3.68181818 2.31818182],0
a5,1,0.590226,0.289992,[40 40] ; [7 5],[40.86956522 39.13043478] ; [6.13043478 5.86956522],0
b5,1,0.591313,0.288299,[53 27] ; [7 5],[52.17391304 27.82608696] ; [7.82608696 4.17391304],0
u2,1,0.631299,0.230303,[17 16] ; [2 3],[16.5 16.5] ; [2.5 2.5],0
p3,1,0.715202,0.133136,[22 56] ; [4 8],[22.53333333 55.46666667] ; [3.46666667 8.53333333],0
v3,1,0.717863,0.13055,[17 59] ; [3 8],[17.47126437 58.52873563] ; [2.52873563 8.47126437],0
s4,1,0.787906,0.072378,[23 57] ; [3 9],[22.60869565 57.39130435] ; [3.39130435 8.60869565],0
v1,1,0.796878,0.06625,[29 49] ; [4 8],[28.6 49.4] ; [4.4 7.6],0
n2,1,0.809855,0.057895,[21 17] ; [3 3],[20.72727273 17.27272727] ; [3.27272727 2.72727273],0
b4,1,0.828492,0.046931,[44 36] ; [7 5],[44.34782609 35.65217391] ; [6.65217391 5.34782609],0
p6,1,0.898833,0.016163,[14 63] ; [ 2 10],[13.84269663 63.15730337] ; [2.15730337 9.84269663],0
a3,1,0.928733,0.007999,[45 34] ; [7 5],[45.14285714 33.85714286] ; [6.85714286 5.14285714],0
b2,1,0.966678,0.001745,[ 9 26] ; [2 6],[ 8.95348837 26.04651163] ; [2.04651163 5.95348837],0
b3,1,0.966678,0.001745,[ 9 26] ; [2 6],[ 8.95348837 26.04651163] ; [2.04651163 5.95348837],0
a4,1,0.977283,0.000811,[27 53] ; [4 8],[26.95652174 53.04347826] ; [4.04347826 7.95652174],0
d2,1,0.978192,0.000747,[33 47] ; [5 7],[33.04347826 46.95652174] ; [4.95652174 7.04347826],0
b1,1,1.0,0.0,[40 40] ; [6 6],[40. 40.] ; [6. 6.],0
