Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,1e-05,19.429994,[4 5] ; [168  16],[8.02072539 0.97927461] ; [163.97927461  20.02072539],1
r2,1,0.000112,14.929405,[6 3] ; [174   7],[8.52631579 0.47368421] ; [171.47368421   9.52631579],1
d5,1,0.00581,7.608171,[4 5] ; [150  33],[7.21875 1.78125] ; [146.78125  36.21875],0
n6,1,0.01142,6.398776,[5 4] ; [159  25],[7.64766839 1.35233161] ; [156.35233161  27.64766839],0
d3,1,0.013388,6.117123,[3 6] ; [131  51],[6.31413613 2.68586387] ; [127.68586387  54.31413613],0
s7,1,0.014494,5.977009,[1 7] ; [100  77],[4.36756757 3.63243243] ; [96.63243243 80.36756757],0
a3,1,0.020507,5.368189,[3 6] ; [129  55],[6.15544041 2.84455959] ; [125.84455959  58.15544041],0
d4,1,0.030488,4.681583,[5 4] ; [154  30],[7.41450777 1.58549223] ; [151.58549223  32.41450777],0
p11,1,0.091218,2.852747,[5 4] ; [146  38],[7.04145078 1.95854922] ; [143.95854922  40.04145078],0
d1,1,0.100242,2.701682,[3 6] ; [112  72],[5.3626943 3.6373057] ; [109.6373057  74.3626943],0
a4,1,0.10028,2.701081,[2 7] ; [92 91],[4.40625 4.59375] ; [89.59375 93.40625],0
u3,1,0.107967,2.583732,[2 4] ; [36 18],[3.8 2.2] ; [34.2 19.8],0
p9,1,0.115446,2.478046,[6 3] ; [158  26],[7.64766839 1.35233161] ; [156.35233161  27.64766839],0
b1,1,0.182494,1.777192,[6 3] ; [ 81 103],[4.05699482 4.94300518] ; [ 82.94300518 101.05699482],0
b4,1,0.20523,1.60476,[3 6] ; [101  83],[4.84974093 4.15025907] ; [99.15025907 84.84974093],0
p10,1,0.277612,1.178744,[6 3] ; [148  34],[7.2565445 1.7434555] ; [146.7434555  35.2565445],0
b5,1,0.28065,1.163939,[7 2] ; [110  74],[5.45595855 3.54404145] ; [111.54404145  72.45595855],0
s1,1,0.288223,1.127904,[1 8] ; [  7 175],[0.37696335 8.62303665] ; [  7.62303665 174.37696335],0
s8,1,0.290803,1.1159,[3 6] ; [94 89],[4.546875 4.453125] ; [92.453125 90.546875],0
s4,1,0.309248,1.033886,[1 8] ; [ 47 132],[2.29787234 6.70212766] ; [ 45.70212766 133.29787234],0
s2,1,0.33266,0.938516,[4 5] ; [111  72],[5.390625 3.609375] ; [109.609375  73.390625],0
r1,1,0.339229,0.913343,[6 3] ; [147  37],[7.13471503 1.86528497] ; [145.86528497  38.13471503],0
a2,1,0.343193,0.898467,[1 8] ; [ 46 138],[2.19170984 6.80829016] ; [ 44.80829016 139.19170984],0
v2,1,0.433164,0.614326,[5 4] ; [ 77 105],[3.86387435 5.13612565] ; [ 78.13612565 103.86387435],0
p4,1,0.440364,0.595333,[6 3] ; [143  41],[6.94818653 2.05181347] ; [142.05181347  41.94818653],0
n4,1,0.49334,0.469234,[6 3] ; [141  43],[6.85492228 2.14507772] ; [140.14507772  43.85492228],0
u1,1,0.507464,0.439293,[1 8] ; [ 37 147],[1.77202073 7.22797927] ; [ 36.22797927 147.77202073],0
s5,1,0.563308,0.334009,[3 6] ; [75 99],[3.83606557 5.16393443] ; [74.16393443 99.83606557],0
u2,1,0.573649,0.316615,[3 3] ; [34 21],[3.63934426 2.36065574] ; [33.36065574 21.63934426],0
p8,1,0.577322,0.310585,[5 4] ; [119  65],[5.78238342 3.21761658] ; [118.21761658  65.78238342],0
n5,1,0.588942,0.292,[6 3] ; [136  46],[6.69109948 2.30890052] ; [135.30890052  46.69109948],0
b3,1,0.589564,0.291026,[2 4] ; [53 66],[2.64 3.36] ; [52.36 66.64],0
b2,1,0.589564,0.291026,[2 4] ; [53 66],[2.64 3.36] ; [52.36 66.64],0
s3,1,0.590828,0.289052,[6 3] ; [106  78],[5.22279793 3.77720207] ; [106.77720207  77.22279793],0
a7,1,0.665613,0.186777,[6 3] ; [134  49],[6.5625 2.4375] ; [133.4375  49.5625],0
p7,1,0.728581,0.120418,[7 2] ; [149  32],[7.38947368 1.61052632] ; [148.61052632  32.38947368],0
n2,1,0.730647,0.118519,[2 1] ; [34 11],[2.25 0.75] ; [33.75 11.25],0
v1,1,0.744886,0.105878,[4 5] ; [91 91],[4.47643979 4.52356021] ; [90.52356021 91.47643979],0
n3,1,0.748756,0.102579,[2 1] ; [33 11],[2.23404255 0.76595745] ; [32.76595745 11.23404255],0
a5,1,0.770044,0.08545,[6 3] ; [131  53],[6.38860104 2.61139896] ; [130.61139896  53.38860104],0
a8,1,0.770399,0.085178,[1 8] ; [ 25 146],[1.3 7.7] ; [ 24.7 146.3],0
p3,1,0.775364,0.081433,[5 4] ; [111  73],[5.40932642 3.59067358] ; [110.59067358  73.40932642],0
d2,1,0.793416,0.06858,[5 4] ; [94 90],[4.61658031 4.38341969] ; [94.38341969 89.61658031],0
p5,1,0.901878,0.0152,[1 8] ; [ 23 161],[1.11917098 7.88082902] ; [ 22.88082902 161.11917098],0
a6,1,0.902745,0.014932,[6 3] ; [119  65],[5.82901554 3.17098446] ; [119.17098446  64.82901554],0
s6,1,0.971871,0.001243,[6 2] ; [134  46],[5.95744681 2.04255319] ; [134.04255319  45.95744681],0
p2,1,0.977798,0.000774,[8 1] ; [163  21],[7.97409326 1.02590674] ; [163.02590674  20.97409326],0
