Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,1e-06,25.14209,[ 5 29] ; [28 10],[15.58333333 18.41666667] ; [17.41666667 20.58333333],1
b3,1,0.001835,9.707563,[10  8] ; [ 4 26],[ 5.25 12.75] ; [ 8.75 21.25],0
b2,1,0.001835,9.707563,[10  8] ; [ 4 26],[ 5.25 12.75] ; [ 8.75 21.25],0
s6,1,0.010005,6.633998,[17 17] ; [30  8],[22.19444444 11.80555556] ; [24.80555556 13.19444444],0
p7,1,0.040089,4.214096,[20 14] ; [30  7],[23.94366197 10.05633803] ; [26.05633803 10.94366197],0
u1,1,0.064227,3.424712,[ 5 29] ; [ 1 37],[ 2.83333333 31.16666667] ; [ 3.16666667 34.83333333],0
d5,1,0.073089,3.212254,[30  4] ; [27 11],[26.91666667  7.08333333] ; [30.08333333  7.91666667],0
s4,1,0.091189,2.853251,[ 3 31] ; [ 9 29],[ 5.66666667 28.33333333] ; [ 6.33333333 31.66666667],0
p3,1,0.163825,1.93856,[15 19] ; [23 15],[17.94444444 16.05555556] ; [20.05555556 17.94444444],0
v2,1,0.168689,1.89456,[20 12] ; [16 19],[17.19402985 14.80597015] ; [18.80597015 16.19402985],0
r1,1,0.173433,1.853018,[27  7] ; [24 13],[24.42253521  9.57746479] ; [26.57746479 10.42253521],0
d2,1,0.178588,1.809336,[16 18] ; [12 26],[13.22222222 20.77777778] ; [14.77777778 23.22222222],0
s8,1,0.179937,1.798142,[10 24] ; [17 21],[12.75 21.25] ; [14.25 23.75],0
u2,1,0.18367,1.767677,[8 4] ; [14  2],[9.42857143 2.57142857] ; [12.57142857  3.42857143],0
r2,1,0.22186,1.492297,[31  3] ; [30  7],[29.21126761  4.78873239] ; [31.78873239  5.21126761],0
n3,1,0.236958,1.398601,[7 4] ; [11  2],[8.25 2.75] ; [9.75 3.25],0
n2,1,0.236958,1.398601,[7 4] ; [11  2],[8.25 2.75] ; [9.75 3.25],0
a6,1,0.242617,1.365325,[25  9] ; [23 15],[22.66666667 11.33333333] ; [25.33333333 12.66666667],0
n4,1,0.24294,1.363453,[19 15] ; [16 22],[16.52777778 17.47222222] ; [18.47222222 19.52777778],0
a7,1,0.281886,1.157975,[23 11] ; [21 17],[20.77777778 13.22222222] ; [23.22222222 14.77777778],0
v1,1,0.30722,1.042589,[16 18] ; [13 24],[13.88732394 20.11267606] ; [15.11267606 21.88732394],0
p5,1,0.335859,0.926175,[ 4 30] ; [ 2 35],[ 2.87323944 31.12676056] ; [ 3.12676056 33.87323944],0
r4,1,0.336562,0.923485,[29  5] ; [29  9],[27.38888889  6.61111111] ; [30.61111111  7.38888889],0
s1,1,0.345544,0.889753,[ 1 33] ; [ 3 34],[ 1.91549296 32.08450704] ; [ 2.08450704 34.91549296],0
p6,1,0.39514,0.723065,[13 20] ; [11 26],[11.31428571 21.68571429] ; [12.68571429 24.31428571],0
a2,1,0.407426,0.6863,[ 8 26] ; [ 6 32],[ 6.61111111 27.38888889] ; [ 7.38888889 30.61111111],0
d4,1,0.413495,0.668731,[24 10] ; [30  8],[25.5  8.5] ; [28.5  9.5],0
s5,1,0.416555,0.660015,[ 6 26] ; [10 27],[ 7.42028986 24.57971014] ; [ 8.57971014 28.42028986],0
v3,1,0.438845,0.599299,[10 22] ; [ 8 27],[ 8.59701493 23.40298507] ; [ 9.40298507 25.59701493],0
p9,1,0.446482,0.579567,[26  8] ; [26 12],[24.55555556  9.44444444] ; [27.44444444 10.55555556],0
s7,1,0.455589,0.55671,[10 22] ; [14 21],[11.46268657 20.53731343] ; [12.53731343 22.46268657],0
b4,1,0.502099,0.450497,[17 17] ; [22 16],[18.41666667 15.58333333] ; [20.58333333 17.41666667],0
b5,1,0.516393,0.421092,[18 16] ; [23 15],[19.36111111 14.63888889] ; [21.63888889 16.36111111],0
a8,1,0.518008,0.417857,[ 3 27] ; [ 2 33],[ 2.30769231 27.69230769] ; [ 2.69230769 32.30769231],0
a4,1,0.529748,0.394875,[15 19] ; [14 24],[13.69444444 20.30555556] ; [15.30555556 22.69444444],0
v4,1,0.5324,0.389808,[31  3] ; [32  5],[30.16901408  3.83098592] ; [32.83098592  4.16901408],0
a3,1,0.55395,0.350287,[22 12] ; [22 16],[20.77777778 13.22222222] ; [23.22222222 14.77777778],0
p2,1,0.55569,0.347222,[26  7] ; [32  6],[26.95774648  6.04225352] ; [31.04225352  6.95774648],0
d1,1,0.636831,0.22291,[16 18] ; [20 18],[17. 17.] ; [19. 19.],0
n5,1,0.649417,0.206636,[13 20] ; [17 21],[13.94366197 19.05633803] ; [16.05633803 21.94366197],0
p10,1,0.738494,0.111455,[22 12] ; [26 12],[22.66666667 11.33333333] ; [25.33333333 12.66666667],0
u3,1,0.756158,0.096429,[9 3] ; [12  3],[9.33333333 2.66666667] ; [11.66666667  3.33333333],0
n1,1,0.827435,0.047521,[5 6] ; [6 6],[5.26086957 5.73913043] ; [5.73913043 6.26086957],0
p1,1,0.886801,0.020265,[ 3 31] ; [ 3 35],[ 2.83333333 31.16666667] ; [ 3.16666667 34.83333333],0
d3,1,0.891409,0.018638,[22 12] ; [24 14],[21.72222222 12.27777778] ; [24.27777778 13.72222222],0
r3,1,0.908834,0.013112,[32  2] ; [36  2],[32.11111111  1.88888889] ; [35.88888889  2.11111111],0
b1,1,0.914306,0.01158,[21 13] ; [23 15],[20.77777778 13.22222222] ; [23.22222222 14.77777778],0
p8,1,0.925171,0.008821,[18 16] ; [20 17],[18.1971831 15.8028169] ; [19.8028169 17.1971831],0
p11,1,0.94394,0.004945,[23 11] ; [26 12],[23.13888889 10.86111111] ; [25.86111111 12.13888889],0
a5,1,0.965478,0.001873,[24 10] ; [27 11],[24.08333333  9.91666667] ; [26.91666667 11.08333333],0
