Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s1,1,0.004187,8.200684,[  8 152] ; [2 4],[  9.63855422 150.36144578] ; [0.36144578 5.63855422],0
p4,1,0.055605,3.663854,[ 48 113] ; [4 2],[ 50.13173653 110.86826347] ; [1.86826347 4.13173653],0
s7,1,0.066199,3.374834,[ 36 115] ; [3 2],[ 37.75 113.25] ; [1.25 3.75],0
s5,1,0.068016,3.330264,[ 31 129] ; [3 3],[ 32.77108434 127.22891566] ; [1.22891566 4.77108434],0
b1,1,0.071828,3.240738,[74 87] ; [5 1],[76.16167665 84.83832335] ; [2.83832335 3.16167665],0
p7,1,0.079908,3.066772,[ 51 107] ; [4 2],[ 52.98780488 105.01219512] ; [2.01219512 3.98780488],0
s6,1,0.118911,2.431604,[72 89] ; [4 1],[73.71084337 87.28915663] ; [2.28915663 2.71084337],0
p1,1,0.169764,1.885027,[  7 152] ; [1 5],[  7.70909091 151.29090909] ; [0.29090909 5.70909091],0
s3,1,0.183217,1.771336,[62 95] ; [4 2],[63.57055215 93.42944785] ; [2.42944785 3.57055215],0
s8,1,0.195703,1.674152,[ 28 133] ; [2 3],[ 29.09638554 131.90361446] ; [0.90361446 4.09638554],0
a7,1,0.196908,1.66516,[95 64] ; [2 4],[93.47272727 65.52727273] ; [3.52727273 2.47272727],0
a6,1,0.228185,1.452141,[93 67] ; [2 4],[91.56626506 68.43373494] ; [3.43373494 2.56626506],0
a4,1,0.234646,1.412474,[65 94] ; [1 5],[63.6 95.4] ; [2.4 3.6],0
d4,1,0.238851,1.387364,[114  44] ; [3 3],[112.7195122  45.2804878] ; [4.2804878 1.7195122],0
n1,1,0.254249,1.299802,[22 42] ; [2 1],[22.92537313 41.07462687] ; [1.07462687 1.92537313],0
s2,1,0.267535,1.229345,[ 46 113] ; [3 3],[ 47.21818182 111.78181818] ; [1.78181818 4.21818182],0
p8,1,0.276249,1.185451,[ 32 128] ; [2 3],[ 32.96969697 127.03030303] ; [1.03030303 3.96969697],0
n2,1,0.371423,0.798897,[38 26] ; [1 2],[37.25373134 26.74626866] ; [1.74626866 1.25373134],0
n6,1,0.375794,0.784415,[96 63] ; [4 1],[96.95121951 62.04878049] ; [3.04878049 1.95121951],0
n3,1,0.398196,0.713767,[36 26] ; [1 2],[35.29230769 26.70769231] ; [1.70769231 1.29230769],0
r4,1,0.419257,0.652398,[109  52] ; [5 1],[109.90419162  51.09580838] ; [4.09580838 1.90419162],0
d2,1,0.477105,0.505474,[76 82] ; [2 4],[75.14634146 82.85365854] ; [2.85365854 3.14634146],0
r3,1,0.486612,0.484009,[125  34] ; [4 2],[124.30909091  34.69090909] ; [4.69090909 1.30909091],0
u3,1,0.504161,0.446166,[31 35] ; [2 1],[31.56521739 34.43478261] ; [1.43478261 1.56521739],0
a5,1,0.592844,0.285925,[98 63] ; [3 3],[97.37125749 63.62874251] ; [3.62874251 2.37125749],0
a3,1,0.619554,0.246495,[95 63] ; [3 3],[94.41463415 63.58536585] ; [3.58536585 2.41463415],0
d1,1,0.622236,0.242737,[70 91] ; [2 4],[69.41317365 91.58682635] ; [2.58682635 3.41317365],0
p9,1,0.668018,0.18393,[ 48 107] ; [2 3],[ 48.4375 106.5625] ; [1.5625 3.4375],0
a8,1,0.724948,0.123801,[ 17 126] ; [1 5],[ 17.27516779 125.72483221] ; [0.72483221 5.27516779],0
v3,1,0.752053,0.099814,[ 42 111] ; [2 4],[ 42.33962264 110.66037736] ; [1.66037736 4.33962264],0
d3,1,0.762036,0.091692,[90 70] ; [3 3],[89.63855422 70.36144578] ; [3.36144578 2.63855422],0
b4,1,0.774911,0.081771,[98 63] ; [4 2],[98.33532934 62.66467066] ; [3.66467066 2.33532934],0
p11,1,0.77512,0.081616,[71 90] ; [3 3],[71.34131737 89.65868263] ; [2.65868263 3.34131737],0
v4,1,0.78144,0.076975,[125  34] ; [5 1],[125.27272727  33.72727273] ; [4.72727273 1.27272727],0
p2,1,0.82199,0.050619,[88 73] ; [3 3],[87.73053892 73.26946108] ; [3.26946108 2.73053892],0
u2,1,0.825957,0.048352,[25 38] ; [1 2],[24.81818182 38.18181818] ; [1.18181818 1.81818182],0
v1,1,0.899564,0.015929,[ 57 102] ; [2 4],[ 56.85454545 102.14545455] ; [2.14545455 3.85454545],0
d5,1,0.913982,0.011668,[110  50] ; [4 2],[109.87951807  50.12048193] ; [4.12048193 1.87951807],0
r2,1,0.955701,0.003086,[133  25] ; [5 1],[132.95121951  25.04878049] ; [5.04878049 0.95121951],0
r1,1,0.974289,0.001039,[107  52] ; [4 2],[106.96363636  52.03636364] ; [4.03636364 1.96363636],0
