Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.009434,6.738763,[8 1] ; [3 7],[5.21052632 3.78947368] ; [5.78947368 4.21052632],0
p9,1,0.009434,6.738763,[8 1] ; [3 7],[5.21052632 3.78947368] ; [5.78947368 4.21052632],0
b4,1,0.027397,4.865608,[8 1] ; [4 6],[5.68421053 3.31578947] ; [6.31578947 3.68421053],0
p2,1,0.027397,4.865608,[8 1] ; [4 6],[5.68421053 3.31578947] ; [6.31578947 3.68421053],0
v2,1,0.037289,4.33716,[7 2] ; [3 7],[4.73684211 4.26315789] ; [5.26315789 4.73684211],0
n5,1,0.068628,3.315527,[8 1] ; [5 5],[6.15789474 2.84210526] ; [6.84210526 3.15789474],0
d5,1,0.095852,2.773232,[7 2] ; [4 6],[5.21052632 3.78947368] ; [5.78947368 4.21052632],0
d1,1,0.108664,2.573545,[5 4] ; [2 8],[3.31578947 5.68421053] ; [3.68421053 6.31578947],0
v3,1,0.210096,1.570767,[2 7] ; [5 5],[3.31578947 5.68421053] ; [3.68421053 6.31578947],0
r1,1,0.245084,1.351111,[3 6] ; [6 4],[4.26315789 4.73684211] ; [4.73684211 5.26315789],0
s5,1,0.256839,1.285714,[3 6] ; [1 8],[2. 7.] ; [2. 7.],0
u2,1,0.270289,1.215278,[1 2] ; [3 1],[1.71428571 1.28571429] ; [2.28571429 1.71428571],0
s3,1,0.313267,1.016852,[8 1] ; [7 3],[7.10526316 1.89473684] ; [7.89473684 2.10526316],0
s6,1,0.317311,1.0,[7 2] ; [5 4],[6. 3.] ; [6. 3.],0
d4,1,0.405187,0.692877,[7 2] ; [6 4],[6.15789474 2.84210526] ; [6.84210526 3.15789474],0
d2,1,0.497739,0.459753,[5 4] ; [4 6],[4.26315789 4.73684211] ; [4.73684211 5.26315789],0
b1,1,0.497739,0.459753,[4 5] ; [6 4],[4.73684211 4.26315789] ; [5.26315789 4.73684211],0
s8,1,0.509893,0.434286,[3 6] ; [2 8],[2.36842105 6.63157895] ; [2.63157895 7.36842105],0
p6,1,0.514584,0.424735,[4 5] ; [3 7],[3.31578947 5.68421053] ; [3.68421053 6.31578947],0
n6,1,0.598725,0.276923,[7 2] ; [6 3],[6.5 2.5] ; [6.5 2.5],0
r4,1,0.700668,0.147778,[2 7] ; [3 7],[2.36842105 6.63157895] ; [2.63157895 7.36842105],0
p8,1,0.737316,0.1125,[3 5] ; [3 7],[2.66666667 5.33333333] ; [3.33333333 6.66666667],0
a3,1,0.763573,0.090476,[6 3] ; [6 4],[5.68421053 3.31578947] ; [6.31578947 3.68421053],0
a5,1,0.763573,0.090476,[6 3] ; [6 4],[5.68421053 3.31578947] ; [6.31578947 3.68421053],0
p4,1,0.808655,0.058642,[4 5] ; [5 5],[4.26315789 4.73684211] ; [4.73684211 5.26315789],0
b5,1,0.808655,0.058642,[5 4] ; [5 5],[4.73684211 4.26315789] ; [5.26315789 4.73684211],0
a6,1,0.808655,0.058642,[4 5] ; [5 5],[4.26315789 4.73684211] ; [4.73684211 5.26315789],0
d3,1,0.808655,0.058642,[5 4] ; [5 5],[4.73684211 4.26315789] ; [5.26315789 4.73684211],0
a7,1,0.844674,0.038384,[4 5] ; [4 6],[3.78947368 5.21052632] ; [4.21052632 5.78947368],0
r2,1,0.844674,0.038384,[5 4] ; [6 4],[5.21052632 3.78947368] ; [5.78947368 4.21052632],0
v1,1,0.844674,0.038384,[4 5] ; [4 6],[3.78947368 5.21052632] ; [4.21052632 5.78947368],0
p3,1,0.844674,0.038384,[5 4] ; [6 4],[5.21052632 3.78947368] ; [5.78947368 4.21052632],0
p7,1,0.844674,0.038384,[4 5] ; [4 6],[3.78947368 5.21052632] ; [4.21052632 5.78947368],0
n4,1,0.875975,0.024359,[6 3] ; [7 3],[6.15789474 2.84210526] ; [6.84210526 3.15789474],0
b2,1,0.898195,0.016369,[2 5] ; [1 3],[1.90909091 5.09090909] ; [1.09090909 2.90909091],0
b3,1,0.898195,0.016369,[2 5] ; [1 3],[1.90909091 5.09090909] ; [1.09090909 2.90909091],0
s4,1,0.905565,0.014074,[2 7] ; [2 8],[1.89473684 7.10526316] ; [2.10526316 7.89473684],0
a4,1,0.905565,0.014074,[2 7] ; [2 8],[1.89473684 7.10526316] ; [2.10526316 7.89473684],0
a8,1,0.937193,0.006209,[1 8] ; [1 9],[0.94736842 8.05263158] ; [1.05263158 8.94736842],0
a2,1,0.937193,0.006209,[1 8] ; [1 9],[0.94736842 8.05263158] ; [1.05263158 8.94736842],0
s7,1,0.949375,0.004031,[4 5] ; [3 4],[3.9375 5.0625] ; [3.0625 3.9375],0
