Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,99.563532,[251   7] ; [18 20],[234.46621622  23.53378378] ; [34.53378378  3.46621622],1
s5,1,0.000375,12.655212,[115 130] ; [ 5 29],[105.37634409 139.62365591] ; [14.62365591 19.37634409],1
a5,1,0.000391,12.577024,[204  54] ; [20 18],[195.24324324  62.75675676] ; [28.75675676  9.24324324],1
p4,1,0.000606,11.758804,[221  37] ; [24 14],[213.5472973  44.4527027] ; [31.4527027  6.5472973],1
p3,1,0.000763,11.329525,[180  78] ; [16 22],[170.83783784  87.16216216] ; [25.16216216 12.83783784],1
p7,1,0.000889,11.045311,[224  29] ; [26 12],[217.35395189  35.64604811] ; [32.64604811  5.35395189],1
s6,1,0.000923,10.976414,[188  60] ; [19 19],[179.4965035  68.5034965] ; [27.5034965 10.4965035],1
n6,1,0.001063,10.713886,[234  22] ; [28 10],[228.13605442  27.86394558] ; [33.86394558  4.13605442],0
v1,1,0.001829,9.714006,[164  90] ; [14 23],[155.36769759  98.63230241] ; [22.63230241 14.36769759],0
r4,1,0.002759,8.960486,[241  17] ; [30  8],[236.20945946  21.79054054] ; [34.79054054  3.20945946],0
n5,1,0.005197,7.809693,[217  40] ; [25 13],[210.82711864  46.17288136] ; [31.17288136  6.82711864],0
a3,1,0.009942,6.645255,[198  58] ; [22 16],[191.56462585  64.43537415] ; [28.43537415  9.56462585],0
p11,1,0.015053,5.910275,[218  40] ; [26 12],[212.67567568  45.32432432] ; [31.32432432  6.67567568],0
d5,1,0.019474,5.458409,[220  36] ; [27 11],[215.07482993  40.92517007] ; [31.92517007  6.07482993],0
v3,1,0.022996,5.168816,[111 141] ; [ 9 28],[104.6366782 147.3633218] ; [15.3633218 21.6366782],0
b5,1,0.026116,4.948341,[148 110] ; [29  9],[154.27702703 103.72297297] ; [22.72297297 15.27702703],0
s8,1,0.028564,4.793699,[150 107] ; [15 23],[143.74576271 113.25423729] ; [21.25423729 16.74576271],0
d4,1,0.03455,4.467254,[223  34] ; [28 10],[218.66779661  38.33220339] ; [32.33220339  5.66779661],0
d1,1,0.044978,4.01948,[172  86] ; [19 19],[166.47972973  91.52027027] ; [24.52027027 13.47972973],0
p5,1,0.051625,3.787871,[ 55 203] ; [ 3 35],[ 50.55405405 207.44594595] ; [ 7.44594595 30.55405405],0
p8,1,0.059791,3.543185,[187  70] ; [22 16],[182.0779661  74.9220339] ; [26.9220339 11.0779661],0
r2,1,0.066812,3.359656,[245  10] ; [33  4],[242.7739726  12.2260274] ; [35.2260274  1.7739726],0
r1,1,0.069132,3.303508,[214  43] ; [27 11],[209.9559322  47.0440678] ; [31.0440678  6.9559322],0
n4,1,0.101646,2.679529,[223  35] ; [29  9],[219.64864865  38.35135135] ; [32.35135135  5.64864865],0
a2,1,0.144751,2.126715,[ 77 181] ; [ 7 31],[ 73.21621622 184.78378378] ; [10.78378378 27.21621622],0
s2,1,0.174336,1.845256,[157  98] ; [19 19],[153.17406143 101.82593857] ; [22.82593857 15.17406143],0
r3,1,0.205268,1.60449,[246   9] ; [35  3],[244.55631399  10.44368601] ; [36.44368601  1.55631399],0
b1,1,0.277884,1.177411,[105 153] ; [19 19],[108.08108108 149.91891892] ; [15.91891892 22.08108108],0
s1,1,0.353713,0.860093,[  7 251] ; [ 2 34],[  7.89795918 250.10204082] ; [ 1.10204082 34.89795918],0
d3,1,0.357738,0.84582,[193  63] ; [26 12],[190.69387755  65.30612245] ; [28.30612245  9.69387755],0
u4,1,0.395563,0.721772,[  7 250] ; [ 2 36],[  7.84067797 249.15932203] ; [ 1.15932203 36.84067797],0
u3,1,0.398822,0.711876,[37 23] ; [8 8],[35.52631579 24.47368421] ; [9.47368421 6.52631579],0
s7,1,0.399543,0.709703,[154  91] ; [20 16],[151.70818505  93.29181495] ; [22.29181495 13.70818505],0
a4,1,0.407081,0.68731,[134 124] ; [17 21],[131.61486486 126.38513514] ; [19.38513514 18.61486486],0
n3,1,0.433775,0.612695,[32 14] ; [12  3],[33.18032787 12.81967213] ; [10.81967213  4.18032787],0
v2,1,0.453973,0.560712,[150 104] ; [20 18],[147.87671233 106.12328767] ; [22.12328767 15.87671233],0
b4,1,0.521455,0.411014,[150 108] ; [20 18],[148.17567568 109.82432432] ; [21.82432432 16.17567568],0
n1,1,0.524858,0.404337,[19 28] ; [7 7],[20.03278689 26.96721311] ; [5.96721311 8.03278689],0
a6,1,0.646126,0.210819,[172  85] ; [24 14],[170.75254237  86.24745763] ; [25.24745763 12.75254237],0
u1,1,0.650068,0.205814,[ 63 195] ; [ 8 30],[ 61.88513514 196.11486486] ; [ 9.11486486 28.88513514],0
d2,1,0.654762,0.199949,[139 119] ; [19 19],[137.71621622 120.28378378] ; [20.28378378 17.71621622],0
p1,1,0.667034,0.185091,[ 34 223] ; [ 6 32],[ 34.84745763 222.15254237] ; [ 5.15254237 32.84745763],0
v4,1,0.69323,0.155611,[246  10] ; [36  2],[245.55102041  10.44897959] ; [36.44897959  1.55102041],0
u2,1,0.693689,0.155121,[37 23] ; [9 7],[36.31578947 23.68421053] ; [9.68421053 6.31578947],0
n2,1,0.70107,0.147361,[32 15] ; [11  4],[32.59677419 14.40322581] ; [10.40322581  4.59677419],0
a8,1,0.706739,0.141556,[ 33 198] ; [ 6 30],[ 33.74157303 197.25842697] ; [ 5.25842697 30.74157303],0
s4,1,0.808926,0.058473,[ 52 200] ; [ 7 30],[ 51.44636678 200.55363322] ; [ 7.55363322 29.44636678],0
b2,1,0.893656,0.01787,[76 88] ; [11 12],[76.29946524 87.70053476] ; [10.70053476 12.29946524],0
b3,1,0.893656,0.01787,[76 88] ; [11 12],[76.29946524 87.70053476] ; [10.70053476 12.29946524],0
a7,1,0.902834,0.014904,[191  65] ; [28 10],[190.69387755  65.30612245] ; [28.30612245  9.69387755],0
a1,1,0.907355,0.013543,[ 19 239] ; [ 3 35],[ 19.17567568 238.82432432] ; [ 2.82432432 35.17567568],0
s3,1,0.938871,0.005881,[156  99] ; [23 15],[155.78498294  99.21501706] ; [23.21501706 14.78498294],0
