Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s2,1,0.000126,14.70092,[18  4] ; [1 9],[13.0625  8.9375] ; [5.9375 4.0625],1
r1,1,0.011354,6.409127,[15  7] ; [2 8],[11.6875 10.3125] ; [5.3125 4.6875],0
a6,1,0.03998,4.218752,[13  9] ; [2 8],[10.3125 11.6875] ; [4.6875 5.3125],0
r3,1,0.063515,3.443127,[18  4] ; [5 5],[15.8125  6.1875] ; [7.1875 2.8125],0
d4,1,0.063515,3.443127,[18  4] ; [5 5],[15.8125  6.1875] ; [7.1875 2.8125],0
s6,1,0.063515,3.443127,[18  4] ; [5 5],[15.8125  6.1875] ; [7.1875 2.8125],0
p3,1,0.067865,3.333911,[12 10] ; [2 8],[ 9.625 12.375] ; [4.375 5.625],0
p9,1,0.107184,2.595262,[ 8 13] ; [1 9],[ 6.09677419 14.90322581] ; [2.90322581 7.09677419],0
r2,1,0.108809,2.571429,[19  2] ; [6 3],[17.5  3.5] ; [7.5 1.5],0
v2,1,0.124178,2.363812,[ 8 14] ; [1 9],[ 6.1875 15.8125] ; [2.8125 7.1875],0
a5,1,0.127124,2.327273,[13  9] ; [3 7],[11. 11.] ; [5. 5.],0
s5,1,0.148808,2.084423,[ 9 10] ; [2 8],[ 7.20689655 11.79310345] ; [3.79310345 6.20689655],0
p7,1,0.16801,1.900606,[10 12] ; [2 8],[ 8.25 13.75] ; [3.75 6.25],0
p6,1,0.186449,1.745455,[ 7 15] ; [1 9],[ 5.5 16.5] ; [2.5 7.5],0
p4,1,0.197156,1.663316,[12 10] ; [3 7],[10.3125 11.6875] ; [4.6875 5.3125],0
r4,1,0.209601,1.574183,[16  6] ; [5 5],[14.4375  7.5625] ; [6.5625 3.4375],0
n3,1,0.210075,1.570909,[8 2] ; [3 3],[6.875 3.125] ; [4.125 1.875],0
n2,1,0.210075,1.570909,[8 2] ; [3 3],[6.875 3.125] ; [4.125 1.875],0
a3,1,0.211555,1.56075,[14  8] ; [4 6],[12.375  9.625] ; [5.625 4.375],0
v4,1,0.271651,1.208392,[19  3] ; [7 3],[17.875  4.125] ; [8.125 1.875],0
b1,1,0.315814,1.006203,[13  9] ; [4 6],[11.6875 10.3125] ; [5.3125 4.6875],0
p2,1,0.324756,0.969697,[15  7] ; [5 5],[13.75  8.25] ; [6.25 3.75],0
u3,1,0.333998,0.933333,[6 2] ; [3 3],[5.14285714 2.85714286] ; [3.85714286 2.14285714],0
b2,1,0.348723,0.878099,[3 8] ; [3 3],[3.88235294 7.11764706] ; [2.11764706 3.88235294],0
b3,1,0.348723,0.878099,[3 8] ; [3 3],[3.88235294 7.11764706] ; [2.11764706 3.88235294],0
n5,1,0.409328,0.680751,[12 10] ; [7 3],[13.0625  8.9375] ; [5.9375 4.0625],0
a7,1,0.466608,0.529996,[14  8] ; [5 5],[13.0625  8.9375] ; [5.9375 4.0625],0
d3,1,0.466608,0.529996,[14  8] ; [5 5],[13.0625  8.9375] ; [5.9375 4.0625],0
d5,1,0.471548,0.518347,[16  6] ; [6 4],[15.125  6.875] ; [6.875 3.125],0
p11,1,0.554628,0.349091,[ 9 13] ; [3 7],[ 8.25 13.75] ; [3.75 6.25],0
b5,1,0.6515,0.204014,[15  7] ; [6 4],[14.4375  7.5625] ; [6.5625 3.4375],0
v1,1,0.659658,0.193939,[ 6 16] ; [2 8],[ 5.5 16.5] ; [2.5 7.5],0
d1,1,0.725359,0.123416,[ 8 14] ; [3 7],[ 7.5625 14.4375] ; [3.4375 6.5625],0
a4,1,0.773117,0.083117,[10 12] ; [4 6],[ 9.625 12.375] ; [4.375 5.625],0
n1,1,0.789726,0.071111,[4 6] ; [2 4],[3.75 6.25] ; [2.25 3.75],0
n4,1,0.811235,0.057041,[12 10] ; [5 5],[11.6875 10.3125] ; [5.3125 4.6875],0
n6,1,0.843869,0.038788,[14  8] ; [6 4],[13.75  8.25] ; [6.25 3.75],0
u2,1,0.872081,0.025926,[3 5] ; [2 4],[2.85714286 5.14285714] ; [2.14285714 3.85714286],0
s1,1,0.934824,0.006688,[ 2 20] ; [1 9],[ 2.0625 19.9375] ; [0.9375 9.0625],0
d2,1,0.961291,0.002356,[ 9 13] ; [4 6],[ 8.9375 13.0625] ; [4.0625 5.9375],0
b4,1,0.961291,0.002356,[13  9] ; [6 4],[13.0625  8.9375] ; [5.9375 4.0625],0
