Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1e-06,24.839965,[19 91] ; [14  6],[27.92307692 82.07692308] ; [ 5.07692308 14.92307692],1
p6,1,0.109969,2.554668,[ 10 103] ; [ 4 15],[ 11.98484848 101.01515152] ; [ 2.01515152 16.98484848],0
p10,1,0.622739,0.242037,[51 60] ; [ 8 12],[49.99236641 61.00763359] ; [ 9.00763359 10.99236641],0
p11,1,0.82796,0.047227,[54 60] ; [10 10],[54.44776119 59.55223881] ; [ 9.55223881 10.44776119],0
b1,1,0.88487,0.020967,[59 55] ; [10 10],[58.70149254 55.29850746] ; [10.29850746  9.70149254],0
