Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,0.0,37.090436,[173  65] ; [61 86],[144.65454545  93.34545455] ; [89.34545455 57.65454545],1
v3,1,0.0,26.115449,[135 102] ; [ 44 102],[110.76501305 126.23498695] ; [68.23498695 77.76501305],1
n5,1,4.1e-05,16.822997,[208  33] ; [103  46],[192.18205128  48.81794872] ; [118.81794872  30.18205128],1
d5,1,0.001563,10.002692,[217  25] ; [117  33],[206.19387755  35.80612245] ; [127.80612245  22.19387755],0
n2,1,0.008058,7.020499,[25  4] ; [17 14],[20.3  8.7] ; [21.7  9.3],0
d1,1,0.009478,6.730372,[166  77] ; [83 67],[153.96183206  89.03816794] ; [95.03816794 54.96183206],0
b5,1,0.012665,6.21534,[151  92] ; [74 76],[139.1221374 103.8778626] ; [85.8778626 64.1221374],0
a3,1,0.013023,6.165948,[195  46] ; [105  45],[184.91048593  56.08951407] ; [115.08951407  34.91048593],0
p10,1,0.013823,6.060575,[218  23] ; [122  27],[210.1025641  30.8974359] ; [129.8974359  19.1025641],0
d4,1,0.0203,5.385953,[213  29] ; [119  31],[204.95918367  37.04081633] ; [127.04081633  22.95918367],0
r2,1,0.039029,4.259607,[234   7] ; [137  11],[229.84832905  11.15167095] ; [141.15167095   6.84832905],0
n1,1,0.040132,4.212299,[16 13] ; [ 9 22],[12.08333333 16.91666667] ; [12.91666667 18.08333333],0
r4,1,0.046506,3.963187,[229  14] ; [133  17],[223.83206107  19.16793893] ; [138.16793893  11.83206107],0
s8,1,0.053546,3.726787,[135 106] ; [68 80],[125.76606684 115.23393316] ; [77.23393316 70.76606684],0
p12,1,0.073011,3.213987,[ 32 210] ; [ 11 138],[ 26.61381074 215.38618926] ; [ 16.38618926 132.61381074],0
p9,1,0.081275,3.039213,[224  18] ; [130  19],[219.09974425  22.90025575] ; [134.90025575  14.09974425],0
n4,1,0.086876,2.931327,[208  34] ; [119  31],[201.87244898  40.12755102] ; [125.12755102  24.87244898],0
s3,1,0.0947,2.792604,[134 107] ; [95 53],[141.87403599  99.12596401] ; [87.12596401 60.87403599],0
a5,1,0.132509,2.262867,[197  46] ; [112  38],[191.0610687  51.9389313] ; [117.9389313  32.0610687],0
a2,1,0.141992,2.156242,[ 75 168] ; [ 36 114],[ 68.63358779 174.36641221] ; [ 42.36641221 107.63358779],0
a7,1,0.144209,2.132459,[184  58] ; [104  46],[177.79591837  64.20408163] ; [110.20408163  39.79591837],0
b2,1,0.158086,1.992439,[68 90] ; [32 62],[62.6984127 95.3015873] ; [37.3015873 56.6984127],0
b3,1,0.158086,1.992439,[68 90] ; [32 62],[62.6984127 95.3015873] ; [37.3015873 56.6984127],0
s4,1,0.158987,1.983836,[ 38 202] ; [ 32 117],[ 43.18766067 196.81233933] ; [ 26.81233933 122.18766067],0
d3,1,0.164149,1.935579,[181  62] ; [102  48],[174.98473282  68.01526718] ; [108.01526718  41.98473282],0
n6,1,0.186848,1.742294,[215  26] ; [127  23],[210.79795396  30.20204604] ; [131.20204604  18.79795396],0
r3,1,0.189662,1.720244,[235   8] ; [139   9],[232.43478261  10.56521739] ; [141.56521739   6.43478261],0
a8,1,0.202507,1.624203,[ 32 184] ; [ 14 124],[ 28.06779661 187.93220339] ; [ 17.93220339 120.06779661],0
p7,1,0.211559,1.560729,[197  44] ; [114  35],[192.18205128  48.81794872] ; [118.81794872  30.18205128],0
p8,1,0.244531,1.35428,[172  69] ; [98 51],[166.84615385  74.15384615] ; [103.15384615  45.84615385],0
a4,1,0.24769,1.336287,[121 121] ; [66 84],[115.44387755 126.55612245] ; [71.55612245 78.44387755],0
v4,1,0.346624,0.885779,[236   7] ; [142   7],[234.32142857   8.67857143] ; [143.67857143   5.32142857],0
u1,1,0.358164,0.84432,[ 60 183] ; [ 31 119],[ 56.26717557 186.73282443] ; [ 34.73282443 115.26717557],0
d2,1,0.377646,0.778351,[131 112] ; [74 76],[126.75572519 116.24427481] ; [78.24427481 71.75572519],0
r1,1,0.38465,0.755789,[201  42] ; [118  31],[197.74744898  45.25255102] ; [121.25255102  27.74744898],0
s7,1,0.393655,0.727622,[138  90] ; [79 62],[134.08130081  93.91869919] ; [82.91869919 58.08130081],0
s5,1,0.394026,0.726482,[100 133] ; [55 88],[ 96.05053191 136.94946809] ; [58.94946809 84.05053191],0
u3,1,0.44586,0.581154,[31 17] ; [25 19],[29.2173913 18.7826087] ; [26.7826087 17.2173913],0
p5,1,0.487759,0.481466,[ 49 194] ; [ 26 124],[ 46.3740458 196.6259542] ; [ 28.6259542 121.3740458],0
p6,1,0.493836,0.468157,[123 114] ; [72 77],[119.72797927 117.27202073] ; [75.27202073 73.72797927],0
p11,1,0.502686,0.449262,[204  39] ; [122  28],[201.57251908  41.42748092] ; [124.42748092  25.57251908],0
a6,1,0.552037,0.353681,[173  69] ; [103  47],[170.3877551  71.6122449] ; [105.6122449  44.3877551],0
p1,1,0.560765,0.338381,[ 29 213] ; [ 21 129],[ 30.86734694 211.13265306] ; [ 19.13265306 130.86734694],0
u2,1,0.585934,0.296739,[25 21] ; [27 18],[26.28571429 19.71428571] ; [25.71428571 19.28571429],0
b4,1,0.61262,0.256377,[144  99] ; [85 65],[141.59541985 101.40458015] ; [87.40458015 62.59541985],0
s6,1,0.630198,0.231792,[174  64] ; [102  42],[171.95811518  66.04188482] ; [104.04188482  39.95811518],0
n3,1,0.63958,0.219291,[23  6] ; [23  8],[22.23333333  6.76666667] ; [23.76666667  7.23333333],0
b1,1,0.692714,0.156163,[107 136] ; [63 87],[105.11450382 137.88549618] ; [64.88549618 85.11450382],0
s2,1,0.703182,0.145183,[132 108] ; [79 70],[130.17994859 109.82005141] ; [80.82005141 68.17994859],0
p4,1,0.821091,0.05114,[202  41] ; [126  24],[202.80916031  40.19083969] ; [125.19083969  24.80916031],0
a1,1,0.857704,0.032148,[ 14 229] ; [  8 142],[ 13.60305344 229.39694656] ; [  8.39694656 141.60305344],0
s1,1,0.914128,0.011628,[  6 235] ; [  4 146],[  6.16368286 234.83631714] ; [  3.83631714 146.16368286],0
