Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,8e-06,19.930872,[48 24] ; [75  4],[58.64900662 13.35099338] ; [64.35099338 14.64900662],1
a6,1,0.424563,0.637651,[50 22] ; [50 29],[47.68211921 24.31788079] ; [52.31788079 26.68211921],0
d3,1,0.449532,0.57183,[45 27] ; [54 25],[47.20529801 24.79470199] ; [51.79470199 27.20529801],0
a5,1,0.4612,0.542981,[54 18] ; [55 24],[51.97350993 20.02649007] ; [57.02649007 21.97350993],0
p12,1,0.471341,0.518831,[ 5 67] ; [ 8 70],[ 6.24 65.76] ; [ 6.76 71.24],0
r1,1,0.472385,0.516391,[59 13] ; [61 18],[57.21854305 14.78145695] ; [62.78145695 16.21854305],0
b4,1,0.523131,0.407716,[42 30] ; [42 37],[40.05298013 31.94701987] ; [43.94701987 35.05298013],0
s4,1,0.544686,0.366924,[15 56] ; [20 59],[16.56666667 54.43333333] ; [18.43333333 60.56666667],0
v4,1,0.553504,0.351076,[69  3] ; [74  5],[68.18543046  3.81456954] ; [74.81456954  4.18543046],0
s2,1,0.555149,0.348174,[45 27] ; [53 26],[46.72847682 25.27152318] ; [51.27152318 27.72847682],0
a1,1,0.574914,0.314529,[ 3 69] ; [ 2 77],[ 2.38410596 69.61589404] ; [ 2.61589404 76.38410596],0
b1,1,0.624763,0.239229,[32 40] ; [32 47],[30.51655629 41.48344371] ; [33.48344371 45.51655629],0
n3,1,0.632829,0.228244,[19  7] ; [14  7],[18.25531915  7.74468085] ; [14.74468085  6.25531915],0
n1,1,0.640787,0.217715,[10 15] ; [ 7 14],[ 9.23913043 15.76086957] ; [ 7.76086957 13.23913043],0
d2,1,0.64101,0.217424,[41 31] ; [42 37],[39.57615894 32.42384106] ; [43.42384106 35.57615894],0
s5,1,0.64331,0.214439,[22 47] ; [27 49],[23.31724138 45.68275862] ; [25.68275862 50.31724138],0
n4,1,0.65583,0.198629,[56 16] ; [59 20],[54.83443709 17.16556291] ; [60.16556291 18.83443709],0
r2,1,0.665115,0.18737,[66  5] ; [71  7],[65.28187919  5.71812081] ; [71.71812081  6.28187919],0
s7,1,0.764459,0.089779,[50 19] ; [56 19],[50.79166667 18.20833333] ; [55.20833333 19.79166667],0
d4,1,0.785557,0.07403,[58 14] ; [65 14],[58.64900662 13.35099338] ; [64.35099338 14.64900662],0
d1,1,0.799192,0.064716,[47 25] ; [50 29],[46.25165563 25.74834437] ; [50.74834437 28.25165563],0
r4,1,0.855349,0.033232,[65  7] ; [72  7],[65.32450331  6.67549669] ; [71.67549669  7.32450331],0
v2,1,0.86259,0.029956,[31 37] ; [34 43],[30.48275862 37.51724138] ; [34.51724138 42.48275862],0
u2,1,0.864079,0.029304,[10  5] ; [16  9],[9.75 5.25] ; [16.25  8.75],0
r3,1,0.879291,0.023064,[67  5] ; [74  5],[67.23178808  4.76821192] ; [73.76821192  5.23178808],0
n2,1,0.940115,0.005644,[17 10] ; [13  8],[16.875 10.125] ; [13.125  7.875],0
u4,1,0.947323,0.004365,[ 1 71] ; [ 1 78],[ 0.95364238 71.04635762] ; [ 1.04635762 77.95364238],0
n5,1,0.965139,0.00191,[51 20] ; [57 22],[51.12 19.88] ; [56.88 22.12],0
p10,1,0.97221,0.001214,[60 12] ; [66 13],[60.0794702 11.9205298] ; [65.9205298 13.0794702],0
n6,1,0.995024,3.9e-05,[62 10] ; [68 11],[61.98675497 10.01324503] ; [68.01324503 10.98675497],0
