Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
b4,1,0.048181,3.903673,[55 52] ; [7 1],[57.68695652 49.31304348] ; [4.31304348 3.68695652],0
s2,1,0.078605,3.093509,[47 59] ; [1 7],[44.63157895 61.36842105] ; [3.36842105 4.63157895],0
u1,1,0.089751,2.878838,[ 8 99] ; [2 6],[ 9.30434783 97.69565217] ; [0.69565217 7.30434783],0
a2,1,0.097647,2.743556,[16 91] ; [3 5],[17.67826087 89.32173913] ; [1.32173913 6.67826087],0
s8,1,0.100255,2.701484,[36 71] ; [5 3],[38.14782609 68.85217391] ; [2.85217391 5.14782609],0
p7,1,0.101193,2.686637,[55 47] ; [6 1],[57.08256881 44.91743119] ; [3.91743119 3.08256881],0
p4,1,0.109932,2.555192,[48 57] ; [6 2],[50.17699115 54.82300885] ; [3.82300885 4.17699115],0
b1,1,0.135782,2.225117,[51 56] ; [6 2],[53.03478261 53.96521739] ; [3.96521739 4.03478261],0
d3,1,0.174261,1.845903,[67 38] ; [7 1],[68.76106195 36.23893805] ; [5.23893805 2.76106195],0
r3,1,0.250066,1.322936,[95 12] ; [6 2],[93.97391304 13.02608696] ; [7.02608696 0.97391304],0
b5,1,0.253071,1.306273,[73 34] ; [7 1],[74.43478261 32.56521739] ; [5.56521739 2.43478261],0
a6,1,0.299713,1.075472,[72 34] ; [4 4],[70.66666667 35.33333333] ; [5.33333333 2.66666667],0
s5,1,0.308729,1.036104,[22 79] ; [3 5],[23.16513761 77.83486239] ; [1.83486239 6.16513761],0
d2,1,0.328948,0.953033,[35 71] ; [4 4],[36.26315789 69.73684211] ; [2.73684211 5.26315789],0
d5,1,0.33275,0.938164,[76 30] ; [7 1],[77.1754386 28.8245614] ; [5.8245614 2.1754386],0
a4,1,0.348825,0.877726,[36 71] ; [4 4],[37.2173913 69.7826087] ; [2.7826087 5.2173913],0
b2,1,0.358298,0.843849,[15 42] ; [3 4],[16.03125 40.96875] ; [1.96875 5.03125],0
b3,1,0.358298,0.843849,[15 42] ; [3 4],[16.03125 40.96875] ; [1.96875 5.03125],0
n1,1,0.372898,0.793985,[12 18] ; [2 1],[12.72727273 17.27272727] ; [1.27272727 1.72727273],0
v2,1,0.3824,0.762971,[46 53] ; [5 3],[47.18691589 51.81308411] ; [3.81308411 4.18691589],0
v1,1,0.385835,0.752029,[48 55] ; [5 3],[49.18018018 53.81981982] ; [3.81981982 4.18018018],0
s3,1,0.387463,0.74689,[56 49] ; [3 5],[54.82300885 50.17699115] ; [4.17699115 3.82300885],0
d1,1,0.389035,0.741955,[50 57] ; [5 3],[51.17391304 55.82608696] ; [3.82608696 4.17391304],0
r4,1,0.406902,0.687835,[81 26] ; [5 3],[80.0173913 26.9826087] ; [5.9826087 2.0173913],0
n5,1,0.416944,0.658914,[50 55] ; [5 3],[51.10619469 53.89380531] ; [3.89380531 4.10619469],0
a5,1,0.423683,0.640078,[65 42] ; [6 2],[66.06086957 40.93913043] ; [4.93913043 3.06086957],0
s7,1,0.439445,0.597731,[37 65] ; [4 4],[38.01818182 63.98181818] ; [2.98181818 5.01818182],0
p3,1,0.492027,0.47209,[40 66] ; [4 4],[40.9122807 65.0877193] ; [3.0877193 4.9122807],0
d4,1,0.503828,0.446865,[82 24] ; [7 1],[82.75438596 23.24561404] ; [6.24561404 1.75438596],0
p10,1,0.503828,0.446865,[82 24] ; [7 1],[82.75438596 23.24561404] ; [6.24561404 1.75438596],0
p2,1,0.506731,0.440812,[79 27] ; [6 1],[79.73451327 26.26548673] ; [5.26548673 1.73451327],0
v3,1,0.535618,0.383722,[27 72] ; [3 5],[27.75700935 71.24299065] ; [2.24299065 5.75700935],0
a7,1,0.610148,0.25996,[76 31] ; [5 3],[75.36521739 31.63478261] ; [5.63478261 2.36521739],0
p8,1,0.616733,0.250487,[43 62] ; [4 4],[43.67256637 61.32743363] ; [3.32743363 4.67256637],0
p11,1,0.690162,0.15891,[73 34] ; [6 2],[73.50434783 33.49565217] ; [5.49565217 2.50434783],0
r1,1,0.708675,0.139604,[73 33] ; [5 3],[72.52631579 33.47368421] ; [5.47368421 2.52631579],0
s6,1,0.723626,0.125045,[60 47] ; [5 3],[60.47826087 46.52173913] ; [4.52173913 3.47826087],0
s4,1,0.7992,0.064711,[17 90] ; [1 7],[16.74782609 90.25217391] ; [1.25217391 6.74782609],0
n3,1,0.804748,0.061111,[22  8] ; [2 1],[21.81818182  8.18181818] ; [2.18181818 0.81818182],0
a3,1,0.824181,0.04936,[71 36] ; [5 3],[70.71304348 36.28695652] ; [5.28695652 2.71304348],0
p6,1,0.833202,0.044351,[26 78] ; [2 5],[26.23423423 77.76576577] ; [1.76576577 5.23423423],0
v4,1,0.850374,0.035585,[95 11] ; [7 1],[94.84210526 11.15789474] ; [7.15789474 0.84210526],0
n4,1,0.939006,0.005855,[55 52] ; [4 4],[54.89565217 52.10434783] ; [4.10434783 3.89565217],0
