Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p2,1,0.000213,13.70871,[2 5] ; [48  7],[5.64516129 1.35483871] ; [44.35483871 10.64516129],1
r4,1,0.000676,11.55463,[3 4] ; [50  5],[5.98387097 1.01612903] ; [47.01612903  7.98387097],1
r3,1,0.001619,9.938404,[4 3] ; [52  3],[6.32258065 0.67741935] ; [49.67741935  5.32258065],0
p11,1,0.006712,7.348462,[1 6] ; [37 18],[4.29032258 2.70967742] ; [33.70967742 21.29032258],0
a8,1,0.017144,5.681563,[2 5] ; [ 2 48],[0.49122807 6.50877193] ; [ 3.50877193 46.49122807],0
r1,1,0.022229,5.227787,[3 4] ; [44 10],[5.39344262 1.60655738] ; [41.60655738 12.39344262],0
a7,1,0.034831,4.453459,[2 5] ; [38 17],[4.51612903 2.48387097] ; [35.48387097 19.51612903],0
p10,1,0.034831,4.453459,[2 5] ; [38 17],[4.51612903 2.48387097] ; [35.48387097 19.51612903],0
r2,1,0.072624,3.222696,[5 2] ; [51  4],[6.32258065 0.67741935] ; [49.67741935  5.32258065],0
p9,1,0.08192,3.026394,[3 4] ; [41 14],[4.96774194 2.03225806] ; [39.03225806 15.96774194],0
s3,1,0.115484,2.477522,[6 1] ; [30 25],[4.06451613 2.93548387] ; [31.93548387 23.06451613],0
p7,1,0.144574,2.128584,[3 4] ; [38 16],[4.70491803 2.29508197] ; [36.29508197 17.70491803],0
s8,1,0.158967,1.984028,[1 6] ; [23 32],[2.70967742 4.29032258] ; [21.29032258 33.70967742],0
b3,1,0.16046,1.969882,[3 2] ; [10 25],[1.625 3.375] ; [11.375 23.625],0
b2,1,0.16046,1.969882,[3 2] ; [10 25],[1.625 3.375] ; [11.375 23.625],0
a6,1,0.167189,1.907966,[3 4] ; [38 17],[4.62903226 2.37096774] ; [36.37096774 18.62903226],0
p8,1,0.195258,1.677489,[2 5] ; [30 25],[3.61290323 3.38709677] ; [28.38709677 26.61290323],0
v1,1,0.246373,1.343756,[2 5] ; [28 26],[3.44262295 3.55737705] ; [26.55737705 27.44262295],0
p1,1,0.262364,1.256239,[2 5] ; [ 7 48],[1.01612903 5.98387097] ; [ 7.98387097 47.01612903],0
s7,1,0.264616,1.244444,[1 5] ; [20 30],[2.25 3.75] ; [18.75 31.25],0
d5,1,0.273689,1.198165,[4 3] ; [42 13],[5.19354839 1.80645161] ; [40.80645161 14.19354839],0
d3,1,0.287754,1.130098,[3 4] ; [35 20],[4.29032258 2.70967742] ; [33.70967742 21.29032258],0
b5,1,0.335446,0.927759,[3 4] ; [34 21],[4.17741935 2.82258065] ; [32.82258065 22.17741935],0
n1,1,0.347153,0.883838,[2 1] ; [4 7],[1.28571429 1.71428571] ; [4.71428571 6.28571429],0
s5,1,0.351694,0.867335,[1 6] ; [16 35],[2.05172414 4.94827586] ; [14.94827586 36.05172414],0
a5,1,0.459543,0.547007,[6 1] ; [40 15],[5.19354839 1.80645161] ; [40.80645161 14.19354839],0
d2,1,0.498839,0.457405,[4 3] ; [24 31],[3.16129032 3.83870968] ; [24.83870968 30.16129032],0
a3,1,0.524178,0.405665,[4 3] ; [38 17],[4.74193548 2.25806452] ; [37.25806452 17.74193548],0
n5,1,0.546358,0.363882,[3 4] ; [17 37],[2.29508197 4.70491803] ; [17.70491803 36.29508197],0
n2,1,0.57077,0.321396,[2 1] ; [9 2],[2.35714286 0.64285714] ; [8.64285714 2.35714286],0
b1,1,0.620064,0.245777,[5 2] ; [34 21],[4.40322581 2.59677419] ; [34.59677419 20.40322581],0
p6,1,0.642845,0.215041,[3 4] ; [18 35],[2.45 4.55] ; [18.55 34.45],0
v2,1,0.686897,0.162465,[3 4] ; [26 25],[3.5 3.5] ; [25.5 25.5],0
a2,1,0.718531,0.129905,[1 6] ; [11 44],[1.35483871 5.64516129] ; [10.64516129 44.35483871],0
d4,1,0.718531,0.129905,[6 1] ; [44 11],[5.64516129 1.35483871] ; [44.35483871 10.64516129],0
d1,1,0.75592,0.096623,[4 3] ; [28 27],[3.61290323 3.38709677] ; [28.38709677 26.61290323],0
u2,1,0.763573,0.090476,[2 1] ; [12  4],[2.21052632 0.78947368] ; [11.78947368  4.21052632],0
s4,1,0.77399,0.082461,[2 5] ; [13 42],[1.69354839 5.30645161] ; [13.30645161 41.69354839],0
s6,1,0.810959,0.057211,[4 3] ; [34 21],[4.29032258 2.70967742] ; [33.70967742 21.29032258],0
p4,1,0.810959,0.057211,[4 3] ; [34 21],[4.29032258 2.70967742] ; [33.70967742 21.29032258],0
a4,1,0.810959,0.057211,[3 4] ; [21 34],[2.70967742 4.29032258] ; [21.29032258 33.70967742],0
b4,1,0.825462,0.048631,[4 3] ; [29 26],[3.72580645 3.27419355] ; [29.27419355 25.72580645],0
v3,1,0.842567,0.039446,[2 4] ; [15 36],[1.78947368 4.21052632] ; [15.21052632 35.78947368],0
s2,1,0.896518,0.016916,[3 4] ; [25 30],[3.16129032 3.83870968] ; [24.83870968 30.16129032],0
n4,1,0.896518,0.016916,[4 3] ; [30 25],[3.83870968 3.16129032] ; [30.16129032 24.83870968],0
