Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d3,1,0.0,38.170481,[32 45] ; [128  29],[52.64957265 24.35042735] ; [107.35042735  49.64957265],1
a6,1,0.0,35.622538,[31 46] ; [124  32],[51.22317597 25.77682403] ; [103.77682403  52.22317597],1
a2,1,1.1e-05,19.405304,[ 8 69] ; [60 97],[22.37606838 54.62393162] ; [ 45.62393162 111.37606838],1
u1,1,1.2e-05,19.175958,[ 6 71] ; [ 54 103],[19.74358974 57.25641026] ; [ 40.25641026 116.74358974],1
b5,1,0.000919,10.983124,[33 44] ; [103  54],[44.75213675 32.24786325] ; [91.24786325 65.75213675],1
r4,1,0.001442,10.151406,[68  9] ; [154   3],[73.05128205  3.94871795] ; [148.94871795   8.05128205],0
d1,1,0.002832,8.912598,[46 31] ; [123  34],[55.61111111 21.38888889] ; [113.38888889  43.61111111],0
b1,1,0.006188,7.494813,[44 33] ; [60 97],[34.22222222 42.77777778] ; [69.77777778 87.22222222],0
v4,1,0.00774,7.092607,[72  5] ; [156   1],[75.02564103  1.97435897] ; [152.97435897   4.02564103],0
b4,1,0.01794,5.602033,[35 42] ; [97 60],[43.43589744 33.56410256] ; [88.56410256 68.43589744],0
p4,1,0.049305,3.864953,[57 20] ; [133  24],[62.52136752 14.47863248] ; [127.47863248  29.52136752],0
n4,1,0.066717,3.362006,[69  7] ; [128  29],[64.25751073 11.74248927] ; [132.74248927  24.25751073],0
d5,1,0.078675,3.092063,[62 14] ; [141  16],[66.21459227  9.78540773] ; [136.78540773  20.21459227],0
b2,1,0.115938,2.47136,[34 26] ; [48 61],[29.11242604 30.88757396] ; [52.88757396 56.11242604],0
b3,1,0.115938,2.47136,[34 26] ; [48 61],[29.11242604 30.88757396] ; [52.88757396 56.11242604],0
n1,1,0.121606,2.396514,[11  6] ; [11 16],[8.5 8.5] ; [13.5 13.5],0
p2,1,0.144813,2.126053,[65 11] ; [144  13],[68.17167382  7.82832618] ; [140.82832618  16.17167382],0
u3,1,0.168496,1.896278,[8 6] ; [21  6],[9.90243902 4.09756098] ; [19.09756098  7.90243902],0
r1,1,0.19443,1.683725,[61 16] ; [134  22],[64.44206009 12.55793991] ; [130.55793991  25.44206009],0
n3,1,0.210829,1.565723,[11  6] ; [22  5],[12.75  4.25] ; [20.25  6.75],0
v2,1,0.256753,1.286182,[43 30] ; [100  50],[46.81165919 26.18834081] ; [96.18834081 53.81165919],0
n2,1,0.290269,1.118373,[10  7] ; [20  7],[11.59090909  5.40909091] ; [18.40909091  8.59090909],0
v3,1,0.322254,0.979778,[42 33] ; [72 75],[38.51351351 36.48648649] ; [75.48648649 71.51351351],0
p10,1,0.334265,0.932304,[66 10] ; [141  14],[68.1038961  7.8961039] ; [138.8961039  16.1038961],0
a5,1,0.344816,0.892444,[67 10] ; [129  28],[64.4957265 12.5042735] ; [131.5042735  25.4957265],0
p7,1,0.345072,0.891498,[56 20] ; [122  32],[58.8173913 17.1826087] ; [119.1826087  34.8173913],0
d4,1,0.355497,0.853738,[64 12] ; [139  18],[66.21459227  9.78540773] ; [136.78540773  20.21459227],0
s7,1,0.363418,0.826047,[60 14] ; [112  36],[57.33333333 16.66666667] ; [114.66666667  33.33333333],0
p5,1,0.366119,0.816796,[14 63] ; [ 36 118],[16.66666667 60.33333333] ; [ 33.33333333 120.66666667],0
n5,1,0.38377,0.758591,[65 11] ; [127  30],[62.62660944 13.37339056] ; [129.37339056  27.62660944],0
p12,1,0.384322,0.75683,[ 9 65] ; [ 26 131],[11.21212121 62.78787879] ; [ 23.78787879 133.21212121],0
p9,1,0.406238,0.689784,[70  6] ; [148   8],[71.4137931  4.5862069] ; [146.5862069   9.4137931],0
p11,1,0.406843,0.688007,[67 10] ; [130  27],[64.82478632 12.17521368] ; [132.17521368  24.82478632],0
u2,1,0.444565,0.58447,[8 6] ; [18  8],[9.1 4.9] ; [16.9  9.1],0
a4,1,0.484281,0.489209,[35 42] ; [79 78],[37.51282051 39.48717949] ; [76.48717949 80.51282051],0
s6,1,0.500789,0.453263,[65 10] ; [129  26],[63.26086957 11.73913043] ; [130.73913043  24.26086957],0
u4,1,0.507265,0.439705,[ 5 72] ; [  7 150],[ 3.94871795 73.05128205] ; [  8.05128205 148.94871795],0
p6,1,0.516649,0.420577,[39 37] ; [86 68],[41.30434783 34.69565217] ; [83.69565217 70.30434783],0
s4,1,0.520527,0.412848,[16 61] ; [ 27 129],[14.21030043 62.78969957] ; [ 28.78969957 127.21030043],0
v1,1,0.712721,0.135575,[48 26] ; [101  49],[49.22321429 24.77678571] ; [99.77678571 50.22321429],0
a3,1,0.772971,0.083227,[63 14] ; [130  26],[63.78111588 13.21888412] ; [129.21888412  26.78111588],0
s1,1,0.81067,0.05739,[ 4 73] ; [  7 149],[ 3.63519313 73.36480687] ; [  7.36480687 148.63519313],0
a1,1,0.817598,0.053193,[ 5 72] ; [  9 148],[ 4.60683761 72.39316239] ; [  9.39316239 147.60683761],0
p8,1,0.832144,0.044924,[52 23] ; [106  50],[51.2987013 23.7012987] ; [106.7012987  49.2987013],0
d2,1,0.910038,0.012767,[46 31] ; [95 62],[46.3974359 30.6025641] ; [94.6025641 62.3974359],0
s5,1,0.93324,0.007017,[34 38] ; [69 79],[33.70909091 38.29090909] ; [69.29090909 78.70909091],0
s2,1,0.937978,0.006055,[57 20] ; [114  41],[56.75431034 20.24568966] ; [114.24568966  40.75431034],0
p1,1,0.949132,0.00407,[10 66] ; [ 21 135],[10.15517241 65.84482759] ; [ 20.84482759 135.15517241],0
n6,1,0.949483,0.004014,[68  8] ; [140  16],[68.13793103  7.86206897] ; [139.86206897  16.13793103],0
a8,1,0.964346,0.001998,[11 64] ; [ 21 120],[11.11111111 63.88888889] ; [ 20.88888889 120.11111111],0
s3,1,0.978102,0.000753,[57 20] ; [115  40],[57.0862069 19.9137931] ; [114.9137931  40.0862069],0
