Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r1,1,0.002133,9.431538,[15  4] ; [24 38],[9.14814815 9.85185185] ; [29.85185185 32.14814815],0
r4,1,0.004455,8.088422,[17  2] ; [33 29],[11.72839506  7.27160494] ; [38.27160494 23.72839506],0
n4,1,0.005758,7.624373,[18  1] ; [38 24],[13.13580247  5.86419753] ; [42.86419753 19.13580247],0
s8,1,0.012082,6.298834,[10  9] ; [14 48],[ 5.62962963 13.37037037] ; [18.37037037 43.62962963],0
d5,1,0.014538,5.971655,[11  8] ; [17 45],[ 6.56790123 12.43209877] ; [21.43209877 40.56790123],0
v1,1,0.026256,4.939073,[10  8] ; [17 45],[ 6.075 11.925] ; [20.925 41.075],0
v2,1,0.049371,3.862693,[ 9 10] ; [14 45],[ 5.6025641 13.3974359] ; [17.3974359 41.6025641],0
s7,1,0.051647,3.787169,[10  9] ; [17 43],[ 6.49367089 12.50632911] ; [20.50632911 39.49367089],0
n1,1,0.056141,3.647882,[4 1] ; [10 19],[2.05882353 2.94117647] ; [11.94117647 17.05882353],0
r2,1,0.065903,3.382226,[18  1] ; [46 15],[15.2  3.8] ; [48.8 12.2],0
s3,1,0.068464,3.319476,[12  7] ; [24 37],[ 8.55 10.45] ; [27.45 33.55],0
s6,1,0.072806,3.218586,[12  6] ; [26 35],[8.65822785 9.34177215] ; [29.34177215 31.65822785],0
s2,1,0.103195,2.655458,[ 9 10] ; [17 45],[ 6.09876543 12.90123457] ; [19.90123457 42.09876543],0
a5,1,0.107633,2.588635,[10  9] ; [20 42],[ 7.03703704 11.96296296] ; [22.96296296 39.03703704],0
v4,1,0.16657,1.913545,[18  1] ; [49 11],[16.11392405  2.88607595] ; [50.88607595  9.11392405],0
a3,1,0.181005,1.789355,[10  9] ; [22 40],[ 7.50617284 11.49382716] ; [24.49382716 37.50617284],0
b2,1,0.207899,1.585996,[6 8] ; [10 30],[4.14814815 9.85185185] ; [11.85185185 28.14814815],0
b3,1,0.207899,1.585996,[6 8] ; [10 30],[4.14814815 9.85185185] ; [11.85185185 28.14814815],0
p4,1,0.227929,1.45374,[10  9] ; [23 39],[ 7.74074074 11.25925926] ; [25.25925926 36.74074074],0
d3,1,0.234007,1.416337,[ 5 14] ; [ 9 53],[ 3.28395062 15.71604938] ; [10.71604938 51.28395062],0
n6,1,0.238466,1.389638,[15  4] ; [40 22],[12.90123457  6.09876543] ; [42.09876543 19.90123457],0
r3,1,0.24915,1.328062,[16  3] ; [44 18],[14.07407407  4.92592593] ; [45.92592593 16.07407407],0
s5,1,0.260284,1.267244,[ 5 14] ; [ 9 51],[ 3.36708861 15.63291139] ; [10.63291139 49.36708861],0
n5,1,0.303708,1.057843,[16  3] ; [45 17],[14.30864198  4.69135802] ; [46.69135802 15.30864198],0
s4,1,0.305326,1.050787,[ 2 17] ; [13 49],[ 3.51851852 15.48148148] ; [11.48148148 50.51851852],0
p5,1,0.323434,0.975011,[ 3 16] ; [ 5 57],[ 1.87654321 17.12345679] ; [ 6.12345679 55.87654321],0
p10,1,0.380764,0.768235,[12  7] ; [31 29],[10.34177215  8.65822785] ; [32.65822785 27.34177215],0
u3,1,0.384311,0.756868,[2 7] ; [15 25],[3.12244898 5.87755102] ; [13.87755102 26.12244898],0
b1,1,0.396304,0.719513,[ 8 11] ; [33 29],[9.61728395 9.38271605] ; [31.38271605 30.61728395],0
p3,1,0.431308,0.619298,[ 7 12] ; [17 45],[ 5.62962963 13.37037037] ; [18.37037037 43.62962963],0
p7,1,0.468321,0.525935,[ 8 11] ; [32 30],[9.38271605 9.61728395] ; [30.61728395 31.38271605],0
p11,1,0.519087,0.415707,[12  7] ; [44 18],[13.13580247  5.86419753] ; [42.86419753 19.13580247],0
p6,1,0.545459,0.365515,[ 6 13] ; [15 46],[ 4.9875 14.0125] ; [16.0125 44.9875],0
d2,1,0.620651,0.244953,[ 6 13] ; [16 46],[ 5.16049383 13.83950617] ; [16.83950617 45.16049383],0
p2,1,0.660722,0.192648,[13  6] ; [39 23],[12.19753086  6.80246914] ; [39.80246914 22.19753086],0
s1,1,0.671619,0.179714,[ 1 18] ; [ 5 56],[ 1.425 17.575] ; [ 4.575 56.425],0
a1,1,0.680773,0.169257,[ 1 18] ; [ 2 60],[ 0.7037037 18.2962963] ; [ 2.2962963 59.7037037],0
u1,1,0.680773,0.169257,[ 1 18] ; [ 2 60],[ 0.7037037 18.2962963] ; [ 2.2962963 59.7037037],0
p9,1,0.708898,0.13938,[12  7] ; [35 25],[11.30379747  7.69620253] ; [35.69620253 24.30379747],0
u2,1,0.710735,0.137544,[3 6] ; [16 24],[3.48979592 5.51020408] ; [15.51020408 24.48979592],0
b5,1,0.746123,0.104818,[ 9 10] ; [32 30],[9.61728395 9.38271605] ; [31.38271605 30.61728395],0
a8,1,0.804894,0.061018,[ 3 15] ; [ 8 48],[ 2.67567568 15.32432432] ; [ 8.32432432 47.67567568],0
b4,1,0.814567,0.055008,[11  8] ; [34 28],[10.55555556  8.44444444] ; [34.44444444 27.55555556],0
n3,1,0.83667,0.0425,[3 1] ; [21  9],[2.82352941 1.17647059] ; [21.17647059  8.82352941],0
a6,1,0.865818,0.028552,[ 9 10] ; [28 34],[ 8.67901235 10.32098765] ; [28.32098765 33.67901235],0
a4,1,0.895488,0.017256,[ 4 15] ; [12 49],[ 3.8 15.2] ; [12.2 48.8],0
p1,1,0.913592,0.011774,[ 2 17] ; [ 6 56],[ 1.87654321 17.12345679] ; [ 6.12345679 55.87654321],0
p8,1,0.913963,0.011673,[ 7 12] ; [22 40],[ 6.80246914 12.19753086] ; [22.19753086 39.80246914],0
a2,1,0.940447,0.005581,[ 1 18] ; [ 3 59],[ 0.9382716 18.0617284] ; [ 3.0617284 58.9382716],0
