Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.0,47.186851,[19 32] ; [56  1],[35.41666667 15.58333333] ; [39.58333333 17.41666667],1
d3,1,0.0,37.917028,[14 37] ; [49  8],[29.75 21.25] ; [33.25 23.75],1
d2,1,1e-06,25.157821,[10 40] ; [39 18],[22.89719626 27.10280374] ; [26.10280374 30.89719626],1
a2,1,0.00014,14.508564,[ 2 49] ; [19 39],[ 9.82568807 41.17431193] ; [11.17431193 46.82568807],1
s7,1,0.000415,12.464822,[13 34] ; [35 21],[21.90291262 25.09708738] ; [26.09708738 29.90291262],1
u1,1,0.000434,12.378392,[ 1 50] ; [15 43],[ 7.48623853 43.51376147] ; [ 8.51376147 49.48623853],1
a3,1,0.000872,11.081703,[26 25] ; [47 11],[34.1559633 16.8440367] ; [38.8440367 19.1559633],1
a4,1,0.001953,9.593456,[14 37] ; [33 25],[21.99082569 29.00917431] ; [25.00917431 32.99082569],0
a7,1,0.006463,7.416568,[28 23] ; [46 12],[34.62385321 16.37614679] ; [39.37614679 18.62385321],0
a5,1,0.006463,7.416568,[28 23] ; [46 12],[34.62385321 16.37614679] ; [39.37614679 18.62385321],0
n4,1,0.020767,5.346253,[29 22] ; [45 13],[34.62385321 16.37614679] ; [39.37614679 18.62385321],0
s1,1,0.032479,4.573057,[ 6 44] ; [ 1 56],[ 3.27102804 46.72897196] ; [ 3.72897196 53.27102804],0
s8,1,0.046639,3.958372,[18 33] ; [31 26],[23.13888889 27.86111111] ; [25.86111111 31.13888889],0
b4,1,0.084251,2.980935,[26 25] ; [39 19],[30.41284404 20.58715596] ; [34.58715596 23.41284404],0
a6,1,0.101651,2.679448,[29 22] ; [41 16],[33.05555556 17.94444444] ; [36.94444444 20.05555556],0
v2,1,0.102449,2.667002,[24 24] ; [35 18],[28.03960396 19.96039604] ; [30.96039604 22.03960396],0
s3,1,0.11058,2.545915,[22 27] ; [35 23],[26.10280374 22.89719626] ; [30.89719626 27.10280374],0
r1,1,0.136924,2.212188,[33 18] ; [45 13],[36.49541284 14.50458716] ; [41.50458716 16.49541284],0
p1,1,0.143498,2.140041,[ 8 43] ; [ 4 54],[ 5.6146789 45.3853211] ; [ 6.3853211 51.6146789],0
