Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,73.724979,[41 36] ; [220  13],[64.82903226 12.17096774] ; [196.17096774  36.82903226],1
r3,1,0.0,29.975935,[53 23] ; [217  15],[66.62337662  9.37662338] ; [203.37662338  28.62337662],1
v4,1,1e-06,23.607572,[59 18] ; [221  11],[69.77346278  7.22653722] ; [210.22653722  21.77346278],1
s6,1,2e-06,23.141338,[32 45] ; [162  63],[49.46357616 27.53642384] ; [144.53642384  80.46357616],1
d3,1,2e-06,22.687313,[30 47] ; [161  71],[47.59546926 29.40453074] ; [143.40453074  88.59546926],1
d1,1,4e-06,21.191853,[23 54] ; [140  93],[40.48709677 36.51290323] ; [122.51290323 110.48709677],1
r2,1,6e-06,20.528079,[59 14] ; [224   8],[67.73442623  5.26557377] ; [215.26557377  16.73442623],1
u3,1,0.000216,13.686877,[ 7 23] ; [44 25],[15.45454545 14.54545455] ; [35.54545455 33.45454545],1
s8,1,0.000498,12.123533,[17 60] ; [103 129],[29.90291262 47.09708738] ; [ 90.09708738 141.90291262],1
d4,1,0.000562,11.896996,[47 30] ; [186  45],[58.25 18.75] ; [174.75  56.25],1
d5,1,0.000626,11.697426,[48 29] ; [188  43],[59. 18.] ; [177.  54.],1
v1,1,0.00105,10.737934,[17 57] ; [102 128],[28.96710526 45.03289474] ; [ 90.03289474 139.96710526],0
p6,1,0.001669,9.88185,[15 60] ; [ 93 140],[26.2987013 48.7012987] ; [ 81.7012987 151.2987013],0
s2,1,0.001933,9.61181,[24 53] ; [119 112],[35.75 41.25] ; [107.25 123.75],0
u1,1,0.002621,9.054255,[ 4 73] ; [ 46 187],[12.41935484 64.58064516] ; [ 37.58064516 195.41935484],0
s5,1,0.005553,7.690014,[13 61] ; [ 78 147],[22.52173913 51.47826087] ; [ 68.47826087 156.52173913],0
s7,1,0.005614,7.670053,[25 50] ; [114 106],[35.33898305 39.66101695] ; [103.66101695 116.33898305],0
p7,1,0.005756,7.625042,[32 44] ; [138  91],[42.36065574 33.63934426] ; [127.63934426 101.36065574],0
s3,1,0.007095,7.248878,[32 43] ; [139  91],[42.04918033 32.95081967] ; [128.95081967 101.04918033],0
a2,1,0.008369,6.952684,[ 9 68] ; [ 61 172],[17.38709677 59.61290323] ; [ 52.61290323 180.38709677],0
p8,1,0.010209,6.598048,[27 50] ; [120 111],[36.75 40.25] ; [110.25 120.75],0
p2,1,0.012962,6.174229,[52 24] ; [190  42],[59.71428571 16.28571429] ; [182.28571429  49.71428571],0
a5,1,0.014103,6.025202,[47 30] ; [176  57],[55.39032258 21.60967742] ; [167.60967742  65.39032258],0
p11,1,0.01838,5.559574,[49 28] ; [180  53],[56.88064516 20.11935484] ; [172.11935484  60.88064516],0
a7,1,0.024124,5.085728,[42 35] ; [160  73],[50.17419355 26.82580645] ; [151.82580645  81.17419355],0
a4,1,0.025948,4.959474,[27 49] ; [116 115],[35.40065147 40.59934853] ; [107.59934853 123.40065147],0
p4,1,0.031132,4.645667,[36 41] ; [141  91],[44.10679612 32.89320388] ; [132.89320388  99.10679612],0
d2,1,0.047172,3.939258,[27 48] ; [114 118],[34.44625407 40.55374593] ; [106.55374593 125.44625407],0
a3,1,0.058855,3.569346,[46 31] ; [164  66],[52.67100977 24.32899023] ; [157.32899023  72.67100977],0
a1,1,0.072218,3.231866,[ 7 70] ; [  9 224],[ 3.97419355 73.02580645] ; [ 12.02580645 220.97419355],0
n6,1,0.116405,2.465038,[59 17] ; [198  34],[63.41558442 12.58441558] ; [193.58441558  38.41558442],0
s1,1,0.128981,2.304724,[ 2 75] ; [ 17 212],[ 4.78104575 72.21895425] ; [ 14.21895425 214.78104575],0
u2,1,0.130144,2.29079,[12 19] ; [38 31],[15.5 15.5] ; [34.5 34.5],0
p10,1,0.137643,2.204118,[51 25] ; [175  56],[55.94788274 20.05211726] ; [170.05211726  60.94788274],0
b1,1,0.144145,2.133138,[29 48] ; [110 123],[34.52580645 42.47419355] ; [104.47419355 128.52580645],0
p3,1,0.165549,1.922793,[30 47] ; [111 120],[35.25 41.75] ; [105.75 125.25],0
p5,1,0.307626,1.040839,[ 8 68] ; [ 35 195],[10.67973856 65.32026144] ; [ 32.32026144 197.67973856],0
p12,1,0.349818,0.874118,[ 3 73] ; [ 16 215],[ 4.70358306 71.29641694] ; [ 14.29641694 216.70358306],0
v3,1,0.375484,0.785434,[14 63] ; [ 52 174],[16.77227723 60.22772277] ; [ 49.22772277 176.77227723],0
a6,1,0.437796,0.602052,[46 31] ; [150  82],[48.84142395 28.15857605] ; [147.15857605  84.84142395],0
b5,1,0.455775,0.556249,[48 29] ; [134  99],[45.20645161 31.79354839] ; [136.79354839  96.20645161],0
s4,1,0.508286,0.437594,[12 65] ; [ 43 184],[13.93092105 63.06907895] ; [ 41.06907895 185.93092105],0
p9,1,0.598413,0.277397,[57 19] ; [180  51],[58.67100977 17.32899023] ; [178.32899023  52.67100977],0
b2,1,0.650147,0.205714,[20 28] ; [57 93],[18.66666667 29.33333333] ; [58.33333333 91.66666667],0
b3,1,0.650147,0.205714,[20 28] ; [57 93],[18.66666667 29.33333333] ; [58.33333333 91.66666667],0
p1,1,0.666275,0.18599,[ 9 68] ; [ 23 208],[ 8. 69.] ; [ 24. 207.],0
a8,1,0.825596,0.048556,[10 64] ; [ 31 182],[10.57142857 63.42857143] ; [ 30.42857143 182.57142857],0
n1,1,0.906182,0.01389,[10 11] ; [28 29],[10.23076923 10.76923077] ; [27.76923077 29.23076923],0
b4,1,0.939957,0.005674,[44 33] ; [132 101],[43.71612903 33.28387097] ; [132.28387097 100.71612903],0
n5,1,0.943548,0.005014,[64 12] ; [197  36],[64.19417476 11.80582524] ; [196.80582524  36.19417476],0
n2,1,0.962497,0.002211,[14  7] ; [39 20],[13.9125  7.0875] ; [39.0875 19.9125],0
n3,1,0.994456,4.8e-05,[13  8] ; [34 21],[12.98684211  8.01315789] ; [34.01315789 20.98684211],0
