Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,41.128605,[14 29] ; [96 17],[30.32051282 12.67948718] ; [79.67948718 33.32051282],1
r3,1,2e-06,22.766163,[25 18] ; [102  10],[35.23225806  7.76774194] ; [91.76774194 20.23225806],1
r2,1,1.4e-05,18.921535,[28 15] ; [104   8],[36.61935484  6.38064516] ; [95.38064516 16.61935484],1
v4,1,0.000165,14.193314,[26 17] ; [98 14],[34.4  8.6] ; [89.6 22.4],1
b4,1,0.004252,8.172755,[19 24] ; [78 35],[26.73717949 16.26282051] ; [70.26282051 42.73717949],0
u3,1,0.006173,7.49913,[ 4 16] ; [26 20],[ 9.09090909 10.90909091] ; [20.90909091 25.09090909],0
p2,1,0.023269,5.148322,[16 27] ; [65 48],[22.32692308 20.67307692] ; [58.67307692 54.32692308],0
d4,1,0.045567,3.997519,[26 17] ; [85 26],[30.99350649 12.00649351] ; [80.00649351 30.99350649],0
s6,1,0.047336,3.933405,[11 32] ; [48 64],[16.36774194 26.63225806] ; [42.63225806 69.36774194],0
p11,1,0.048727,3.88475,[16 27] ; [62 51],[21.5 21.5] ; [56.5 56.5],0
a8,1,0.054115,3.709154,[ 1 42] ; [13 90],[ 4.12328767 38.87671233] ; [ 9.87671233 93.12328767],0
a5,1,0.064675,3.41326,[20 23] ; [71 42],[25.08333333 17.91666667] ; [65.91666667 47.08333333],0
a7,1,0.086983,2.929347,[22 21] ; [74 38],[26.63225806 16.36774194] ; [69.36774194 42.63225806],0
v3,1,0.094139,2.802127,[ 9 34] ; [38 71],[13.29605263 29.70394737] ; [33.70394737 75.29605263],0
n4,1,0.096673,2.759598,[24 19] ; [79 34],[28.39102564 14.60897436] ; [74.60897436 38.39102564],0
u2,1,0.111075,2.538865,[ 6 13] ; [24 21],[ 8.90625 10.09375] ; [21.09375 23.90625],0
s7,1,0.130611,2.285224,[ 7 34] ; [31 75],[10.59863946 30.40136054] ; [27.40136054 78.59863946],0
p10,1,0.132518,2.262754,[ 7 36] ; [31 80],[10.61038961 32.38961039] ; [27.38961039 83.61038961],0
