Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.360747,[ 4 22] ; [89 27],[17.02816901  8.97183099] ; [75.97183099 40.02816901],1
v4,1,1e-06,24.702065,[10 16] ; [98 18],[19.77464789  6.22535211] ; [88.22535211 27.77464789],1
r1,1,4.6e-05,16.590105,[ 7 19] ; [81 35],[16.11267606  9.88732394] ; [71.88732394 44.11267606],1
r3,1,0.004873,7.925856,[14 12] ; [93 23],[19.5915493  6.4084507] ; [87.4084507 28.5915493],0
d1,1,0.010163,6.606036,[ 6 20] ; [59 57],[11.90140845 14.09859155] ; [53.09859155 62.90140845],0
a8,1,0.014849,5.934266,[ 5 20] ; [  6 106],[ 2.00729927 22.99270073] ; [  8.99270073 103.00729927],0
n6,1,0.014868,5.932034,[11 15] ; [78 37],[16.41134752  9.58865248] ; [72.58865248 42.41134752],0
b1,1,0.024479,5.060368,[18  8] ; [52 64],[12.81690141 13.18309859] ; [57.18309859 58.81690141],0
s8,1,0.026445,4.926674,[ 2 24] ; [33 83],[ 6.4084507 19.5915493] ; [28.5915493 87.4084507],0
d3,1,0.02699,4.891482,[ 8 18] ; [63 52],[13.09219858 12.90780142] ; [57.90780142 57.09219858],0
p11,1,0.048153,3.904644,[ 9 17] ; [65 51],[13.54929577 12.45070423] ; [60.45070423 55.54929577],0
s7,1,0.05628,3.643741,[ 3 20] ; [36 73],[ 6.79545455 16.20454545] ; [32.20454545 76.79545455],0
d2,1,0.090033,2.873784,[ 8 18] ; [56 58],[11.88571429 14.11428571] ; [52.11428571 61.88571429],0
v3,1,0.094966,2.788118,[ 5 21] ; [40 70],[ 8.60294118 17.39705882] ; [36.39705882 73.60294118],0
n4,1,0.097671,2.743166,[13 13] ; [78 38],[16.66197183  9.33802817] ; [74.33802817 41.66197183],0
a6,1,0.100084,2.704204,[11 15] ; [69 46],[14.75177305 11.24822695] ; [65.24822695 49.75177305],0
d5,1,0.104145,2.640895,[13 13] ; [77 38],[16.59574468  9.40425532] ; [73.40425532 41.59574468],0
s2,1,0.112535,2.51826,[ 5 21] ; [41 75],[ 8.42253521 17.57746479] ; [37.57746479 78.42253521],0
u1,1,0.11412,2.496224,[ 1 25] ; [18 98],[ 3.47887324 22.52112676] ; [ 15.52112676 100.47887324],0
p9,1,0.132484,2.263152,[ 9 15] ; [62 52],[12.34782609 11.65217391] ; [58.65217391 55.34782609],0
p6,1,0.184984,1.75712,[ 1 23] ; [16 99],[ 2.9352518 21.0647482] ; [ 14.0647482 100.9352518],0
