Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,0.0,56.798264,[37 83] ; [184  72],[70.53191489 49.46808511] ; [150.46808511 105.53191489],1
p8,1,0.0,42.741354,[39 76] ; [178  76],[67.62872629 47.37127371] ; [149.37127371 104.62872629],1
p6,1,1e-06,23.926931,[29 89] ; [130 122],[50.70810811 67.29189189] ; [108.29189189 143.70810811],1
p5,1,3e-06,21.879958,[  2 118] ; [ 50 206],[ 16.59574468 103.40425532] ; [ 35.40425532 220.59574468],1
p2,1,4e-06,21.309614,[89 31] ; [235  21],[103.40425532  16.59574468] ; [220.59574468  35.40425532],1
p7,1,0.001022,10.787107,[69 46] ; [194  59],[82.1875 32.8125] ; [180.8125  72.1875],0
d3,1,0.003824,8.365577,[73 47] ; [193  63],[84.89361702 35.10638298] ; [181.10638298  74.89361702],0
s6,1,0.005973,7.558399,[74 45] ; [190  60],[85.13821138 33.86178862] ; [178.86178862  71.13821138],0
d1,1,0.006,7.550433,[65 55] ; [176  80],[76.91489362 43.08510638] ; [164.08510638  91.91489362],0
p12,1,0.007344,7.186953,[  5 114] ; [ 34 222],[ 12.376 106.624] ; [ 26.624 229.376],0
d2,1,0.007607,7.12381,[51 68] ; [147 108],[63. 56.] ; [135. 120.],0
v1,1,0.01064,6.524513,[71 45] ; [188  65],[81.4200542 34.5799458] ; [177.5799458  75.4200542],0
d5,1,0.01295,6.175865,[93 27] ; [224  32],[101.17021277  18.82978723] ; [215.82978723  40.17021277],0
u1,1,0.014018,6.035871,[ 17 103] ; [ 65 191],[26.17021277 93.82978723] ; [ 55.82978723 200.17021277],0
s5,1,0.017376,5.657964,[33 82] ; [103 144],[43.20441989 71.79558011] ; [ 92.79558011 154.20441989],0
a2,1,0.01745,5.650522,[23 97] ; [ 79 177],[32.55319149 87.44680851] ; [ 69.44680851 186.55319149],0
p9,1,0.018228,5.574067,[99 18] ; [235  19],[105.33153639  11.66846361] ; [228.66846361  25.33153639],0
a5,1,0.03445,4.472241,[87 33] ; [210  46],[94.78723404 25.21276596] ; [202.21276596  53.78723404],0
r4,1,0.039979,4.218794,[105  15] ; [240  16],[110.10638298   9.89361702] ; [234.89361702  21.10638298],0
p11,1,0.046848,3.950856,[95 25] ; [223  33],[101.4893617  18.5106383] ; [216.5106383  39.4893617],0
n6,1,0.048386,3.896539,[104  16] ; [237  18],[109.12  10.88] ; [231.88  23.12],0
a4,1,0.066489,3.367627,[49 71] ; [130 125],[57.28 62.72] ; [121.72 133.28],0
s7,1,0.08079,3.048941,[59 56] ; [146  93],[66.5960452 48.4039548] ; [138.4039548 100.5960452],0
n1,1,0.095789,2.774284,[ 7 20] ; [18 21],[10.22727273 16.77272727] ; [14.77272727 24.22727273],0
p10,1,0.096903,2.755796,[100  18] ; [231  24],[104.71313673  13.28686327] ; [226.28686327  28.71313673],0
s8,1,0.142257,2.153374,[55 65] ; [136 116],[61.61290323 58.38709677] ; [129.38709677 122.61290323],0
a3,1,0.183996,1.765051,[86 33] ; [201  55],[91.07466667 27.92533333] ; [195.92533333  60.07466667],0
a7,1,0.192604,1.697589,[84 35] ; [196  59],[89.09090909 29.90909091] ; [190.90909091  64.09090909],0
b1,1,0.289982,1.119706,[48 72] ; [ 88 168],[43.40425532 76.59574468] ; [ 92.59574468 163.40425532],0
a6,1,0.314614,1.011204,[78 41] ; [181  75],[82.18933333 36.81066667] ; [176.81066667  79.18933333],0
u4,1,0.321334,0.983508,[  2 118] ; [  9 247],[  3.5106383 116.4893617] ; [  7.4893617 248.5106383],0
n4,1,0.354228,0.858252,[105  15] ; [232  24],[107.55319149  12.44680851] ; [229.44680851  26.55319149],0
a8,1,0.383691,0.758843,[22 90] ; [ 35 186],[19.17117117 92.82882883] ; [ 37.82882883 183.17117117],0
d4,1,0.42448,0.637879,[99 20] ; [221  35],[101.54666667  17.45333333] ; [218.45333333  37.54666667],0
s1,1,0.507667,0.438872,[  3 113] ; [  4 250],[  2.19459459 113.80540541] ; [  4.80540541 249.19459459],0
r1,1,0.509182,0.435748,[99 21] ; [218  38],[101.17021277  18.82978723] ; [215.82978723  40.17021277],0
v4,1,0.534881,0.38511,[116   4] ; [242  12],[114.86631016   5.13368984] ; [243.13368984  10.86631016],0
b3,1,0.560625,0.338623,[30 41] ; [ 65 105],[27.98755187 43.01244813] ; [ 67.01244813 102.98755187],0
b2,1,0.560625,0.338623,[30 41] ; [ 65 105],[27.98755187 43.01244813] ; [ 67.01244813 102.98755187],0
s2,1,0.613551,0.255036,[64 55] ; [142 109],[66.25405405 52.74594595] ; [139.74594595 111.25405405],0
v3,1,0.618287,0.248282,[70 50] ; [152  97],[72.19512195 47.80487805] ; [149.80487805  99.19512195],0
b5,1,0.688193,0.161049,[72 48] ; [148 108],[70.21276596 49.78723404] ; [149.78723404 106.21276596],0
u2,1,0.713686,0.134623,[17 16] ; [30 24],[17.82758621 15.17241379] ; [29.17241379 24.82758621],0
p1,1,0.719262,0.129201,[  9 111] ; [ 22 234],[  9.89361702 110.10638298] ; [ 21.10638298 234.89361702],0
s4,1,0.723907,0.12478,[ 15 105] ; [ 35 218],[ 16.08579088 103.91420912] ; [ 33.91420912 219.08579088],0
n2,1,0.752844,0.099157,[23  5] ; [34  6],[23.47058824  4.52941176] ; [33.52941176  6.47058824],0
u3,1,0.819679,0.051965,[20 14] ; [31 24],[19.48314607 14.51685393] ; [31.51685393 23.48314607],0
s3,1,0.829997,0.046098,[69 50] ; [142 108],[68.04607046 50.95392954] ; [142.95392954 107.04607046],0
n3,1,0.857185,0.032385,[23  6] ; [31  9],[22.69565217  6.30434783] ; [31.30434783  8.69565217],0
a1,1,0.875119,0.024699,[  7 113] ; [ 16 240],[  7.34042553 112.65957447] ; [ 15.65957447 240.34042553],0
r2,1,0.891865,0.018481,[112   7] ; [239  14],[112.28225806   6.71774194] ; [238.71774194  14.28225806],0
b4,1,0.912155,0.012171,[71 49] ; [153 103],[71.4893617 48.5106383] ; [152.5106383 103.4893617],0
r3,1,0.945503,0.004672,[114   4] ; [246   9],[113.88739946   4.11260054] ; [246.11260054   8.88739946],0
