Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v1,1,0.000635,11.671534,[31 66] ; [27 16],[40.18571429 56.81428571] ; [17.81428571 25.18571429],1
v2,1,0.004502,8.069398,[34 61] ; [26 16],[41.60583942 53.39416058] ; [18.39416058 23.60583942],0
s8,1,0.00858,6.908239,[20 75] ; [18 24],[26.35036496 68.64963504] ; [11.64963504 30.35036496],0
p4,1,0.040531,4.195537,[34 63] ; [23 20],[39.49285714 57.50714286] ; [17.50714286 25.49285714],0
n4,1,0.041387,4.160094,[59 37] ; [34  9],[64.23021583 31.76978417] ; [28.76978417 14.23021583],0
s6,1,0.04819,3.903356,[46 49] ; [28 14],[51.31386861 43.68613139] ; [22.68613139 19.31386861],0
b3,1,0.051086,3.805447,[24 35] ; [ 6 24],[19.88764045 39.11235955] ; [10.11235955 19.88764045],0
b2,1,0.051086,3.805447,[24 35] ; [ 6 24],[19.88764045 39.11235955] ; [10.11235955 19.88764045],0
s3,1,0.064742,3.411552,[42 54] ; [25 16],[46.94890511 49.05109489] ; [20.05109489 20.94890511],0
s2,1,0.067507,3.342614,[31 65] ; [20 21],[35.73722628 60.26277372] ; [15.26277372 25.73722628],0
s5,1,0.079995,3.064997,[17 77] ; [13 28],[20.88888889 73.11111111] ; [ 9.11111111 31.88888889],0
a2,1,0.095319,2.782176,[19 78] ; [14 29],[22.86428571 74.13571429] ; [10.13571429 32.86428571],0
n6,1,0.099012,2.721379,[60 36] ; [33 10],[64.23021583 31.76978417] ; [28.76978417 14.23021583],0
s7,1,0.114534,2.490513,[27 65] ; [17 22],[30.90076336 61.09923664] ; [13.09923664 25.90076336],0
p8,1,0.116461,2.464286,[28 68] ; [18 24],[32. 64.] ; [14. 28.],0
b4,1,0.199276,1.647673,[59 38] ; [31 12],[62.35714286 34.64285714] ; [27.64285714 15.35714286],0
v4,1,0.205796,1.600758,[82 14] ; [40  3],[84.25899281 11.74100719] ; [37.74100719  5.25899281],0
a8,1,0.213927,1.544652,[11 75] ; [ 8 29],[13.28455285 72.71544715] ; [ 5.71544715 31.28455285],0
p5,1,0.223311,1.482967,[ 4 93] ; [ 4 39],[ 5.54285714 91.45714286] ; [ 2.45714286 40.54285714],0
u2,1,0.25112,1.317062,[16 22] ; [10  7],[17.96363636 20.03636364] ; [8.03636364 8.96363636],0
p6,1,0.313446,1.0161,[26 70] ; [ 8 34],[23.65217391 72.34782609] ; [10.34782609 31.65217391],0
r2,1,0.33369,0.934523,[91  6] ; [42  1],[92.15  4.85] ; [40.85  2.15],0
a4,1,0.354695,0.856588,[41 55] ; [22 21],[43.51079137 52.48920863] ; [19.48920863 23.51079137],0
n5,1,0.40315,0.698911,[53 43] ; [27 16],[55.25179856 40.74820144] ; [24.74820144 18.25179856],0
p1,1,0.428856,0.62592,[ 8 87] ; [ 2 41],[ 6.88405797 88.11594203] ; [ 3.11594203 39.88405797],0
d3,1,0.477663,0.504194,[57 40] ; [28 15],[58.89285714 38.10714286] ; [26.10714286 16.89285714],0
d4,1,0.487782,0.481416,[76 20] ; [31 11],[74.43478261 21.56521739] ; [32.56521739  9.43478261],0
b5,1,0.50114,0.452521,[62 35] ; [30 13],[63.74285714 33.25714286] ; [28.25714286 14.74285714],0
n2,1,0.519536,0.414815,[26 16] ; [10  4],[27. 15.] ; [9. 5.],0
p2,1,0.529904,0.394576,[64 33] ; [26 17],[62.35714286 34.64285714] ; [27.64285714 15.35714286],0
u3,1,0.561779,0.336634,[22 17] ; [11  6],[22.98214286 16.01785714] ; [10.01785714  6.98214286],0
a6,1,0.574104,0.315864,[56 41] ; [27 16],[57.50714286 39.49285714] ; [25.49285714 17.50714286],0
p9,1,0.582408,0.302358,[34 61] ; [13 29],[32.59124088 62.40875912] ; [14.40875912 27.59124088],0
u4,1,0.596892,0.279709,[ 4 93] ; [ 1 42],[ 3.46428571 93.53571429] ; [ 1.53571429 41.46428571],0
a7,1,0.598407,0.277406,[69 28] ; [28 14],[67.69064748 29.30935252] ; [29.30935252 12.69064748],0
a5,1,0.603824,0.269267,[61 36] ; [29 14],[62.35714286 34.64285714] ; [27.64285714 15.35714286],0
n3,1,0.631342,0.230246,[26 16] ; [9 4],[26.72727273 15.27272727] ; [8.27272727 4.72727273],0
d5,1,0.657667,0.19637,[71 26] ; [33 10],[72.05714286 24.94285714] ; [31.94285714 11.05714286],0
p11,1,0.72407,0.124627,[55 42] ; [23 20],[54.04285714 42.95714286] ; [23.95714286 19.04285714],0
u1,1,0.759942,0.093365,[16 81] ; [ 8 35],[16.62857143 80.37142857] ; [ 7.37142857 35.62857143],0
s4,1,0.776208,0.080806,[13 82] ; [ 5 37],[12.48175182 82.51824818] ; [ 5.51824818 36.48175182],0
d2,1,0.780058,0.077977,[46 51] ; [21 21],[46.75539568 50.24460432] ; [20.24460432 21.75539568],0
r4,1,0.81599,0.054152,[87 10] ; [38  5],[86.60714286 10.39285714] ; [38.39285714  4.60714286],0
d1,1,0.854635,0.033565,[49 48] ; [21 22],[48.5 48.5] ; [21.5 21.5],0
