Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p3,1,2.1e-05,18.105943,[24 20] ; [19 80],[13.23076923 30.76923077] ; [29.76923077 69.23076923],1
p8,1,3.7e-05,16.99518,[18 26] ; [11 89],[ 8.86111111 35.13888889] ; [20.13888889 79.86111111],1
p6,1,0.000271,13.260235,[16 27] ; [11 88],[ 8.17605634 34.82394366] ; [18.82394366 80.17605634],1
s6,1,0.004786,7.958601,[31 13] ; [44 54],[23.23943662 20.76056338] ; [51.76056338 46.23943662],0
s2,1,0.007039,7.262959,[26 18] ; [35 65],[18.63888889 25.36111111] ; [42.36111111 57.63888889],0
p5,1,0.011944,6.319161,[ 5 36] ; [ 2 97],[ 2.05 38.95] ; [ 4.95 94.05],0
p7,1,0.019346,5.469986,[19 24] ; [24 74],[13.11347518 29.88652482] ; [29.88652482 68.11347518],0
v1,1,0.035444,4.423676,[21 21] ; [31 68],[15.4893617 26.5106383] ; [36.5106383 62.4893617],0
r4,1,0.045336,4.006106,[37  7] ; [68 32],[32.08333333 11.91666667] ; [72.91666667 27.08333333],0
s5,1,0.056463,3.63836,[16 26] ; [21 73],[11.42647059 30.57352941] ; [25.57352941 68.42647059],0
n6,1,0.063802,3.435682,[35  8] ; [66 34],[30.37062937 12.62937063] ; [70.62937063 29.37062937],0
p11,1,0.077197,3.122953,[29 15] ; [50 50],[24.13888889 19.86111111] ; [54.86111111 45.13888889],0
b1,1,0.083391,2.997534,[16 28] ; [52 48],[20.77777778 23.22222222] ; [47.22222222 52.77777778],0
u2,1,0.09155,2.846906,[11  3] ; [15 14],[8.46511628 5.53488372] ; [17.53488372 11.46511628],0
p9,1,0.093953,2.805313,[30 14] ; [51 45],[25.45714286 18.54285714] ; [55.54285714 40.45714286],0
s8,1,0.10323,2.654921,[20 24] ; [31 68],[15.69230769 28.30769231] ; [35.30769231 63.69230769],0
v4,1,0.104112,2.641397,[39  5] ; [77 23],[35.44444444  8.55555556] ; [80.55555556 19.44444444],0
u1,1,0.108427,2.576995,[11 33] ; [14 86],[ 7.63888889 36.36111111] ; [17.36111111 82.63888889],0
a8,1,0.118774,2.433413,[ 1 40] ; [10 87],[ 3.26811594 37.73188406] ; [ 7.73188406 89.26811594],0
r3,1,0.134875,2.235474,[40  4] ; [81 19],[36.97222222  7.02777778] ; [84.02777778 15.97222222],0
r2,1,0.154043,2.031748,[41  3] ; [82 15],[38.38297872  5.61702128] ; [84.61702128 12.38297872],0
d1,1,0.15939,1.98,[33 11] ; [63 37],[29.33333333 14.66666667] ; [66.66666667 33.33333333],0
v2,1,0.290076,1.11927,[25 18] ; [46 49],[22.12318841 20.87681159] ; [48.87681159 46.12318841],0
p10,1,0.326579,0.962415,[27 17] ; [52 47],[24.30769231 19.69230769] ; [54.69230769 44.30769231],0
a2,1,0.439173,0.598442,[ 8 36] ; [24 76],[ 9.77777778 34.22222222] ; [22.22222222 77.77777778],0
p1,1,0.452542,0.564277,[ 2 42] ; [ 8 92],[ 3.05555556 40.94444444] ; [ 6.94444444 93.05555556],0
