Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v3,1,0.0,34.152286,[152  96] ; [31 80],[126.4178273 121.5821727] ; [56.5821727 54.4178273],1
r3,1,0.001537,10.033745,[250   6] ; [100  11],[244.14168937  11.85831063] ; [105.85831063   5.14168937],0
s4,1,0.001605,9.953646,[ 29 223] ; [27 83],[ 38.98342541 213.01657459] ; [17.01657459 92.98342541],0
d1,1,0.003357,8.602597,[188  68] ; [65 47],[176.  80.] ; [77. 35.],0
d4,1,0.005081,7.850208,[228  27] ; [87 24],[219.46721311  35.53278689] ; [95.53278689 15.46721311],0
s7,1,0.012159,6.287486,[147  97] ; [48 57],[136.33237822 107.66762178] ; [58.66762178 46.33237822],0
p3,1,0.013388,6.117127,[157  94] ; [54 57],[146.30110497 104.69889503] ; [64.69889503 46.30110497],0
d3,1,0.030863,4.660555,[196  59] ; [74 38],[187.60217984  67.39782016] ; [82.39782016 29.60217984],0
b1,1,0.031149,4.644714,[ 95 161] ; [55 57],[104.34782609 151.65217391] ; [45.65217391 66.34782609],0
p2,1,0.040714,4.187859,[227  26] ; [91 20],[221.02747253  31.97252747] ; [96.97252747 14.02747253],0
p9,1,0.089813,2.877713,[226  25] ; [93 18],[221.18508287  29.81491713] ; [97.81491713 13.18508287],0
a8,1,0.12426,2.362784,[ 40 181] ; [12 93],[ 35.25153374 185.74846626] ; [16.74846626 88.25153374],0
a7,1,0.137587,2.204737,[197  59] ; [78 34],[191.30434783  64.69565217] ; [83.69565217 28.30434783],0
a6,1,0.138883,2.19029,[185  69] ; [73 39],[179.04918033  74.95081967] ; [78.95081967 33.04918033],0
p6,1,0.157905,1.994178,[115 133] ; [43 69],[108.84444444 139.15555556] ; [49.15555556 62.84444444],0
p7,1,0.167495,1.905222,[176  72] ; [70 40],[170.41340782  77.58659218] ; [75.58659218 34.41340782],0
p12,1,0.177994,1.814291,[ 30 222] ; [  8 103],[ 26.38016529 225.61983471] ; [11.61983471 99.38016529],0
u1,1,0.190816,1.71131,[ 69 187] ; [23 89],[ 64. 192.] ; [28. 84.],0
u2,1,0.195559,1.675232,[25 18] ; [10 14],[22.46268657 20.53731343] ; [12.53731343 11.46268657],0
p10,1,0.213763,1.545757,[216  35] ; [89 21],[212.06371191  38.93628809] ; [92.93628809 17.06371191],0
v4,1,0.23557,1.406908,[245   9] ; [104   7],[242.86575342  11.13424658] ; [106.13424658   4.86575342],0
s8,1,0.236647,1.400459,[139 112] ; [54 57],[133.82044199 117.17955801] ; [59.17955801 51.82044199],0
a3,1,0.254771,1.296952,[213  42] ; [88 24],[209.14168937  45.85831063] ; [91.85831063 20.14168937],0
p11,1,0.289404,1.122392,[213  43] ; [88 24],[209.39130435  46.60869565] ; [91.60869565 20.39130435],0
p8,1,0.29931,1.077264,[156  92] ; [64 48],[151.55555556  96.44444444] ; [68.44444444 43.55555556],0
r1,1,0.334177,0.932644,[225  30] ; [93 17],[222.16438356  32.83561644] ; [95.83561644 14.16438356],0
r4,1,0.360673,0.835549,[238  18] ; [101  11],[235.82608696  20.17391304] ; [103.17391304   8.82608696],0
s1,1,0.374819,0.787625,[  7 246] ; [  5 104],[  8.38674033 244.61325967] ; [  3.61325967 105.38674033],0
d2,1,0.382244,0.763472,[153 101] ; [62 50],[149.20765027 104.79234973] ; [65.79234973 46.20765027],0
p4,1,0.434163,0.611662,[174  77] ; [73 39],[170.79063361  80.20936639] ; [76.20936639 35.79063361],0
u3,1,0.45593,0.555867,[29 14] ; [14 10],[27.59701493 15.40298507] ; [15.40298507  8.59701493],0
a2,1,0.495534,0.464488,[ 87 169] ; [34 78],[ 84.17391304 171.82608696] ; [36.82608696 75.17391304],0
s2,1,0.498576,0.457967,[142 109] ; [58 52],[139.05817175 111.94182825] ; [60.94182825 49.05817175],0
n6,1,0.507813,0.438571,[222  30] ; [95 16],[220.0661157  31.9338843] ; [96.9338843 14.0661157],0
n2,1,0.544795,0.366725,[34  7] ; [20  6],[33.04477612  7.95522388] ; [20.95522388  5.04477612],0
p5,1,0.552619,0.352645,[ 33 221] ; [17 94],[ 34.79452055 219.20547945] ; [15.20547945 95.79452055],0
n4,1,0.557408,0.344212,[211  44] ; [89 22],[209.01639344  45.98360656] ; [90.98360656 20.01639344],0
n1,1,0.564222,0.332447,[16 25] ; [12 14],[17.13432836 23.86567164] ; [10.86567164 15.13432836],0
b5,1,0.601625,0.272552,[165  91] ; [69 43],[162.7826087  93.2173913] ; [71.2173913 40.7826087],0
r2,1,0.614088,0.254264,[241  12] ; [108   4],[241.90958904  11.09041096] ; [107.09041096   4.90958904],0
p1,1,0.618905,0.24741,[ 23 231] ; [ 12 100],[ 24.28961749 229.71038251] ; [ 10.71038251 101.28961749],0
d5,1,0.626989,0.236166,[223  32] ; [95 16],[221.55737705  33.44262295] ; [96.44262295 14.55737705],0
s3,1,0.654818,0.19988,[134 115] ; [62 48],[135.94428969 113.05571031] ; [60.05571031 49.94428969],0
n3,1,0.670471,0.181051,[29 13] ; [16  9],[28.20895522 13.79104478] ; [16.79104478  8.20895522],0
n5,1,0.672667,0.178499,[208  45] ; [90 22],[206.55890411  46.44109589] ; [91.44109589 20.55890411],0
u4,1,0.677412,0.173054,[  9 247] ; [  3 109],[  8.34782609 247.65217391] ; [  3.65217391 108.34782609],0
b4,1,0.723571,0.125097,[155 101] ; [70 42],[156.52173913  99.47826087] ; [68.47826087 43.52173913],0
s6,1,0.784979,0.07444,[177  73] ; [78 30],[178.0726257  71.9273743] ; [76.9273743 31.0726257],0
b2,1,0.813019,0.055948,[72 95] ; [34 42],[72.84773663 94.15226337] ; [33.15226337 42.84773663],0
