Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,4.5e-05,16.654946,[32  8] ; [25 39],[21.92307692 18.07692308] ; [35.07692308 28.92307692],1
s7,1,0.002322,9.276141,[21 18] ; [14 45],[13.92857143 25.07142857] ; [21.07142857 37.92857143],0
s2,1,0.007201,7.222188,[22 17] ; [19 45],[15.52427184 23.47572816] ; [25.47572816 38.52427184],0
a5,1,0.00871,6.881242,[32  8] ; [35 29],[25.76923077 14.23076923] ; [41.23076923 22.76923077],0
d1,1,0.01645,5.754162,[24 16] ; [23 41],[18.07692308 21.92307692] ; [28.92307692 35.07692308],0
s3,1,0.023591,5.124467,[26 12] ; [29 35],[20.49019608 17.50980392] ; [34.50980392 29.49019608],0
p3,1,0.028044,4.825333,[20 20] ; [18 45],[14.75728155 25.24271845] ; [23.24271845 39.75728155],0
p10,1,0.055381,3.670591,[33  7] ; [41 22],[28.73786408 11.26213592] ; [45.26213592 17.73786408],0
u2,1,0.057371,3.611814,[13  1] ; [15  8],[10.59459459  3.40540541] ; [17.40540541  5.59459459],0
a8,1,0.061479,3.497022,[ 6 30] ; [ 3 56],[ 3.41052632 32.58947368] ; [ 5.58947368 53.41052632],0
s5,1,0.067153,3.351274,[11 27] ; [ 9 55],[ 7.45098039 30.54901961] ; [12.54901961 51.45098039],0
d2,1,0.078434,3.097059,[18 22] ; [18 46],[13.84615385 26.15384615] ; [22.15384615 41.84615385],0
p7,1,0.08797,2.911134,[27 10] ; [34 27],[23.03061224 13.96938776] ; [37.96938776 23.03061224],0
b3,1,0.092168,2.836093,[12 21] ; [ 5 24],[ 9.0483871 23.9516129] ; [ 7.9516129 21.0483871],0
b2,1,0.092168,2.836093,[12 21] ; [ 5 24],[ 9.0483871 23.9516129] ; [ 7.9516129 21.0483871],0
p4,1,0.104713,2.632258,[24 16] ; [27 35],[20. 20.] ; [31. 31.],0
u3,1,0.108815,2.571342,[12  2] ; [14  9],[9.83783784 4.16216216] ; [16.16216216  6.83783784],0
v4,1,0.118689,2.434534,[38  1] ; [56  7],[35.94117647  3.05882353] ; [58.05882353  4.94117647],0
p9,1,0.122211,2.38875,[34  6] ; [46 18],[30.76923077  9.23076923] ; [49.23076923 14.76923077],0
p5,1,0.133916,2.246517,[ 4 35] ; [ 2 62],[ 2.27184466 36.72815534] ; [ 3.72815534 60.27184466],0
b1,1,0.144929,2.124824,[24 16] ; [29 35],[20.38461538 19.61538462] ; [32.61538462 31.38461538],0
r2,1,0.187294,1.738773,[35  3] ; [53 11],[32.78431373  5.21568627] ; [55.21568627  8.78431373],0
a2,1,0.222883,1.485714,[ 7 33] ; [ 6 58],[ 5. 35.] ; [ 8. 56.],0
n4,1,0.236486,1.401418,[19 21] ; [38 26],[21.92307692 18.07692308] ; [35.07692308 28.92307692],0
s1,1,0.291808,1.111259,[ 2 36] ; [ 1 62],[ 1.12871287 36.87128713] ; [ 1.87128713 61.12871287],0
p8,1,0.295991,1.092171,[21 19] ; [26 36],[18.43137255 21.56862745] ; [28.56862745 33.43137255],0
r4,1,0.29704,1.087435,[34  6] ; [49 15],[31.92307692  8.07692308] ; [51.07692308 12.92307692],0
a6,1,0.347641,0.882049,[28 12] ; [39 25],[25.76923077 14.23076923] ; [41.23076923 22.76923077],0
v3,1,0.358586,0.842838,[11 25] ; [14 49],[ 9.09090909 26.90909091] ; [15.90909091 47.09090909],0
p6,1,0.370665,0.801433,[12 28] ; [13 46],[10.1010101 29.8989899] ; [14.8989899 44.1010101],0
v1,1,0.37704,0.78033,[20 18] ; [27 35],[17.86 20.14] ; [29.14 32.86],0
d5,1,0.421426,0.646335,[31  9] ; [45 19],[29.23076923 10.76923077] ; [46.76923077 17.23076923],0
d3,1,0.465565,0.532482,[26 14] ; [37 27],[24.23076923 15.76923077] ; [38.76923077 25.23076923],0
v2,1,0.479652,0.499654,[17 20] ; [32 28],[18.69072165 18.30927835] ; [30.30927835 29.69072165],0
u1,1,0.485045,0.4875,[ 4 36] ; [ 4 60],[ 3.07692308 36.92307692] ; [ 4.92307692 59.07692308],0
a7,1,0.498946,0.457177,[27 13] ; [39 25],[25.38461538 14.61538462] ; [40.61538462 23.38461538],0
r3,1,0.577581,0.310162,[38  2] ; [59  5],[37.30769231  2.69230769] ; [59.69230769  4.30769231],0
n3,1,0.627726,0.235157,[7 4] ; [13  5],[7.5862069 3.4137931] ; [12.4137931  5.5862069],0
a1,1,0.628574,0.234,[ 2 38] ; [ 2 62],[ 1.53846154 38.46153846] ; [ 2.46153846 61.53846154],0
d4,1,0.641592,0.216667,[31  9] ; [47 17],[30. 10.] ; [48. 16.],0
p12,1,0.652209,0.203127,[ 2 38] ; [ 2 60],[ 1.56862745 38.43137255] ; [ 2.43137255 59.56862745],0
n5,1,0.761558,0.092073,[19 21] ; [28 35],[18.25242718 21.74757282] ; [28.74757282 34.25242718],0
a4,1,0.764324,0.089885,[12 28] ; [21 43],[12.69230769 27.30769231] ; [20.30769231 43.69230769],0
b4,1,0.778745,0.078936,[23 17] ; [35 29],[22.30769231 17.69230769] ; [35.69230769 28.30769231],0
n1,1,0.785351,0.074176,[5 4] ; [9 9],[4.66666667 4.33333333] ; [9.33333333 8.66666667],0
