Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r4,1,0.0,35.622961,[108  28] ; [ 5 20],[95.45341615 40.54658385] ; [17.54658385  7.45341615],1
v4,1,0.0,26.859196,[117  19] ; [10 15],[107.27950311  28.72049689] ; [19.72049689  5.27950311],1
r1,1,4e-06,21.327643,[98 38] ; [ 6 19],[87.85093168 48.14906832] ; [16.14906832  8.85093168],1
r3,1,0.003324,8.62034,[112  24] ; [14 11],[106.43478261  29.56521739] ; [19.56521739  5.43478261],0
s7,1,0.007243,7.211619,[50 80] ; [ 2 20],[44.47368421 85.52631579] ; [ 7.52631579 14.47368421],0
n6,1,0.007781,7.083146,[91 43] ; [10 15],[85.11949686 48.88050314] ; [15.88050314  9.11949686],0
s8,1,0.008477,6.929873,[46 88] ; [ 2 23],[40.45283019 93.54716981] ; [ 7.54716981 17.45283019],0
d1,1,0.011447,6.394524,[70 66] ; [ 6 19],[64.19875776 71.80124224] ; [11.80124224 13.19875776],0
u3,1,0.012212,6.279827,[29 22] ; [ 2 10],[25.0952381 25.9047619] ; [5.9047619 6.0952381],0
n4,1,0.019129,5.48969,[93 43] ; [11 14],[87.85093168 48.14906832] ; [16.14906832  8.85093168],0
d5,1,0.046223,3.973457,[92 42] ; [12 13],[87.64779874 46.35220126] ; [16.35220126  8.64779874],0
d2,1,0.050642,3.820061,[65 67] ; [ 7 18],[60.53503185 71.46496815] ; [11.46496815 13.53503185],0
p6,1,0.060484,3.52406,[ 28 107] ; [ 1 22],[ 24.77848101 110.22151899] ; [ 4.22151899 18.77848101],0
s6,1,0.062879,3.459783,[65 70] ; [ 7 18],[60.75 74.25] ; [11.25 13.75],0
s2,1,0.06938,3.297624,[53 83] ; [ 5 20],[48.99378882 87.00621118] ; [ 9.00621118 15.99378882],0
a8,1,0.082466,3.015616,[ 11 119] ; [ 5 20],[ 13.41935484 116.58064516] ; [ 2.58064516 22.41935484],0
v3,1,0.083338,2.99857,[48 78] ; [ 5 20],[44.22516556 81.77483444] ; [ 8.77483444 16.22516556],0
v2,1,0.091227,2.852591,[58 71] ; [ 6 17],[54.31578947 74.68421053] ; [ 9.68421053 13.31578947],0
a4,1,0.104015,2.642885,[61 73] ; [ 7 18],[57.3081761 76.6918239] ; [10.6918239 14.3081761],0
d3,1,0.118925,2.431419,[71 63] ; [ 9 16],[67.42138365 66.57861635] ; [12.57861635 12.42138365],0
p11,1,0.125446,2.347972,[77 59] ; [10 15],[73.49068323 62.50931677] ; [13.50931677 11.49068323],0
s5,1,0.133796,2.247895,[ 27 103] ; [ 2 23],[ 24.32258065 105.67741935] ; [ 4.67741935 20.32258065],0
p10,1,0.142907,2.146378,[72 62] ; [ 9 15],[68.69620253 65.30379747] ; [12.30379747 11.69620253],0
a6,1,0.146392,2.109454,[85 49] ; [12 13],[81.74842767 52.25157233] ; [15.25157233  9.74842767],0
p3,1,0.150439,2.067795,[42 93] ; [ 4 20],[39.05660377 95.94339623] ; [ 6.94339623 17.05660377],0
p9,1,0.153167,2.040425,[74 60] ; [ 9 14],[70.84076433 63.15923567] ; [12.15923567 10.84076433],0
u1,1,0.188351,1.730471,[ 18 118] ; [ 1 24],[ 16.04968944 119.95031056] ; [ 2.95031056 22.04968944],0
v1,1,0.192337,1.699629,[50 83] ; [ 6 19],[47.13924051 85.86075949] ; [ 8.86075949 16.13924051],0
a2,1,0.252174,1.311219,[ 30 106] ; [ 3 22],[ 27.8757764 108.1242236] ; [ 5.1242236 19.8757764],0
n2,1,0.263102,1.252362,[35 15] ; [4 4],[33.62068966 16.37931034] ; [5.37931034 2.62068966],0
p8,1,0.306488,1.045752,[ 36 100] ; [ 4 20],[ 34. 102.] ; [ 6. 18.],0
b1,1,0.323722,0.973849,[67 69] ; [15 10],[69.26708075 66.73291925] ; [12.73291925 12.26708075],0
s3,1,0.362697,0.828532,[58 76] ; [ 8 16],[55.97468354 78.02531646] ; [10.02531646 13.97468354],0
n5,1,0.383412,0.759734,[93 42] ; [15 10],[91.125 43.875] ; [16.875  8.125],0
a7,1,0.397717,0.715219,[83 53] ; [13 12],[81.0931677 54.9068323] ; [14.9068323 10.0931677],0
a3,1,0.414175,0.666785,[85 50] ; [13 11],[83.20754717 51.79245283] ; [14.79245283  9.20754717],0
b4,1,0.450961,0.568235,[76 60] ; [16  9],[77.71428571 58.28571429] ; [14.28571429 10.71428571],0
a5,1,0.493092,0.469772,[86 50] ; [14 11],[84.47204969 51.52795031] ; [15.52795031  9.47204969],0
p4,1,0.493287,0.469349,[41 92] ; [ 6 19],[39.56329114 93.43670886] ; [ 7.43670886 17.56329114],0
b2,1,0.498188,0.458794,[35 52] ; [ 5 11],[33.78640777 53.21359223] ; [6.21359223 9.78640777],0
b3,1,0.498188,0.458794,[35 52] ; [ 5 11],[33.78640777 53.21359223] ; [6.21359223 9.78640777],0
p1,1,0.523491,0.40701,[ 11 125] ; [ 3 22],[ 11.82608696 124.17391304] ; [ 2.17391304 22.82608696],0
p7,1,0.635735,0.224363,[43 88] ; [ 7 18],[41.98717949 89.01282051] ; [ 8.01282051 16.98717949],0
d4,1,0.65478,0.199926,[97 37] ; [17  8],[96.0754717 37.9245283] ; [17.9245283  7.0754717],0
n3,1,0.731881,0.117391,[26 20] ; [4 4],[25.55555556 20.44444444] ; [4.44444444 3.55555556],0
u2,1,0.803061,0.062194,[27 23] ; [6 6],[26.61290323 23.38709677] ; [6.38709677 5.61290323],0
a1,1,0.805335,0.060737,[ 13 123] ; [ 2 23],[ 12.67080745 123.32919255] ; [ 2.32919255 22.67080745],0
p12,1,0.808334,0.058843,[  7 129] ; [ 1 24],[  6.75776398 129.24223602] ; [ 1.24223602 23.75776398],0
n1,1,0.826824,0.047863,[22 26] ; [4 4],[22.28571429 25.71428571] ; [3.71428571 4.28571429],0
s1,1,0.885122,0.020874,[ 12 123] ; [ 2 23],[ 11.8125 123.1875] ; [ 2.1875 22.8125],0
p5,1,0.898056,0.016414,[ 10 122] ; [ 2 22],[ 10.15384615 121.84615385] ; [ 1.84615385 22.15384615],0
b5,1,0.90002,0.015784,[78 58] ; [14 11],[77.71428571 58.28571429] ; [14.28571429 10.71428571],0
