Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p10,1,0.0,61.992912,[77 20] ; [ 8 49],[53.53896104 43.46103896] ; [31.46103896 25.53896104],1
p11,1,1.8e-05,18.388699,[69 29] ; [20 37],[56.27096774 41.72903226] ; [32.72903226 24.27096774],1
p2,1,0.000197,13.860741,[71 25] ; [25 32],[60.23529412 35.76470588] ; [35.76470588 21.23529412],1
v4,1,0.00033,12.893336,[87 10] ; [37 19],[78.61437908 18.38562092] ; [45.38562092 10.61437908],1
s6,1,0.000782,11.283042,[53 45] ; [15 42],[42.99354839 55.00645161] ; [25.00645161 31.99354839],1
b5,1,0.001105,10.642787,[69 29] ; [25 32],[59.43225806 38.56774194] ; [34.56774194 22.43225806],0
s8,1,0.001364,10.254281,[33 65] ; [ 6 51],[24.65806452 73.34193548] ; [14.34193548 42.65806452],0
p4,1,0.005812,7.607726,[47 49] ; [15 42],[38.90196078 57.09803922] ; [23.09803922 33.90196078],0
v1,1,0.010613,6.529004,[48 46] ; [17 40],[40.46357616 53.53642384] ; [24.53642384 32.46357616],0
r4,1,0.022186,5.231135,[74 24] ; [33 24],[67.6516129 30.3483871] ; [39.3483871 17.6516129],0
r3,1,0.022669,5.193657,[85 13] ; [41 16],[79.66451613 18.33548387] ; [46.33548387 10.66451613],0
p8,1,0.032013,4.597784,[41 56] ; [14 42],[34.86928105 62.13071895] ; [20.13071895 35.86928105],0
p7,1,0.03224,4.585673,[51 42] ; [21 36],[44.64 48.36] ; [27.36 29.64],0
s7,1,0.041811,4.142844,[29 64] ; [ 8 43],[23.89583333 69.10416667] ; [13.10416667 37.89583333],0
n2,1,0.046072,3.978947,[21  6] ; [14 13],[17.5  9.5] ; [17.5  9.5],0
p3,1,0.058401,3.582235,[35 62] ; [12 44],[29.79738562 67.20261438] ; [17.20261438 38.79738562],0
s2,1,0.065704,3.387207,[36 61] ; [13 44],[30.86363636 66.13636364] ; [18.13636364 38.86363636],0
