Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,4e-06,21.178638,[37 11] ; [10 27],[26.54117647 21.45882353] ; [20.45882353 16.54117647],1
p11,1,1.9e-05,18.332472,[30 18] ; [ 6 31],[20.32941176 27.67058824] ; [15.67058824 21.32941176],1
p4,1,6.9e-05,15.834264,[25 23] ; [ 4 33],[16.37647059 31.62352941] ; [12.62352941 24.37647059],1
p10,1,8.5e-05,15.452803,[33 14] ; [10 27],[24.05952381 22.94047619] ; [18.94047619 18.05952381],1
p9,1,0.000139,14.513369,[34 14] ; [10 25],[25.44578313 22.55421687] ; [18.55421687 16.44578313],1
n6,1,0.001668,9.883599,[32 15] ; [12 24],[24.91566265 22.08433735] ; [19.08433735 16.91566265],0
r3,1,0.001786,9.757218,[26 21] ; [ 8 29],[19.02380952 27.97619048] ; [14.97619048 22.02380952],0
p7,1,0.003148,8.719692,[22 24] ; [ 6 30],[15.70731707 30.29268293] ; [12.29268293 23.70731707],0
a1,1,0.003701,8.425173,[ 1 47] ; [ 8 29],[ 5.08235294 42.91764706] ; [ 3.91764706 33.08235294],0
d2,1,0.005012,7.875,[10 38] ; [18 18],[16. 32.] ; [12. 24.],0
p3,1,0.008114,7.008045,[19 29] ; [ 5 32],[13.55294118 34.44705882] ; [10.44705882 26.55294118],0
p6,1,0.009046,6.813657,[11 37] ; [ 1 35],[ 6.85714286 41.14285714] ; [ 5.14285714 30.85714286],0
s6,1,0.009113,6.80048,[17 31] ; [ 4 33],[11.85882353 36.14117647] ; [ 9.14117647 27.85882353],0
p8,1,0.014177,6.015915,[20 28] ; [ 6 30],[14.85714286 33.14285714] ; [11.14285714 24.85714286],0
s1,1,0.018774,5.522437,[ 1 47] ; [ 6 31],[ 3.95294118 44.04705882] ; [ 3.04705882 33.95294118],0
a2,1,0.018774,5.522437,[ 1 47] ; [ 6 31],[ 3.95294118 44.04705882] ; [ 3.04705882 33.95294118],0
p1,1,0.028408,4.803109,[ 2 46] ; [ 7 30],[ 5.08235294 42.91764706] ; [ 3.91764706 33.08235294],0
s7,1,0.028507,4.797146,[19 28] ; [ 6 28],[14.50617284 32.49382716] ; [10.49382716 23.50617284],0
s2,1,0.035681,4.412269,[16 32] ; [ 5 32],[11.85882353 36.14117647] ; [ 9.14117647 27.85882353],0
a4,1,0.038764,4.271186,[10 38] ; [15 21],[14.28571429 33.71428571] ; [10.71428571 25.28571429],0
a6,1,0.038989,4.261348,[19 29] ; [23 14],[23.71764706 24.28235294] ; [18.28235294 18.71764706],0
s4,1,0.06295,3.457911,[13 35] ; [ 4 33],[ 9.6 38.4] ; [ 7.4 29.6],0
s5,1,0.063788,3.436054,[ 9 38] ; [ 2 35],[ 6.1547619 40.8452381] ; [ 4.8452381 32.1547619],0
s8,1,0.068009,3.330436,[11 37] ; [ 3 34],[ 7.90588235 40.09411765] ; [ 6.09411765 30.90588235],0
b3,1,0.083265,3.0,[ 6 21] ; [12 15],[ 9. 18.] ; [ 9. 18.],0
b2,1,0.083265,3.0,[ 6 21] ; [12 15],[ 9. 18.] ; [ 9. 18.],0
d1,1,0.087264,2.924144,[ 9 39] ; [13 24],[12.42352941 35.57647059] ; [ 9.57647059 27.42352941],0
u3,1,0.088508,2.901297,[10 16] ; [ 2 13],[ 7.6097561 18.3902439] ; [ 4.3902439 10.6097561],0
a5,1,0.103794,2.646259,[20 28] ; [22 15],[23.71764706 24.28235294] ; [18.28235294 18.71764706],0
n4,1,0.119194,2.427882,[23 25] ; [24 13],[26.54117647 21.45882353] ; [20.45882353 16.54117647],0
a3,1,0.137641,2.204138,[21 26] ; [22 14],[24.34939759 22.65060241] ; [18.65060241 17.34939759],0
v3,1,0.149426,2.078104,[ 4 44] ; [ 7 30],[ 6.21176471 41.78823529] ; [ 4.78823529 32.21176471],0
n2,1,0.160739,1.967256,[13  8] ; [ 8 12],[10.75609756 10.24390244] ; [10.24390244  9.75609756],0
u2,1,0.174144,1.846902,[13 14] ; [ 4 11],[10.92857143 16.07142857] ; [6.07142857 8.92857143],0
n5,1,0.22661,1.462015,[27 20] ; [26 11],[29.6547619 17.3452381] ; [23.3452381 13.6547619],0
n1,1,0.278912,1.172386,[ 7 14] ; [10 10],[ 8.70731707 12.29268293] ; [ 8.29268293 11.70731707],0
b1,1,0.290478,1.117406,[23 25] ; [22 15],[25.41176471 22.58823529] ; [19.58823529 17.41176471],0
n3,1,0.412325,0.672088,[10 11] ; [ 7 13],[ 8.70731707 12.29268293] ; [ 8.29268293 11.70731707],0
b5,1,0.418707,0.653941,[25 23] ; [16 21],[23.15294118 24.84705882] ; [17.84705882 19.15294118],0
a8,1,0.490244,0.475991,[ 2 43] ; [ 3 34],[ 2.74390244 42.25609756] ; [ 2.25609756 34.74390244],0
d3,1,0.565651,0.330015,[22 25] ; [15 22],[20.70238095 26.29761905] ; [16.29761905 20.70238095],0
r2,1,0.57804,0.309414,[24 22] ; [21 15],[25.24390244 20.75609756] ; [19.75609756 16.24390244],0
v1,1,0.636348,0.22355,[12 34] ; [ 8 29],[11.08433735 34.91566265] ; [ 8.91566265 28.08433735],0
s3,1,0.640805,0.21769,[18 29] ; [12 24],[16.98795181 30.01204819] ; [13.01204819 22.98795181],0
r1,1,0.66311,0.189768,[11 37] ; [10 27],[11.85882353 36.14117647] ; [ 9.14117647 27.85882353],0
p5,1,0.713694,0.134615,[ 3 45] ; [ 3 33],[ 3.42857143 44.57142857] ; [ 2.57142857 33.42857143],0
d4,1,0.720905,0.127628,[28 20] ; [23 14],[28.8 19.2] ; [22.2 14.8],0
u1,1,0.789172,0.071495,[ 2 46] ; [ 2 35],[ 2.25882353 45.74117647] ; [ 1.74117647 35.25882353],0
d5,1,0.901672,0.015264,[24 24] ; [19 18],[24.28235294 23.71764706] ; [18.71764706 18.28235294],0
b4,1,0.946614,0.004484,[25 23] ; [19 18],[24.84705882 23.15294118] ; [19.15294118 17.84705882],0
a7,1,0.991758,0.000107,[22 26] ; [17 20],[22.02352941 25.97647059] ; [16.97647059 20.02352941],0
