Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s6,1,0.00522,7.801765,[18 46] ; [14  9],[23.54022989 40.45977011] ; [ 8.45977011 14.54022989],0
r3,1,0.005416,7.734922,[27 36] ; [17  5],[32.61176471 30.38823529] ; [11.38823529 10.61176471],0
n3,1,0.012988,6.170745,[13 16] ; [9 1],[16.35897436 12.64102564] ; [5.64102564 4.35897436],0
v1,1,0.01383,6.059732,[15 47] ; [12 11],[19.69411765 42.30588235] ; [ 7.30588235 15.69411765],0
p5,1,0.027044,4.887982,[ 1 61] ; [ 3 20],[ 2.91764706 59.08235294] ; [ 1.08235294 21.91764706],0
p7,1,0.027652,4.849608,[26 35] ; [16  7],[30.5 30.5] ; [11.5 11.5],0
d5,1,0.038045,4.303005,[23 41] ; [14  9],[27.2183908 36.7816092] ; [ 9.7816092 13.2183908],0
p6,1,0.042845,4.101522,[10 53] ; [ 8 14],[13.34117647 49.65882353] ; [ 4.65882353 17.34117647],0
p11,1,0.045893,3.98553,[29 35] ; [16  7],[33.10344828 30.89655172] ; [11.89655172 11.10344828],0
n2,1,0.047726,3.919596,[16 13] ; [9 1],[18.58974359 10.41025641] ; [6.41025641 3.58974359],0
s8,1,0.082152,3.02181,[ 9 55] ; [ 7 16],[11.77011494 52.22988506] ; [ 4.22988506 18.77011494],0
n4,1,0.105609,2.618729,[32 32] ; [16  7],[35.31034483 28.68965517] ; [12.68965517 10.31034483],0
u1,1,0.107828,2.585768,[ 1 63] ; [ 2 21],[ 2.20689655 61.79310345] ; [ 0.79310345 22.20689655],0
p12,1,0.111789,2.528746,[ 1 62] ; [ 2 21],[ 2.19767442 60.80232558] ; [ 0.80232558 22.19767442],0
u3,1,0.143466,2.140388,[ 9 26] ; [5 5],[10.88888889 24.11111111] ; [3.11111111 6.88888889],0
u2,1,0.222643,1.487251,[14 22] ; [5 3],[15.54545455 20.45454545] ; [3.45454545 4.54545455],0
v4,1,0.252447,1.309711,[35 28] ; [14  6],[37.19277108 25.80722892] ; [11.80722892  8.19277108],0
b1,1,0.258728,1.275551,[33 31] ; [15  8],[35.31034483 28.68965517] ; [12.68965517 10.31034483],0
p2,1,0.301037,1.069595,[39 24] ; [17  6],[41.02325581 21.97674419] ; [14.97674419  8.02325581],0
a3,1,0.351746,0.867147,[28 34] ; [13 10],[29.90588235 32.09411765] ; [11.09411765 11.90588235],0
p4,1,0.359628,0.839191,[21 43] ; [10 13],[22.8045977 41.1954023] ; [ 8.1954023 14.8045977],0
s5,1,0.454628,0.559089,[ 8 56] ; [ 4 17],[ 9.03529412 54.96470588] ; [ 2.96470588 18.03529412],0
a4,1,0.456259,0.555057,[12 52] ; [ 6 17],[13.24137931 50.75862069] ; [ 4.75862069 18.24137931],0
s1,1,0.456498,0.554467,[ 5 59] ; [ 3 20],[ 5.88505747 58.11494253] ; [ 2.11494253 20.88505747],0
p9,1,0.499895,0.455159,[36 27] ; [15  8],[37.36046512 25.63953488] ; [13.63953488  9.36046512],0
p3,1,0.507857,0.43848,[15 49] ; [ 7 16],[16.18390805 47.81609195] ; [ 5.81609195 17.18390805],0
a8,1,0.590679,0.289286,[ 5 55] ; [ 1 20],[ 4.44444444 55.55555556] ; [ 1.55555556 19.44444444],0
n5,1,0.598481,0.277293,[39 24] ; [15  7],[40.02352941 22.97647059] ; [13.97647059  8.02352941],0
a6,1,0.608166,0.262854,[29 35] ; [ 9 14],[27.95402299 36.04597701] ; [10.04597701 12.95402299],0
a7,1,0.640056,0.218669,[27 37] ; [11 12],[27.95402299 36.04597701] ; [10.04597701 12.95402299],0
d4,1,0.662703,0.190256,[30 34] ; [12 11],[30.89655172 33.10344828] ; [11.10344828 11.89655172],0
n6,1,0.677373,0.173098,[34 29] ; [13  9],[34.83529412 28.16470588] ; [12.16470588  9.83529412],0
b5,1,0.682792,0.167,[33 31] ; [13 10],[33.83908046 30.16091954] ; [12.16091954 10.83908046],0
b4,1,0.682792,0.167,[33 31] ; [13 10],[33.83908046 30.16091954] ; [12.16091954 10.83908046],0
p8,1,0.718921,0.129529,[22 41] ; [ 9 14],[22.70930233 40.29069767] ; [ 8.29069767 14.70930233],0
s2,1,0.721561,0.127002,[17 47] ; [ 7 16],[17.65517241 46.34482759] ; [ 6.34482759 16.65517241],0
s4,1,0.761859,0.091834,[13 51] ; [ 4 19],[12.50574713 51.49425287] ; [ 4.49425287 18.50574713],0
d2,1,0.761859,0.091834,[13 51] ; [ 4 19],[12.50574713 51.49425287] ; [ 4.49425287 18.50574713],0
a1,1,0.762045,0.091686,[ 7 57] ; [ 2 21],[ 6.62068966 57.37931034] ; [ 2.37931034 20.62068966],0
r1,1,0.798973,0.06486,[15 49] ; [ 6 17],[15.44827586 48.55172414] ; [ 5.55172414 17.44827586],0
a5,1,0.811651,0.056785,[26 38] ; [10 13],[26.48275862 37.51724138] ; [ 9.51724138 13.48275862],0
s3,1,0.832679,0.044634,[21 41] ; [ 8 14],[21.4047619 40.5952381] ; [ 7.5952381 14.4047619],0
v3,1,0.865943,0.028498,[10 53] ; [ 4 19],[10.25581395 52.74418605] ; [ 3.74418605 19.25581395],0
d3,1,0.866238,0.028372,[18 45] ; [ 7 16],[18.31395349 44.68604651] ; [ 6.68604651 16.31395349],0
r2,1,0.888277,0.019736,[31 32] ; [ 9 10],[30.73170732 32.26829268] ; [9.26829268 9.73170732],0
s7,1,0.902289,0.015073,[18 45] ; [ 6 14],[18.21686747 44.78313253] ; [ 5.78313253 14.21686747],0
p10,1,0.915085,0.011369,[33 29] ; [12 10],[33.21428571 28.78571429] ; [11.78571429 10.21428571],0
