Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p1,1,0.005009,7.876197,[3 5] ; [ 6 80],[0.76595745 7.23404255] ; [ 8.23404255 77.76595745],0
p4,1,0.020822,5.341624,[7 1] ; [39 48],[3.87368421 4.12631579] ; [42.12631579 44.87368421],0
a7,1,0.028874,4.775136,[2 6] ; [56 31],[4.88421053 3.11578947] ; [53.11578947 33.88421053],0
p3,1,0.030999,4.652993,[6 2] ; [31 55],[3.14893617 4.85106383] ; [33.85106383 52.14893617],0
s7,1,0.042422,4.118304,[7 1] ; [41 41],[4.26666667 3.73333333] ; [43.73333333 38.26666667],0
a6,1,0.061298,3.5019,[2 6] ; [51 35],[4.5106383 3.4893617] ; [48.4893617 37.5106383],0
v2,1,0.073382,3.205704,[1 7] ; [38 46],[3.39130435 4.60869565] ; [35.60869565 48.39130435],0
s8,1,0.099593,2.71205,[5 3] ; [29 58],[2.86315789 5.13684211] ; [31.13684211 55.86315789],0
p8,1,0.115926,2.471521,[5 3] ; [30 57],[2.94736842 5.05263158] ; [32.05263158 54.94736842],0
s1,1,0.121086,2.403222,[2 6] ; [ 7 79],[0.76595745 7.23404255] ; [ 8.23404255 77.76595745],0
a5,1,0.133856,2.247207,[3 5] ; [56 31],[4.96842105 3.03157895] ; [54.03157895 32.96842105],0
n6,1,0.145195,2.122019,[7 1] ; [53 33],[5.10638298 2.89361702] ; [54.89361702 31.10638298],0
s5,1,0.160077,1.973494,[4 4] ; [22 61],[2.28571429 5.71428571] ; [23.71428571 59.28571429],0
p11,1,0.185476,1.753193,[2 6] ; [43 44],[3.78947368 4.21052632] ; [41.21052632 45.78947368],0
p6,1,0.191226,1.708145,[4 4] ; [24 62],[2.38297872 5.61702128] ; [25.61702128 60.38297872],0
v3,1,0.259642,1.270664,[4 4] ; [25 57],[2.57777778 5.42222222] ; [26.42222222 55.57777778],0
d4,1,0.291112,1.11447,[5 3] ; [67 18],[6.19354839 1.80645161] ; [65.80645161 19.19354839],0
b1,1,0.337412,0.920241,[5 3] ; [39 48],[3.70526316 4.29473684] ; [40.29473684 46.70526316],0
d3,1,0.384699,0.755632,[6 2] ; [51 35],[4.85106383 3.14893617] ; [52.14893617 33.85106383],0
r1,1,0.385313,0.753682,[7 1] ; [64 23],[5.97894737 2.02105263] ; [65.02105263 21.97894737],0
b4,1,0.397903,0.714655,[6 2] ; [52 35],[4.88421053 3.11578947] ; [53.11578947 33.88421053],0
s2,1,0.432097,0.61718,[6 2] ; [53 34],[4.96842105 3.03157895] ; [54.03157895 32.96842105],0
u3,1,0.435482,0.608157,[3 1] ; [18 15],[2.27027027 1.72972973] ; [18.72972973 14.27027027],0
a1,1,0.452398,0.564636,[1 7] ; [ 5 82],[0.50526316 7.49473684] ; [ 5.49473684 81.50526316],0
a8,1,0.460932,0.543629,[2 6] ; [12 68],[1.27272727 6.72727273] ; [12.72727273 67.27272727],0
a3,1,0.476559,0.506727,[4 4] ; [54 32],[4.93617021 3.06382979] ; [53.06382979 32.93617021],0
d2,1,0.498722,0.457654,[3 5] ; [43 43],[3.91489362 4.08510638] ; [42.08510638 43.91489362],0
u1,1,0.58378,0.300164,[2 6] ; [15 72],[1.43157895 6.56842105] ; [15.56842105 71.43157895],0
p7,1,0.624576,0.239488,[5 3] ; [46 40],[4.34042553 3.65957447] ; [46.65957447 39.34042553],0
v1,1,0.628731,0.233786,[4 4] ; [35 50],[3.35483871 4.64516129] ; [35.64516129 49.35483871],0
p2,1,0.654463,0.20032,[5 3] ; [61 26],[5.55789474 2.44210526] ; [60.44210526 26.55789474],0
p9,1,0.724532,0.124192,[4 4] ; [37 48],[3.52688172 4.47311828] ; [37.47311828 47.52688172],0
b2,1,0.748947,0.102418,[2 5] ; [17 32],[2.375 4.625] ; [16.625 32.375],0
b3,1,0.748947,0.102418,[2 5] ; [17 32],[2.375 4.625] ; [16.625 32.375],0
d5,1,0.756908,0.095817,[6 2] ; [60 26],[5.61702128 2.38297872] ; [60.38297872 25.61702128],0
d1,1,0.778503,0.079113,[4 4] ; [39 48],[3.62105263 4.37894737] ; [39.37894737 47.62105263],0
a4,1,0.78279,0.076002,[3 5] ; [37 50],[3.36842105 4.63157895] ; [36.63157895 50.36842105],0
r2,1,0.858292,0.03188,[7 1] ; [77  9],[7.14893617 0.85106383] ; [76.85106383  9.14893617],0
b5,1,0.916009,0.011122,[5 3] ; [56 31],[5.13684211 2.86315789] ; [55.86315789 31.13684211],0
u2,1,1.0,0.0,[2 2] ; [16 16],[2. 2.] ; [16. 16.],0
