Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,7e-06,20.068518,[19 14] ; [ 4 38],[10.12 22.88] ; [12.88 29.12],1
r1,1,0.573857,0.316271,[ 8 24] ; [ 8 33],[ 7.01369863 24.98630137] ; [ 8.98630137 32.01369863],0
u2,1,0.613195,0.255549,[5 3] ; [12 11],[4.38709677 3.61290323] ; [12.61290323 10.38709677],0
v1,1,0.684818,0.164753,[12 17] ; [15 26],[11.18571429 17.81428571] ; [15.81428571 25.18571429],0
a6,1,0.695711,0.152972,[18 15] ; [21 21],[17.16 15.84] ; [21.84 20.16],0
s1,1,0.704043,0.1443,[ 1 32] ; [ 2 40],[ 1.32 31.68] ; [ 1.68 40.32],0
a2,1,0.717563,0.130839,[ 4 29] ; [ 4 38],[ 3.52 29.48] ; [ 4.48 37.52],0
b1,1,0.7624,0.091404,[13 20] ; [18 24],[13.64 19.36] ; [17.36 24.64],0
b5,1,0.807473,0.059383,[19 14] ; [23 19],[18.48 14.52] ; [23.52 18.48],0
p2,1,0.84959,0.035964,[26  7] ; [30  9],[25.66666667  7.33333333] ; [30.33333333  8.66666667],0
a7,1,0.854352,0.033697,[17 16] ; [22 19],[17.39189189 15.60810811] ; [21.60810811 19.39189189],0
d3,1,0.896345,0.016973,[16 17] ; [21 21],[16.28 16.72] ; [20.72 21.28],0
n1,1,0.924813,0.008906,[6 8] ; [ 7 10],[5.87096774 8.12903226] ; [7.12903226 9.87096774],0
p5,1,0.950414,0.003867,[ 5 28] ; [ 6 35],[ 4.90540541 28.09459459] ; [ 6.09459459 34.90540541],0
