Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d2,1,0.0,146.843991,[ 22 137] ; [197  67],[82.31914894 76.68085106] ; [136.68085106 127.31914894],1
d3,1,0.0,109.346661,[64 95] ; [233  31],[111.63829787  47.36170213] ; [185.36170213  78.63829787],1
d5,1,0.0,107.760242,[93 66] ; [257   6],[131.87203791  27.12796209] ; [218.12796209  44.87203791],1
d4,1,0.0,105.865041,[100  59] ; [261   2],[136.01658768  22.98341232] ; [224.98341232  38.01658768],1
a4,1,0.0,54.837792,[ 37 121] ; [161 105],[73.78301887 84.21698113] ; [124.21698113 141.78301887],1
a2,1,0.0,52.211586,[ 11 148] ; [104 162],[ 43.02352941 115.97647059] ; [ 71.97647059 194.02352941],1
u1,1,0.0,50.304937,[  4 155] ; [ 83 183],[ 32.54823529 126.45176471] ; [ 54.45176471 211.54823529],1
a5,1,0.0,45.487296,[87 72] ; [225  41],[116.72470588  42.27529412] ; [195.27529412  70.72470588],1
a3,1,0.0,30.40173,[95 64] ; [222  43],[118.875  40.125] ; [198.125  66.875],1
p4,1,0.000112,14.92137,[83 76] ; [187  77],[101.4893617  57.5106383] ; [168.5106383  95.4893617],1
s2,1,0.000338,12.847166,[120  39] ; [236  30],[133.18588235  25.81411765] ; [222.81411765  43.18588235],1
a7,1,0.00038,12.630221,[99 59] ; [209  57],[114.77358491  43.22641509] ; [193.22641509  72.77358491],1
s8,1,0.001393,10.215576,[85 74] ; [182  82],[100.36170213  58.63829787] ; [166.63829787  97.36170213],0
s7,1,0.002651,9.033554,[94 60] ; [193  64],[107.5377129  46.4622871] ; [179.4622871  77.5377129],0
r2,1,0.003136,8.726582,[145  11] ; [260   4],[150.42857143   5.57142857] ; [254.57142857   9.42857143],0
u2,1,0.003599,8.475897,[30 31] ; [34 10],[37.18095238 23.81904762] ; [26.81904762 17.18095238],0
p6,1,0.003805,8.374684,[ 49 106] ; [121 142],[63.03827751 91.96172249] ; [106.96172249 156.03827751],0
a6,1,0.005356,7.755153,[94 65] ; [190  73],[107.00473934  51.99526066] ; [176.99526066  86.00473934],0
p3,1,0.005698,7.643396,[71 88] ; [155 110],[84.75 74.25] ; [141.25 123.75],0
r4,1,0.007584,7.129155,[140  19] ; [253  13],[147.02823529  11.97176471] ; [245.97176471  20.02823529],0
r1,1,0.008821,6.858791,[123  34] ; [233  32],[132.44549763  24.55450237] ; [223.55450237  41.44549763],0
n2,1,0.019269,5.47698,[33  3] ; [40 16],[28.56521739  7.43478261] ; [44.43478261 11.56521739],0
s5,1,0.029521,4.736992,[62 94] ; [129 125],[72.67317073 83.32682927] ; [118.32682927 135.67317073],0
v3,1,0.030179,4.699064,[ 54 103] ; [114 138],[64.48899756 92.51100244] ; [103.51100244 148.48899756],0
v2,1,0.033213,4.534782,[75 75] ; [154  99],[85.23573201 64.76426799] ; [143.76426799 109.23573201],0
u4,1,0.035802,4.406499,[  2 157] ; [ 14 252],[  5.98588235 153.01411765] ; [ 10.01411765 255.98588235],0
p12,1,0.037151,4.343454,[ 11 147] ; [ 36 230],[ 17.51415094 140.48584906] ; [ 29.48584906 236.51415094],0
a1,1,0.055598,3.664054,[  4 155] ; [ 18 248],[  8.23058824 150.76941176] ; [ 13.76941176 252.23058824],0
p10,1,0.058035,3.59266,[123  32] ; [229  36],[129.9047619  25.0952381] ; [222.0952381  42.9047619],0
p9,1,0.059124,3.561787,[131  25] ; [239  26],[137.10213777  18.89786223] ; [232.89786223  32.10213777],0
n4,1,0.0698,3.287719,[117  41] ; [216  49],[124.38297872  33.61702128] ; [208.61702128  56.38297872],0
u3,1,0.082379,3.017332,[38 24] ; [34 10],[42.11320755 19.88679245] ; [29.88679245 14.11320755],0
v4,1,0.114706,2.488153,[149   8] ; [260   6],[151.80378251   5.19621749] ; [257.19621749   8.80378251],0
v1,1,0.124934,2.354355,[78 76] ; [149 106],[85.47188264 68.52811736] ; [141.52811736 113.47188264],0
b3,1,0.142043,2.155686,[28 62] ; [ 69 102],[33.44827586 56.55172414] ; [ 63.55172414 107.44827586],0
b2,1,0.142043,2.155686,[28 62] ; [ 69 102],[33.44827586 56.55172414] ; [ 63.55172414 107.44827586],0
b5,1,0.171222,1.872213,[91 68] ; [170  96],[97.64470588 61.35529412] ; [163.35529412 102.64470588],0
p5,1,0.220466,1.501334,[ 18 141] ; [ 41 222],[ 22.22985782 136.77014218] ; [ 36.77014218 226.22985782],0
n6,1,0.229543,1.443691,[130  27] ; [229  34],[134.19761905  22.80238095] ; [224.80238095  38.19761905],0
n5,1,0.258685,1.275783,[119  39] ; [212  53],[123.63593381  34.36406619] ; [207.36406619  57.63593381],0
b4,1,0.328147,0.956197,[91 68] ; [165 101],[95.77411765 63.22588235] ; [160.22588235 105.77411765],0
a8,1,0.330132,0.948381,[ 26 123] ; [ 34 212],[ 22.63291139 126.36708861] ; [ 37.36708861 208.63291139],0
n1,1,0.379796,0.771363,[14 22] ; [27 29],[16.04347826 19.95652174] ; [24.95652174 31.04347826],0
r3,1,0.396837,0.717889,[152   5] ; [260   5],[153.27962085   3.72037915] ; [258.72037915   6.27962085],0
p2,1,0.410333,0.677834,[132  26] ; [230  36],[134.89622642  23.10377358] ; [227.10377358  38.89622642],0
p8,1,0.43533,0.608561,[81 76] ; [146 117],[84.8547619 72.1452381] ; [142.1452381 120.8547619],0
p7,1,0.502463,0.449731,[107  47] ; [169  86],[103.92176039  50.07823961] ; [172.07823961  82.92176039],0
p1,1,0.651718,0.203741,[ 15 142] ; [ 29 236],[ 16.36966825 140.63033175] ; [ 27.63033175 237.36966825],0
n3,1,0.707055,0.141237,[27  9] ; [40 16],[26.2173913  9.7826087] ; [40.7826087 15.2173913],0
p11,1,0.789775,0.071077,[125  34] ; [212  54],[126.07764706  32.92235294] ; [210.92235294  55.07764706],0
b1,1,0.823126,0.049964,[64 95] ; [110 156],[65.09647059 93.90352941] ; [108.90352941 157.09647059],0
s4,1,0.83108,0.045504,[ 37 121] ; [ 64 199],[ 37.90498812 120.09501188] ; [ 63.09501188 199.90498812],0
s1,1,0.849959,0.035786,[  7 148] ; [ 13 251],[  7.39856802 147.60143198] ; [ 12.60143198 251.39856802],0
