Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s7,1,1e-06,23.898235,[24 22] ; [ 27 133],[11.38834951 34.61165049] ; [ 39.61165049 120.38834951],1
v3,1,5.9e-05,16.119645,[29 18] ; [ 50 118],[17.26976744 29.73023256] ; [ 61.73023256 106.26976744],1
s2,1,0.000428,12.407618,[17 30] ; [ 24 151],[ 8.68018018 38.31981982] ; [ 32.31981982 142.68018018],1
p6,1,0.000865,11.095589,[21 28] ; [ 33 136],[12.13761468 36.86238532] ; [ 41.86238532 127.13761468],1
s5,1,0.003623,8.463901,[12 34] ; [ 17 157],[ 6.06363636 39.93636364] ; [ 22.93636364 151.06363636],0
v2,1,0.004825,7.944055,[35 13] ; [85 85],[26.42201835 21.57798165] ; [93.57798165 76.42201835],0
p4,1,0.005312,7.769869,[32 17] ; [74 99],[23.3963964 25.6036036] ; [82.6036036 90.3963964],0
p3,1,0.005581,7.680737,[30 19] ; [ 67 105],[21.50678733 27.49321267] ; [75.49321267 96.50678733],0
p8,1,0.005686,7.647328,[31 18] ; [ 70 101],[22.49545455 26.50454545] ; [78.50454545 92.49545455],0
p7,1,0.014694,5.952802,[34 15] ; [86 87],[26.48648649 22.51351351] ; [93.51351351 79.48648649],0
s3,1,0.015487,5.86021,[19 28] ; [ 40 135],[12.49099099 34.50900901] ; [ 46.50900901 128.49099099],0
p5,1,0.016777,5.719592,[ 7 42] ; [  8 166],[ 3.29596413 45.70403587] ; [ 11.70403587 162.29596413],0
n5,1,0.017585,5.637073,[41  7] ; [119  56],[34.43946188 13.56053812] ; [125.56053812  49.43946188],0
p9,1,0.028972,4.769283,[41  7] ; [119  52],[35.06849315 12.93150685] ; [124.93150685  46.06849315],0
d1,1,0.035007,4.444815,[36 13] ; [100  76],[29.61777778 19.38222222] ; [106.38222222  69.61777778],0
p2,1,0.038686,4.274591,[42  7] ; [123  50],[36.41891892 12.58108108] ; [128.58108108  44.41891892],0
p11,1,0.044384,4.041887,[42  7] ; [126  50],[36.58666667 12.41333333] ; [131.41333333  44.58666667],0
n6,1,0.045787,3.989409,[42  7] ; [124  49],[36.63963964 12.36036036] ; [129.36036036  43.63963964],0
r4,1,0.052588,3.756957,[44  5] ; [136  40],[39.2  9.8] ; [140.8  35.2],0
p12,1,0.053603,3.725018,[ 4 45] ; [  4 168],[ 1.77375566 47.22624434] ; [  6.22624434 165.77375566],0
v4,1,0.073347,3.206485,[47  2] ; [151  23],[43.50672646  5.49327354] ; [154.49327354  19.50672646],0
v1,1,0.074749,3.175533,[29 20] ; [77 95],[23.50226244 25.49773756] ; [82.49773756 89.50226244],0
b2,1,0.077446,3.117697,[22 17] ; [39 59],[17.3649635 21.6350365] ; [43.6350365 54.3649635],0
b3,1,0.077446,3.117697,[22 17] ; [39 59],[17.3649635 21.6350365] ; [43.6350365 54.3649635],0
p10,1,0.081636,3.032033,[39  9] ; [119  55],[34.16216216 13.83783784] ; [123.83783784  50.16216216],0
a6,1,0.106677,2.602773,[32 17] ; [135  41],[36.36888889 12.63111111] ; [130.63111111  45.36888889],0
b5,1,0.111696,2.530062,[21 28] ; [98 78],[25.91555556 23.08444444] ; [93.08444444 82.91555556],0
n4,1,0.126432,2.335779,[42  7] ; [132  43],[38.0625 10.9375] ; [135.9375  39.0625],0
b4,1,0.150834,2.063797,[31 18] ; [91 85],[26.56888889 22.43111111] ; [95.43111111 80.56888889],0
d2,1,0.173125,1.855673,[31 18] ; [91 83],[26.80717489 22.19282511] ; [95.19282511 78.80717489],0
r2,1,0.176519,1.826689,[46  2] ; [153  18],[43.61643836  4.38356164] ; [155.38356164  15.61643836],0
n3,1,0.181168,1.788019,[9 2] ; [29 19],[7.08474576 3.91525424] ; [30.91525424 17.08474576],0
r1,1,0.190092,1.716907,[41  8] ; [130  44],[37.57399103 11.42600897] ; [133.42600897  40.57399103],0
p1,1,0.210994,1.564591,[ 2 47] ; [ 17 158],[ 4.15625 44.84375] ; [ 14.84375 160.15625],0
a3,1,0.220463,1.501358,[42  7] ; [136  39],[38.9375 10.0625] ; [139.0625  35.9375],0
n1,1,0.237868,1.393184,[5 5] ; [15 34],[3.38983051 6.61016949] ; [16.61016949 32.38983051],0
u1,1,0.241776,1.37021,[10 39] ; [ 24 152],[ 7.40444444 41.59555556] ; [ 26.59555556 149.40444444],0
b1,1,0.308173,1.038491,[18 31] ; [79 97],[21.12444444 27.87555556] ; [ 75.87555556 100.12444444],0
n2,1,0.334056,0.93311,[9 3] ; [30 20],[7.5483871 4.4516129] ; [31.4516129 18.5483871],0
r3,1,0.337972,0.918109,[45  4] ; [151  23],[43.06726457  5.93273543] ; [152.93273543  21.06726457],0
a8,1,0.417897,0.656221,[ 6 38] ; [ 15 144],[ 4.55172414 39.44827586] ; [ 16.44827586 142.55172414],0
s1,1,0.537062,0.381012,[ 1 46] ; [  7 167],[ 1.70135747 45.29864253] ; [  6.29864253 167.70135747],0
u3,1,0.552529,0.352805,[3 4] ; [22 18],[3.72340426 3.27659574] ; [21.27659574 18.72340426],0
d3,1,0.611306,0.258277,[35 14] ; [119  57],[33.53777778 15.46222222] ; [120.46222222  55.53777778],0
d4,1,0.634543,0.22595,[41  8] ; [142  34],[39.85333333  9.14666667] ; [143.14666667  32.85333333],0
a1,1,0.659289,0.194389,[ 2 47] ; [ 10 166],[ 2.61333333 46.38666667] ; [  9.38666667 166.61333333],0
a7,1,0.720515,0.128,[34 15] ; [126  49],[35. 14.] ; [125.  50.],0
a4,1,0.738377,0.111558,[25 24] ; [94 81],[26.03125 22.96875] ; [92.96875 82.03125],0
s4,1,0.760777,0.092696,[ 3 46] ; [ 13 163],[ 3.48444444 45.51555556] ; [ 12.51555556 163.48444444],0
u2,1,0.775012,0.081696,[3 4] ; [19 20],[3.34782609 3.65217391] ; [18.65217391 20.34782609],0
d5,1,0.880985,0.022416,[40  9] ; [142  34],[39.63555556  9.36444444] ; [142.36444444  33.63555556],0
a2,1,0.955746,0.003079,[13 36] ; [ 46 130],[12.84888889 36.15111111] ; [ 46.15111111 129.84888889],0
