Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
d5,1,0.002591,9.074844,[12 20] ; [22  7],[17.83606557 14.16393443] ; [16.16393443 12.83606557],0
a6,1,0.003425,8.565818,[ 9 23] ; [19 10],[14.68852459 17.31147541] ; [13.31147541 15.68852459],0
b4,1,0.004522,8.061146,[14 18] ; [23  6],[19.40983607 12.59016393] ; [17.59016393 11.40983607],0
a8,1,0.016793,5.717833,[ 1 29] ; [ 7 21],[ 4.13793103 25.86206897] ; [ 3.86206897 24.13793103],0
r3,1,0.030891,4.659017,[14 18] ; [20  8],[18.13333333 13.86666667] ; [15.86666667 12.13333333],0
s4,1,0.033243,4.533235,[ 7 25] ; [ 1 28],[ 4.19672131 27.80327869] ; [ 3.80327869 25.19672131],0
r4,1,0.087624,2.917487,[ 5 27] ; [10 19],[ 7.86885246 24.13114754] ; [ 7.13114754 21.86885246],0
a5,1,0.088427,2.90277,[14 18] ; [19 10],[17.31147541 14.68852459] ; [15.68852459 13.31147541],0
a2,1,0.095227,2.78372,[ 2 30] ; [ 6 23],[ 4.19672131 27.80327869] ; [ 3.80327869 25.19672131],0
a3,1,0.101784,2.677359,[15 17] ; [19  9],[18.13333333 13.86666667] ; [15.86666667 12.13333333],0
s2,1,0.12115,2.402396,[10 22] ; [ 4 24],[ 7.46666667 24.53333333] ; [ 6.53333333 21.46666667],0
p8,1,0.131253,2.277618,[ 5 27] ; [ 9 19],[ 7.46666667 24.53333333] ; [ 6.53333333 21.46666667],0
p3,1,0.204495,1.609976,[10 22] ; [ 5 24],[ 7.86885246 24.13114754] ; [ 7.13114754 21.86885246],0
n2,1,0.233703,1.418182,[6 9] ; [7 4],[7.5 7.5] ; [5.5 5.5],0
d3,1,0.264005,1.247634,[12 20] ; [15 14],[14.16393443 17.83606557] ; [12.83606557 16.16393443],0
v2,1,0.313017,1.017905,[ 8 23] ; [11 18],[ 9.81666667 21.18333333] ; [ 9.18333333 19.81666667],0
b5,1,0.35895,0.841563,[15 17] ; [17 12],[16.78688525 15.21311475] ; [15.21311475 13.78688525],0
u2,1,0.365416,0.819195,[ 4 13] ; [4 6],[ 5.03703704 11.96296296] ; [2.96296296 7.03703704],0
s8,1,0.388237,0.744456,[ 4 28] ; [ 6 23],[ 5.24590164 26.75409836] ; [ 4.75409836 24.24590164],0
n3,1,0.391153,0.735354,[7 8] ; [7 4],[8.07692308 6.92307692] ; [5.92307692 5.07692308],0
n5,1,0.410642,0.67694,[22 10] ; [17 12],[20.45901639 11.54098361] ; [18.54098361 10.45901639],0
v3,1,0.412455,0.671713,[ 6 26] ; [ 8 21],[ 7.3442623 24.6557377] ; [ 6.6557377 22.3442623],0
d1,1,0.415214,0.663821,[ 9 23] ; [11 18],[10.49180328 21.50819672] ; [ 9.50819672 19.49180328],0
n4,1,0.415214,0.663821,[23  9] ; [18 11],[21.50819672 10.49180328] ; [19.49180328  9.50819672],0
p6,1,0.416662,0.659711,[ 3 27] ; [ 5 24],[ 4.06779661 25.93220339] ; [ 3.93220339 25.06779661],0
p9,1,0.450124,0.570339,[13 18] ; [14 13],[14.43103448 16.56896552] ; [12.56896552 14.43103448],0
s7,1,0.455255,0.557534,[ 7 23] ; [ 4 22],[ 5.89285714 24.10714286] ; [ 5.10714286 20.89285714],0
b2,1,0.456845,0.553613,[ 8 14] ; [ 4 12],[ 6.94736842 15.05263158] ; [ 5.05263158 10.94736842],0
b3,1,0.456845,0.553613,[ 8 14] ; [ 4 12],[ 6.94736842 15.05263158] ; [ 5.05263158 10.94736842],0
d2,1,0.460347,0.54505,[11 20] ; [13 16],[12.4 18.6] ; [11.6 17.4],0
p11,1,0.547975,0.360957,[13 19] ; [14 15],[14.16393443 17.83606557] ; [12.83606557 16.16393443],0
p4,1,0.56747,0.326934,[11 21] ; [ 8 21],[ 9.96721311 22.03278689] ; [ 9.03278689 19.96721311],0
r1,1,0.572958,0.317758,[11 21] ; [12 17],[12.06557377 19.93442623] ; [10.93442623 18.06557377],0
u3,1,0.5891,0.291752,[ 3 14] ; [1 9],[ 2.51851852 14.48148148] ; [1.48148148 8.51851852],0
n1,1,0.599337,0.275996,[7 8] ; [4 7],[6.34615385 8.65384615] ; [4.65384615 6.34615385],0
p5,1,0.634833,0.225564,[ 2 30] ; [ 1 27],[ 1.6 30.4] ; [ 1.4 26.6],0
p2,1,0.638812,0.2203,[11 20] ; [12 17],[11.88333333 19.11666667] ; [11.11666667 17.88333333],0
b1,1,0.705191,0.143128,[17 15] ; [14 15],[16.26229508 15.73770492] ; [14.73770492 14.26229508],0
s6,1,0.754031,0.098175,[10 22] ; [ 8 21],[ 9.44262295 22.55737705] ; [ 8.55737705 20.44262295],0
p7,1,0.781356,0.077036,[11 21] ; [ 9 20],[10.49180328 21.50819672] ; [ 9.50819672 19.49180328],0
d4,1,0.806396,0.060063,[20 12] ; [19 10],[20.45901639 11.54098361] ; [18.54098361 10.45901639],0
a4,1,0.855052,0.03337,[10 21] ; [10 19],[10.33333333 20.66666667] ; [ 9.66666667 19.33333333],0
s1,1,0.881228,0.022324,[ 4 28] ; [ 4 25],[ 4.19672131 27.80327869] ; [ 3.80327869 25.19672131],0
p1,1,0.898924,0.016134,[ 3 29] ; [ 3 26],[ 3.14754098 28.85245902] ; [ 2.85245902 26.14754098],0
a1,1,0.898924,0.016134,[ 3 29] ; [ 3 26],[ 3.14754098 28.85245902] ; [ 2.85245902 26.14754098],0
n6,1,0.901516,0.015313,[15 16] ; [14 14],[15.23728814 15.76271186] ; [13.76271186 14.23728814],0
v1,1,0.940873,0.005502,[10 22] ; [ 9 19],[10.13333333 21.86666667] ; [ 8.86666667 19.13333333],0
p12,1,0.943552,0.005014,[ 1 31] ; [ 1 28],[ 1.04918033 30.95081967] ; [ 0.95081967 28.04918033],0
p10,1,0.963866,0.002052,[12 19] ; [11 17],[12.08474576 18.91525424] ; [10.91525424 17.08474576],0
r2,1,0.985507,0.00033,[16 15] ; [14 13],[16.03448276 14.96551724] ; [13.96551724 13.03448276],0
s3,1,0.992454,8.9e-05,[10 21] ; [ 9 19],[ 9.98305085 21.01694915] ; [ 9.01694915 18.98305085],0
