Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p9,1,0.0,221.501796,[384  36] ; [ 48 107],[315.54782609 104.45217391] ; [116.45217391  38.54782609],1
p11,1,0.0,90.115331,[351  70] ; [71 90],[305.26116838 115.73883162] ; [116.73883162  44.26116838],1
p2,1,0.0,46.310182,[345  75] ; [88 73],[313.01204819 106.98795181] ; [119.98795181  41.01204819],1
r3,1,0.0,37.546804,[399  20] ; [125  34],[379.85467128  39.14532872] ; [144.14532872  14.85467128],1
v4,1,0.0,37.143597,[396  20] ; [125  34],[376.93217391  39.06782609] ; [144.06782609  14.93217391],1
n6,1,0.0,34.883538,[349  69] ; [96 63],[322.37435009  95.62564991] ; [122.62564991  36.37435009],1
r4,1,0.0,32.574515,[370  51] ; [109  52],[346.49312715  74.50687285] ; [132.50687285  28.49312715],1
p8,1,0.0,32.154029,[190 226] ; [ 32 128],[160.33333333 255.66666667] ; [61.66666667 98.33333333],1
n5,1,0.0,28.110598,[311 106] ; [82 77],[284.515625 132.484375] ; [108.484375  50.515625],1
s8,1,1e-06,23.423571,[161 258] ; [ 28 133],[136.5362069 282.4637931] ; [ 52.4637931 108.5362069],1
p7,1,2e-06,22.555621,[225 188] ; [ 51 107],[199.62872154 213.37127846] ; [76.37127846 81.62872154],1
s2,1,5.6e-05,16.224511,[198 219] ; [ 46 113],[176.64583333 240.35416667] ; [67.35416667 91.64583333],1
s7,1,5.6e-05,16.22122,[171 232] ; [ 36 115],[150.57942238 252.42057762] ; [56.42057762 94.57942238],1
s6,1,7.4e-05,15.703878,[261 154] ; [72 89],[239.921875 175.078125] ; [93.078125 67.921875],1
p3,1,0.000146,14.417836,[170 250] ; [ 38 123],[150.36144578 269.63855422] ; [ 57.63855422 103.36144578],1
p4,1,0.000158,14.277079,[197 221] ; [ 48 113],[176.87392055 241.12607945] ; [68.12607945 92.87392055],1
r2,1,0.000212,13.723284,[389  25] ; [133  25],[377.81118881  36.18881119] ; [144.18881119  13.81118881],1
v2,1,0.000222,13.63137,[223 176] ; [60 96],[203.45405405 195.54594595] ; [79.54594595 76.45405405],1
s3,1,0.000732,11.404958,[229 185] ; [62 95],[210.98774081 203.01225919] ; [80.01225919 76.98774081],1
a7,1,0.001427,10.171077,[309 112] ; [95 64],[293.24827586 127.75172414] ; [110.75172414  48.24827586],0
n4,1,0.001756,9.788878,[308 113] ; [95 64],[292.52241379 128.47758621] ; [110.47758621  48.52241379],0
r1,1,0.002842,8.906303,[331  87] ; [107  52],[317.30329289 100.69670711] ; [120.69670711  38.30329289],0
n2,1,0.004087,8.244767,[77 19] ; [38 26],[69. 27.] ; [46. 18.],0
a6,1,0.004411,8.106168,[297 124] ; [93 67],[282.5989673 138.4010327] ; [107.4010327  52.5989673],0
a1,1,0.005426,7.731641,[ 12 409] ; [ 13 148],[ 18.08419244 402.91580756] ; [  6.91580756 154.08419244],0
b1,1,0.006281,7.467905,[142 279] ; [74 87],[156.24742268 264.75257732] ; [ 59.75257732 101.24742268],0
d5,1,0.007256,7.208578,[334  87] ; [110  50],[321.72805508  99.27194492] ; [122.27194492  37.72805508],0
a5,1,0.009647,6.698924,[303 118] ; [98 63],[290.07044674 130.92955326] ; [110.92955326  50.07044674],0
n3,1,0.017058,5.690352,[73 23] ; [36 26],[66.2278481 29.7721519] ; [42.7721519 19.2278481],0
d3,1,0.018653,5.533752,[281 140] ; [90 70],[268.8313253 152.1686747] ; [102.1686747  57.8313253],0
v1,1,0.019498,5.456287,[190 217] ; [ 57 102],[177.6130742 229.3869258] ; [69.3869258 89.6130742],0
d1,1,0.024195,5.080566,[227 194] ; [70 91],[214.84020619 206.15979381] ; [82.15979381 78.84020619],0
v3,1,0.030791,4.664555,[151 255] ; [ 42 111],[140.17531306 265.82468694] ; [ 52.82468694 100.17531306],0
u2,1,0.031298,4.636563,[72 56] ; [25 38],[65.0052356 62.9947644] ; [31.9947644 31.0052356],0
a3,1,0.040844,4.182469,[291 130] ; [95 63],[280.66666667 140.33333333] ; [105.33333333  52.66666667],0
d4,1,0.048547,3.890945,[336  85] ; [114  44],[327.20207254  93.79792746] ; [122.79792746  35.20207254],0
p12,1,0.075418,3.160985,[ 22 399] ; [  3 157],[ 18.11531842 402.88468158] ; [  6.88468158 153.11531842],0
s5,1,0.086818,2.932407,[107 301] ; [ 31 129],[ 99.12676056 308.87323944] ; [ 38.87323944 121.12676056],0
d2,1,0.216851,1.525089,[178 242] ; [76 82],[184.56747405 235.43252595] ; [69.43252595 88.56747405],0
s1,1,0.218315,1.51541,[ 12 402] ; [  8 152],[ 14.42508711 399.57491289] ; [  5.57491289 154.42508711],0
u3,1,0.307986,1.039295,[70 58] ; [31 35],[66.63917526 61.36082474] ; [34.36082474 31.63917526],0
b4,1,0.370154,0.803149,[239 182] ; [98 63],[243.77491409 177.22508591] ; [93.22508591 67.77491409],0
b3,1,0.49062,0.475166,[ 75 160] ; [29 74],[ 72.30769231 162.69230769] ; [31.69230769 71.30769231],0
b2,1,0.49062,0.475166,[ 75 160] ; [29 74],[ 72.30769231 162.69230769] ; [31.69230769 71.30769231],0
u4,1,0.531128,0.392233,[  5 416] ; [  3 158],[  5.78694158 415.21305842] ; [  2.21305842 158.78694158],0
p1,1,0.602909,0.270631,[ 23 397] ; [  7 152],[ 21.76165803 398.23834197] ; [  8.23834197 150.76165803],0
b5,1,0.630338,0.231603,[255 166] ; [94 67],[252.45532646 168.54467354] ; [96.54467354 64.45532646],0
a8,1,0.700769,0.147673,[ 51 337] ; [ 17 126],[ 49.6873823 338.3126177] ; [ 18.3126177 124.6873823],0
a2,1,0.8159,0.054206,[ 90 331] ; [ 33 128],[ 88.9742268 332.0257732] ; [ 34.0257732 126.9742268],0
s4,1,0.868247,0.027518,[ 68 352] ; [ 25 135],[ 67.34482759 352.65517241] ; [ 25.65517241 134.34482759],0
a4,1,0.92954,0.007819,[170 250] ; [65 94],[170.46632124 249.53367876] ; [64.53367876 94.46632124],0
n1,1,0.962481,0.002213,[33 62] ; [22 42],[32.86163522 62.13836478] ; [22.13836478 41.86163522],0
u1,1,0.991644,0.00011,[ 60 361] ; [ 23 138],[ 60.0395189 360.9604811] ; [ 22.9604811 138.0395189],0
