Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v2,1,2.3e-05,17.898751,[26 63] ; [27 12],[36.8515625 52.1484375] ; [16.1484375 22.8515625],1
v1,1,0.001343,10.282729,[28 56] ; [25 14],[36.19512195 47.80487805] ; [16.80487805 22.19512195],0
r2,1,0.030747,4.667057,[63 20] ; [36  3],[67.35245902 15.64754098] ; [31.64754098  7.35245902],0
r4,1,0.051465,3.79307,[50 39] ; [29 10],[54.9296875 34.0703125] ; [24.0703125 14.9296875],0
d3,1,0.058936,3.567067,[55 33] ; [31  8],[59.59055118 28.40944882] ; [26.40944882 12.59055118],0
p1,1,0.089919,2.875819,[ 4 85] ; [ 5 34],[ 6.2578125 82.7421875] ; [ 2.7421875 36.2578125],0
s6,1,0.090624,2.863258,[42 47] ; [23 13],[46.28 42.72] ; [18.72 17.28],0
b4,1,0.095584,2.777725,[50 39] ; [28 11],[54.234375 34.765625] ; [23.765625 15.234375],0
n4,1,0.108023,2.582914,[53 36] ; [29 10],[57.015625 31.984375] ; [24.984375 14.015625],0
p6,1,0.109447,2.562186,[24 63] ; [16 22],[27.84 59.16] ; [12.16 25.84],0
b3,1,0.115567,2.476395,[17 32] ; [12 10],[20.01408451 28.98591549] ; [ 8.98591549 13.01408451],0
b2,1,0.115567,2.476395,[17 32] ; [12 10],[20.01408451 28.98591549] ; [ 8.98591549 13.01408451],0
n2,1,0.11625,2.467133,[20  5] ; [6 5],[18.05555556  6.94444444] ; [7.94444444 3.05555556],0
n6,1,0.145689,2.116819,[64 24] ; [33  6],[67.21259843 20.78740157] ; [29.78740157  9.21259843],0
p8,1,0.160487,1.969629,[33 54] ; [20 19],[36.5952381 50.4047619] ; [16.4047619 22.5952381],0
p4,1,0.167969,1.900974,[46 43] ; [15 24],[42.4140625 46.5859375] ; [18.5859375 20.4140625],0
u1,1,0.190689,1.712283,[ 8 81] ; [ 1 38],[ 6.2578125 82.7421875] ; [ 2.7421875 36.2578125],0
d4,1,0.193268,1.692526,[66 23] ; [33  6],[68.8359375 20.1640625] ; [30.1640625  8.8359375],0
s8,1,0.195429,1.67621,[22 67] ; [14 25],[25.03125 63.96875] ; [10.96875 28.03125],0
a3,1,0.203,1.620658,[51 38] ; [27 12],[54.234375 34.765625] ; [23.765625 15.234375],0
a2,1,0.217243,1.522492,[ 9 80] ; [ 7 32],[11.125 77.875] ; [ 4.875 34.125],0
s7,1,0.247632,1.336611,[26 57] ; [16 22],[28.80991736 54.19008264] ; [13.19008264 24.80991736],0
d1,1,0.255489,1.293036,[36 53] ; [20 19],[38.9375 50.0625] ; [17.0625 21.9375],0
a5,1,0.255489,1.293036,[53 36] ; [19 20],[50.0625 38.9375] ; [21.9375 17.0625],0
s4,1,0.294618,1.098399,[21 68] ; [ 6 33],[18.7734375 70.2265625] ; [ 8.2265625 30.7734375],0
d5,1,0.331843,0.941693,[66 23] ; [32  7],[68.140625 20.859375] ; [29.859375  9.140625],0
s1,1,0.352696,0.863735,[ 6 83] ; [ 1 37],[ 4.90551181 84.09448819] ; [ 2.09448819 35.90551181],0
