Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s3,1,1e-06,24.535675,[17 63] ; [21  8],[27.88990826 52.11009174] ; [10.11009174 18.88990826],1
a4,1,0.526754,0.40065,[27 55] ; [ 8 22],[25.625 56.375] ; [ 9.375 20.625],0
p1,1,0.538683,0.377985,[ 9 74] ; [ 2 27],[ 8.15178571 74.84821429] ; [ 2.84821429 26.15178571],0
n3,1,0.560421,0.338976,[20 21] ; [7 5],[20.88679245 20.11320755] ; [6.11320755 5.88679245],0
p5,1,0.579288,0.307387,[ 5 76] ; [ 1 28],[ 4.41818182 76.58181818] ; [ 1.58181818 27.41818182],0
d2,1,0.696759,0.151866,[33 48] ; [11 19],[32.10810811 48.89189189] ; [11.89189189 18.10810811],0
r2,1,0.709231,0.139046,[43 35] ; [16 11],[43.82857143 34.17142857] ; [15.17142857 11.82857143],0
a7,1,0.711603,0.136681,[41 40] ; [14 16],[40.13513514 40.86486486] ; [14.86486486 15.13513514],0
a1,1,0.763165,0.090798,[10 73] ; [ 3 27],[ 9.54867257 73.45132743] ; [ 3.45132743 26.54867257],0
r1,1,0.768886,0.086338,[25 57] ; [ 8 21],[24.37837838 57.62162162] ; [ 8.62162162 20.37837838],0
n4,1,0.798886,0.064917,[47 35] ; [18 12],[47.58928571 34.41071429] ; [17.41071429 12.58928571],0
n5,1,0.897287,0.016664,[48 34] ; [16 12],[47.70909091 34.29090909] ; [16.29090909 11.70909091],0
a8,1,0.953482,0.003403,[ 5 71] ; [ 2 27],[ 5.06666667 70.93333333] ; [ 1.93333333 27.06666667],0
a5,1,0.954897,0.003199,[42 41] ; [15 15],[41.86725664 41.13274336] ; [15.13274336 14.86725664],0
b5,1,0.954897,0.003199,[41 42] ; [15 15],[41.13274336 41.86725664] ; [14.86725664 15.13274336],0
