Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
r2,1,0.0,27.627117,[94  7] ; [21 17],[83.56115108 17.43884892] ; [31.43884892  6.56115108],1
r1,1,0.0,25.351719,[73 28] ; [10 29],[59.87857143 41.12142857] ; [23.12142857 15.87857143],1
v4,1,1e-06,24.3654,[97  4] ; [24 13],[88.55797101 12.44202899] ; [32.44202899  4.55797101],1
s6,1,0.000171,14.122808,[58 41] ; [ 9 30],[48.06521739 50.93478261] ; [18.93478261 20.06521739],1
a6,1,0.001141,10.584273,[62 39] ; [12 27],[53.38571429 47.61428571] ; [20.61428571 18.38571429],0
v2,1,0.001746,9.798812,[45 51] ; [ 7 32],[36.97777778 59.02222222] ; [15.02222222 23.97777778],0
n6,1,0.00384,8.357994,[70 30] ; [17 22],[62.58992806 37.41007194] ; [24.41007194 14.58992806],0
b1,1,0.008822,6.858533,[35 66] ; [23 16],[41.84285714 59.15714286] ; [16.15714286 22.84285714],0
p9,1,0.008936,6.83562,[77 21] ; [22 17],[70.81751825 27.18248175] ; [28.18248175 10.81751825],0
n2,1,0.009307,6.763015,[29  4] ; [10  8],[25.23529412  7.76470588] ; [13.76470588  4.23529412],0
p11,1,0.016903,5.706468,[71 30] ; [19 20],[64.92857143 36.07142857] ; [25.07142857 13.92857143],0
n3,1,0.017164,5.679545,[27  6] ; [9 9],[23.29411765  9.70588235] ; [12.70588235  5.29411765],0
a7,1,0.023484,5.132378,[67 33] ; [18 21],[61.15107914 38.84892086] ; [23.84892086 15.15107914],0
v3,1,0.040766,4.185722,[26 71] ; [ 4 34],[21.55555556 75.44444444] ; [ 8.44444444 29.55555556],0
d5,1,0.055084,3.67953,[54 46] ; [14 25],[48.92086331 51.07913669] ; [19.07913669 19.92086331],0
p3,1,0.066998,3.355091,[34 67] ; [ 7 32],[29.57857143 71.42142857] ; [11.42142857 27.57857143],0
s8,1,0.077199,3.122915,[30 70] ; [ 6 33],[25.89928058 74.10071942] ; [10.10071942 28.89928058],0
s1,1,0.078812,3.089236,[ 3 97] ; [ 4 35],[ 5.03597122 94.96402878] ; [ 1.96402878 37.03597122],0
s2,1,0.080084,3.0632,[42 59] ; [10 29],[37.51428571 63.48571429] ; [14.48571429 24.51428571],0
a5,1,0.090354,2.86806,[47 54] ; [12 27],[42.56428571 58.43571429] ; [16.43571429 22.56428571],0
s3,1,0.090708,2.861767,[48 53] ; [12 26],[43.5971223 57.4028777] ; [16.4028777 21.5971223],0
s7,1,0.106444,2.60624,[32 67] ; [ 7 31],[28.18248175 70.81751825] ; [10.81751825 27.18248175],0
p10,1,0.140364,2.173969,[68 31] ; [21 17],[64.31386861 34.68613139] ; [24.68613139 13.31386861],0
u3,1,0.233191,1.42129,[27 21] ; [ 9 13],[24.68571429 23.31428571] ; [11.31428571 10.68571429],0
n1,1,0.24647,1.343202,[ 6 26] ; [ 6 12],[ 7.68 24.32] ; [ 4.32 13.68],0
d3,1,0.251372,1.315665,[45 55] ; [13 25],[42.02898551 57.97101449] ; [15.97101449 22.02898551],0
s5,1,0.284129,1.147231,[24 75] ; [ 6 32],[21.67883212 77.32116788] ; [ 8.32116788 29.67883212],0
u2,1,0.303077,1.060606,[26 22] ; [ 9 13],[24. 24.] ; [11. 11.],0
v1,1,0.361822,0.83156,[40 60] ; [12 26],[37.68115942 62.31884058] ; [14.31884058 23.68115942],0
p5,1,0.442574,0.5896,[ 6 95] ; [ 1 36],[ 5.12318841 95.87681159] ; [ 1.87681159 35.12318841],0
a2,1,0.53198,0.390609,[ 5 96] ; [ 1 38],[ 4.32857143 96.67142857] ; [ 1.67142857 37.32857143],0
a3,1,0.544986,0.366376,[51 50] ; [17 21],[49.41007194 51.58992806] ; [18.58992806 19.41007194],0
d4,1,0.550349,0.356692,[60 41] ; [21 18],[58.43571429 42.56428571] ; [22.56428571 16.43571429],0
a8,1,0.581369,0.304027,[ 8 87] ; [ 2 34],[ 7.2519084 87.7480916] ; [ 2.7480916 33.2519084],0
p2,1,0.608353,0.26258,[71 30] ; [25 13],[69.75539568 31.24460432] ; [26.24460432 11.75539568],0
p8,1,0.613682,0.254848,[40 60] ; [17 21],[41.30434783 58.69565217] ; [15.69565217 22.30434783],0
p7,1,0.622075,0.242962,[57 40] ; [20 17],[55.73880597 41.26119403] ; [21.26119403 15.73880597],0
d2,1,0.651689,0.203778,[15 86] ; [ 7 32],[15.87142857 85.12857143] ; [ 6.12857143 32.87142857],0
b4,1,0.657534,0.196533,[56 45] ; [20 19],[54.82857143 46.17142857] ; [21.17142857 17.82857143],0
s4,1,0.681452,0.168495,[24 77] ; [ 8 31],[23.08571429 77.91428571] ; [ 8.91428571 30.08571429],0
b3,1,0.72165,0.126917,[10 36] ; [ 3 14],[ 9.49206349 36.50793651] ; [ 3.50793651 13.49206349],0
b2,1,0.72165,0.126917,[10 36] ; [ 3 14],[ 9.49206349 36.50793651] ; [ 3.50793651 13.49206349],0
b5,1,0.753849,0.098325,[54 47] ; [22 17],[54.82857143 46.17142857] ; [21.17142857 17.82857143],0
p4,1,0.783975,0.075154,[41 59] ; [15 24],[40.28776978 59.71223022] ; [15.71223022 23.28776978],0
a4,1,0.803239,0.062079,[20 81] ; [ 7 32],[19.47857143 81.52142857] ; [ 7.52142857 31.47857143],0
p1,1,0.878522,0.023361,[ 6 95] ; [ 2 36],[ 5.81294964 95.18705036] ; [ 2.18705036 35.81294964],0
u1,1,0.897098,0.016726,[ 3 98] ; [ 1 38],[ 2.88571429 98.11428571] ; [ 1.11428571 37.88571429],0
p6,1,0.93682,0.006283,[22 76] ; [ 9 30],[22.17518248 75.82481752] ; [ 8.82481752 30.17518248],0
