Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
v4,1,0.011234,6.427915,[4 4] ; [26  3],[6.48648649 1.51351351] ; [23.51351351  5.48648649],0
p8,1,0.013015,6.167133,[1 7] ; [18 11],[4.10810811 3.89189189] ; [14.89189189 14.10810811],0
n6,1,0.014363,5.992986,[2 6] ; [21  8],[4.97297297 3.02702703] ; [18.02702703 10.97297297],0
d3,1,0.02494,5.028056,[2 6] ; [20  9],[4.75675676 3.24324324] ; [17.24324324 11.75675676],0
p11,1,0.062521,3.469219,[2 6] ; [18 11],[4.32432432 3.67567568] ; [15.67567568 13.32432432],0
d5,1,0.067053,3.353738,[3 5] ; [21  8],[5.18918919 2.81081081] ; [18.81081081 10.18918919],0
d1,1,0.068055,3.329323,[1 7] ; [14 15],[3.24324324 4.75675676] ; [11.75675676 17.24324324],0
p4,1,0.092109,2.837114,[2 6] ; [17 12],[4.10810811 3.89189189] ; [14.89189189 14.10810811],0
p2,1,0.111568,2.531868,[4 4] ; [22  6],[5.77777778 2.22222222] ; [20.22222222  7.77777778],0
s7,1,0.120507,2.410714,[1 6] ; [13 15],[2.8 4.2] ; [11.2 16.8],0
s2,1,0.129824,2.294609,[1 7] ; [12 17],[2.81081081 5.18918919] ; [10.18918919 18.81081081],0
s8,1,0.129824,2.294609,[1 7] ; [12 17],[2.81081081 5.18918919] ; [10.18918919 18.81081081],0
r1,1,0.130631,2.284987,[2 6] ; [16 13],[3.89189189 4.10810811] ; [14.10810811 14.89189189],0
s6,1,0.130631,2.284987,[2 6] ; [16 13],[3.89189189 4.10810811] ; [14.10810811 14.89189189],0
a1,1,0.144321,2.13127,[2 6] ; [ 2 27],[0.86486486 7.13513514] ; [ 3.13513514 25.86486486],0
r4,1,0.173722,1.850532,[1 7] ; [11 18],[2.59459459 5.40540541] ; [ 9.40540541 19.59459459],0
p3,1,0.209482,1.575,[2 6] ; [14 14],[3.55555556 4.44444444] ; [12.44444444 15.55555556],0
p6,1,0.228464,1.450401,[1 7] ; [10 19],[2.37837838 5.62162162] ; [ 8.62162162 20.37837838],0
b4,1,0.230549,1.437471,[4 4] ; [21  8],[5.40540541 2.59459459] ; [19.59459459  9.40540541],0
d4,1,0.230549,1.437471,[4 4] ; [21  8],[5.40540541 2.59459459] ; [19.59459459  9.40540541],0
a3,1,0.233614,1.418719,[6 1] ; [18 11],[4.66666667 2.33333333] ; [19.33333333  9.66666667],0
a2,1,0.283076,1.152263,[2 6] ; [ 3 26],[1.08108108 6.91891892] ; [ 3.91891892 25.08108108],0
d2,1,0.311898,1.022623,[2 6] ; [13 16],[3.24324324 4.75675676] ; [11.75675676 17.24324324],0
v2,1,0.354539,0.857143,[1 7] ; [ 8 20],[2. 6.] ; [ 7. 21.],0
v1,1,0.375954,0.78389,[3 5] ; [16 13],[4.10810811 3.89189189] ; [14.89189189 14.10810811],0
b1,1,0.397724,0.715196,[6 2] ; [17 12],[4.97297297 3.02702703] ; [18.02702703 10.97297297],0
a5,1,0.423026,0.641893,[4 4] ; [19 10],[4.97297297 3.02702703] ; [18.02702703 10.97297297],0
n5,1,0.451198,0.56764,[5 3] ; [22  7],[5.83783784 2.16216216] ; [21.16216216  7.83783784],0
r2,1,0.496629,0.462132,[5 2] ; [24  5],[5.63888889 1.36111111] ; [23.36111111  5.63888889],0
p1,1,0.600556,0.274158,[1 7] ; [ 6 23],[1.51351351 6.48648649] ; [ 5.48648649 23.51351351],0
u1,1,0.607221,0.264241,[1 7] ; [ 2 27],[0.64864865 7.35135135] ; [ 2.35135135 26.64864865],0
a4,1,0.678863,0.171409,[3 4] ; [10 19],[2.52777778 4.47222222] ; [10.47222222 18.52777778],0
a7,1,0.711107,0.137174,[5 3] ; [16 13],[4.54054054 3.45945946] ; [16.45945946 12.54054054],0
s4,1,0.747376,0.10375,[1 7] ; [ 5 24],[1.2972973 6.7027027] ; [ 4.7027027 24.2972973],0
p7,1,0.809076,0.058379,[3 5] ; [11 15],[3.29411765 4.70588235] ; [10.70588235 15.29411765],0
v3,1,0.842342,0.03956,[2 6] ; [ 8 20],[2.22222222 5.77777778] ; [ 7.77777778 20.22222222],0
n4,1,0.87425,0.025047,[5 3] ; [19 10],[5.18918919 2.81081081] ; [18.81081081 10.18918919],0
b2,1,0.884077,0.021259,[1 3] ; [ 6 15],[1.12 2.88] ; [ 5.88 15.12],0
b3,1,0.884077,0.021259,[1 3] ; [ 6 15],[1.12 2.88] ; [ 5.88 15.12],0
s3,1,0.919242,0.01028,[3 4] ; [11 16],[2.88235294 4.11764706] ; [11.11764706 15.88235294],0
a6,1,0.931166,0.007461,[4 4] ; [15 14],[4.10810811 3.89189189] ; [14.89189189 14.10810811],0
b5,1,0.982244,0.000495,[5 3] ; [18 11],[4.97297297 3.02702703] ; [18.02702703 10.97297297],0
