Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,1.7e-05,18.457168,[38 15] ; [29 56],[25.73188406 27.26811594] ; [41.26811594 43.73188406],1
p2,1,0.000178,14.05159,[44  9] ; [46 43],[33.5915493 19.4084507] ; [56.4084507 32.5915493],1
s6,1,0.000224,13.620799,[32 22] ; [25 64],[21.52447552 32.47552448] ; [35.47552448 53.52447552],1
r3,1,0.000235,13.525596,[51  3] ; [60 28],[42.21126761 11.78873239] ; [68.78873239 19.21126761],1
s8,1,0.000517,12.054298,[20 34] ; [11 78],[11.70629371 42.29370629] ; [19.29370629 69.70629371],1
p6,1,0.001264,10.394501,[16 36] ; [ 8 78],[ 9.04347826 42.95652174] ; [14.95652174 71.04347826],0
p3,1,0.001339,10.28763,[24 30] ; [17 71],[15.5915493 38.4084507] ; [25.4084507 62.5915493],0
p8,1,0.001398,10.20908,[28 25] ; [23 65],[19.17021277 33.82978723] ; [31.82978723 56.17021277],0
p11,1,0.002257,9.328081,[39 15] ; [41 48],[30.20979021 23.79020979] ; [49.79020979 39.20979021],0
a5,1,0.002671,9.019581,[41 13] ; [45 44],[32.47552448 21.52447552] ; [53.52447552 35.47552448],0
s2,1,0.002938,8.845546,[25 29] ; [20 69],[16.99300699 37.00699301] ; [28.00699301 60.99300699],0
r4,1,0.002995,8.810482,[44 10] ; [51 38],[35.87412587 18.12587413] ; [59.12587413 29.87412587],0
v2,1,0.005586,7.679174,[28 21] ; [27 56],[20.41666667 28.58333333] ; [34.58333333 48.41666667],0
p10,1,0.007879,7.060689,[36 18] ; [38 49],[28.34042553 25.65957447] ; [45.65957447 41.34042553],0
u3,1,0.009346,6.755404,[14  3] ; [16 20],[9.62264151 7.37735849] ; [20.37735849 15.62264151],0
v4,1,0.022909,5.175371,[47  6] ; [63 24],[41.64285714 11.35714286] ; [68.35714286 18.64285714],0
d5,1,0.023142,5.157831,[43 11] ; [54 34],[36.88732394 17.11267606] ; [60.11267606 27.88732394],0
