Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
a3,1,0.0,44.048293,[266  46] ; [37 37],[244.9119171  67.0880829] ; [58.0880829 15.9119171],1
d2,1,0.0,39.025084,[203 109] ; [19 56],[178.97674419 133.02325581] ; [43.02325581 31.97674419],1
a4,1,0.0,30.202033,[185 127] ; [18 57],[163.65891473 148.34108527] ; [39.34108527 35.65891473],1
d1,1,2e-06,22.69055,[244  69] ; [38 37],[227.48969072  85.51030928] ; [54.51030928 20.48969072],1
u1,1,3.1e-05,17.379863,[ 94 219] ; [ 5 70],[ 79.86340206 233.13659794] ; [19.13659794 55.86340206],1
d4,1,0.000182,14.013153,[291  22] ; [59 16],[282.34536082  30.65463918] ; [67.65463918  7.34536082],1
r2,1,0.003045,8.780395,[300   9] ; [66  8],[295.2845953  13.7154047] ; [70.7154047  3.2845953],0
v2,1,0.011043,6.458307,[197 107] ; [35 37],[187.57446809 116.42553191] ; [44.42553191 27.57446809],0
r1,1,0.023078,5.162647,[262  49] ; [54 20],[255.26233766  55.73766234] ; [60.73766234 13.26233766],0
s8,1,0.02423,5.078076,[173 137] ; [31 44],[164.25974026 145.74025974] ; [39.74025974 35.25974026],0
b2,1,0.026552,4.919729,[ 90 119] ; [12 35],[ 83.2734375 125.7265625] ; [18.7265625 28.2734375],0
b3,1,0.026552,4.919729,[ 90 119] ; [12 35],[ 83.2734375 125.7265625] ; [18.7265625 28.2734375],0
p10,1,0.026696,4.910374,[277  34] ; [58 15],[271.31510417  39.68489583] ; [63.68489583  9.31510417],0
p9,1,0.031009,4.652446,[284  28] ; [61 13],[278.86010363  33.13989637] ; [66.13989637  7.86010363],0
s5,1,0.034536,4.467986,[129 169] ; [21 50],[121.13821138 176.86178862] ; [28.86178862 42.13821138],0
p11,1,0.052716,3.752884,[260  53] ; [55 20],[254.11082474  58.88917526] ; [60.88917526 14.11082474],0
a6,1,0.060769,3.516281,[222  90] ; [45 30],[215.25581395  96.74418605] ; [51.74418605 23.25581395],0
a7,1,0.117894,2.445084,[226  87] ; [60 14],[231.3126615  81.6873385] ; [54.6873385 19.3126615],0
p7,1,0.128861,2.306169,[239  70] ; [51 23],[233.96866841  75.03133159] ; [56.03133159 17.96866841],0
p1,1,0.138797,2.191248,[ 31 279] ; [12 63],[ 34.62337662 275.37662338] ; [ 8.37662338 66.62337662],0
a1,1,0.158983,1.983871,[ 22 291] ; [ 2 73],[ 19.36082474 293.63917526] ; [ 4.63917526 70.36082474],0
v4,1,0.202533,1.624012,[297  14] ; [74  1],[298.91450777  12.08549223] ; [72.08549223  2.91450777],0
s7,1,0.207224,1.590715,[174 120] ; [34 33],[169.39612188 124.60387812] ; [38.60387812 28.39612188],0
n4,1,0.213104,1.550212,[264  48] ; [59 16],[260.40310078  51.59689922] ; [62.59689922 12.40310078],0
b1,1,0.226193,1.464644,[141 172] ; [28 47],[136.33247423 176.66752577] ; [32.66752577 42.33247423],0
d3,1,0.230006,1.440826,[238  75] ; [52 23],[233.94329897  79.05670103] ; [56.05670103 18.94329897],0
v1,1,0.249784,1.324512,[194 108] ; [41 31],[189.75935829 112.24064171] ; [45.24064171 26.75935829],0
s2,1,0.302468,1.06328,[175 134] ; [37 37],[171.03916449 137.96083551] ; [40.96083551 33.03916449],0
p8,1,0.318733,0.99414,[201 109] ; [44 31],[197.27272727 112.72727273] ; [47.72727273 27.27272727],0
p12,1,0.335079,0.929169,[ 32 278] ; [ 5 70],[ 29.79220779 280.20779221] ; [ 7.20779221 67.79220779],0
n2,1,0.360199,0.8372,[40 14] ; [12  2],[41.29411765 12.70588235] ; [10.70588235  3.29411765],0
