Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
p7,1,0.001903,9.640876,[28  9] ; [ 4 10],[23.21568627 13.78431373] ; [8.78431373 5.21568627],0
p8,1,0.005017,7.873246,[21 15] ; [ 2 12],[16.56 19.44] ; [6.44 7.56],0
p4,1,0.005547,7.691844,[24 13] ; [ 3 11],[19.58823529 17.41176471] ; [7.41176471 6.58823529],0
v2,1,0.012095,6.296837,[12 25] ; [10  4],[15.96078431 21.03921569] ; [6.03921569 7.96078431],0
v1,1,0.036893,4.355365,[17 20] ; [ 2 12],[13.78431373 23.21568627] ; [5.21568627 8.78431373],0
p11,1,0.0446,4.033696,[27 10] ; [6 8],[23.94117647 13.05882353] ; [9.05882353 4.94117647],0
u3,1,0.050962,3.809524,[5 9] ; [5 1],[7. 7.] ; [3. 3.],0
v4,1,0.064059,3.429046,[33  3] ; [10  4],[30.96  5.04] ; [12.04  1.96],0
d2,1,0.070763,3.265228,[11 26] ; [8 6],[13.78431373 23.21568627] ; [5.21568627 8.78431373],0
p3,1,0.072356,3.228738,[21 16] ; [ 4 10],[18.1372549 18.8627451] ; [6.8627451 7.1372549],0
n5,1,0.077815,3.109966,[28  9] ; [7 7],[25.39215686 11.60784314] ; [9.60784314 4.39215686],0
a6,1,0.103722,2.647362,[20 17] ; [ 4 10],[17.41176471 19.58823529] ; [6.58823529 7.41176471],0
d3,1,0.129388,2.299832,[29  8] ; [8 6],[26.84313725 10.15686275] ; [10.15686275  3.84313725],0
b1,1,0.176435,1.827396,[11 26] ; [7 7],[13.05882353 23.94117647] ; [4.94117647 9.05882353],0
n2,1,0.184708,1.759334,[7 1] ; [4 3],[5.86666667 2.13333333] ; [5.13333333 1.86666667],0
n3,1,0.184708,1.759334,[7 1] ; [4 3],[5.86666667 2.13333333] ; [5.13333333 1.86666667],0
s3,1,0.194998,1.679447,[12 25] ; [ 2 12],[10.15686275 26.84313725] ; [ 3.84313725 10.15686275],0
r4,1,0.206994,1.59233,[30  7] ; [9 5],[28.29411765  8.70588235] ; [10.70588235  3.29411765],0
v3,1,0.255642,1.292205,[ 8 28] ; [5 8],[ 9.55102041 26.44897959] ; [3.44897959 9.55102041],0
p6,1,0.267272,1.230695,[14 23] ; [ 3 11],[12.33333333 24.66666667] ; [4.66666667 9.33333333],0
p10,1,0.30274,1.062085,[29  8] ; [9 5],[27.56862745  9.43137255] ; [10.43137255  3.56862745],0
a4,1,0.30274,1.062085,[ 8 29] ; [5 9],[ 9.43137255 27.56862745] ; [ 3.56862745 10.43137255],0
r1,1,0.374813,0.787645,[26 11] ; [8 6],[24.66666667 12.33333333] ; [9.33333333 4.66666667],0
b3,1,0.3802,0.770056,[ 5 18] ; [3 5],[ 5.93548387 17.06451613] ; [2.06451613 5.93548387],0
b2,1,0.3802,0.770056,[ 5 18] ; [3 5],[ 5.93548387 17.06451613] ; [2.06451613 5.93548387],0
n4,1,0.430947,0.62027,[23 14] ; [7 7],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
n6,1,0.436656,0.605054,[28  9] ; [12  2],[29.01960784  7.98039216] ; [10.98039216  3.01960784],0
s5,1,0.47374,0.513239,[10 26] ; [5 8],[11.02040816 24.97959184] ; [3.97959184 9.02040816],0
r3,1,0.487917,0.481116,[32  5] ; [11  3],[31.19607843  5.80392157] ; [11.80392157  2.19607843],0
d1,1,0.542721,0.37052,[15 22] ; [7 7],[15.96078431 21.03921569] ; [6.03921569 7.96078431],0
d5,1,0.543436,0.369208,[27 10] ; [9 5],[26.11764706 10.88235294] ; [9.88235294 4.11764706],0
p9,1,0.543436,0.369208,[27 10] ; [9 5],[26.11764706 10.88235294] ; [9.88235294 4.11764706],0
s7,1,0.553301,0.351437,[11 26] ; [ 3 11],[10.15686275 26.84313725] ; [ 3.84313725 10.15686275],0
s8,1,0.601562,0.272646,[ 8 29] ; [ 4 10],[ 8.70588235 28.29411765] ; [ 3.29411765 10.70588235],0
d4,1,0.682241,0.167614,[27 10] ; [11  3],[27.56862745  9.43137255] ; [10.43137255  3.56862745],0
u2,1,0.690328,0.15873,[6 8] ; [2 4],[5.6 8.4] ; [2.4 3.6],0
p1,1,0.694241,0.154532,[ 4 33] ; [ 1 13],[ 3.62745098 33.37254902] ; [ 1.37254902 12.62745098],0
a3,1,0.743183,0.107348,[23 14] ; [8 6],[22.49019608 14.50980392] ; [8.50980392 5.49019608],0
p5,1,0.813951,0.055381,[ 2 35] ; [ 1 13],[ 2.17647059 34.82352941] ; [ 0.82352941 13.17647059],0
n1,1,0.832662,0.044643,[3 5] ; [3 4],[3.2 4.8] ; [2.8 4.2],0
s6,1,0.835502,0.043119,[22 14] ; [9 5],[22.32 13.68] ; [8.68 5.32],0
a7,1,0.880754,0.022504,[22 15] ; [8 6],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
b4,1,0.880754,0.022504,[22 15] ; [8 6],[21.76470588 15.23529412] ; [8.23529412 5.76470588],0
b5,1,0.931346,0.007422,[19 18] ; [7 7],[18.8627451 18.1372549] ; [7.1372549 6.8627451],0
r2,1,0.94391,0.00495,[31  6] ; [11  2],[31.08  5.92] ; [10.92  2.08],0
a5,1,0.969191,0.001492,[24 13] ; [9 5],[23.94117647 13.05882353] ; [9.05882353 4.94117647],0
