Feature,DoF,P Value,Chi Square,Observed,Expected,Is Significant
s8,1,1e-05,19.497102,[109  44] ; [45 58],[92.0390625 60.9609375] ; [61.9609375 41.0390625],1
s2,1,0.000196,13.870508,[132  22] ; [68 35],[119.84435798  34.15564202] ; [80.15564202 22.84435798],1
v3,1,0.001007,10.813909,[80 74] ; [31 69],[67.2992126 86.7007874] ; [43.7007874 56.2992126],0
n5,1,0.001035,10.763139,[132  22] ; [70 32],[121.515625  32.484375] ; [80.484375 21.515625],0
d4,1,0.001741,9.804828,[142  11] ; [82 21],[133.875  19.125] ; [90.125 12.875],0
v2,1,0.002712,8.991628,[99 52] ; [47 54],[87.48412698 63.51587302] ; [58.51587302 42.48412698],0
a3,1,0.003213,8.682561,[130  24] ; [71 32],[120.44357977  33.55642023] ; [80.55642023 22.44357977],0
p8,1,0.003407,8.575626,[101  52] ; [48 53],[89.7519685 63.2480315] ; [59.2480315 41.7519685],0
p6,1,0.007391,7.175449,[83 68] ; [39 64],[72.52755906 78.47244094] ; [49.47244094 53.52755906],0
d1,1,0.008954,6.831904,[109  46] ; [56 47],[99.12790698 55.87209302] ; [65.87209302 37.12790698],0
d5,1,0.009113,6.800545,[136  17] ; [79 24],[128.49609375  24.50390625] ; [86.50390625 16.49609375],0
p7,1,0.013992,6.039191,[118  33] ; [64 36],[109.49003984  41.50996016] ; [72.50996016 27.49003984],0
s3,1,0.015653,5.841429,[121  30] ; [68 34],[112.80237154  38.19762846] ; [76.19762846 25.80237154],0
n4,1,0.019622,5.445229,[126  27] ; [72 31],[118.3359375  34.6640625] ; [79.6640625 23.3359375],0
s4,1,0.038957,4.26275,[ 36 116] ; [36 65],[ 43.256917 108.743083] ; [28.743083 72.256917],0
v4,1,0.039058,4.25836,[152   2] ; [96  6],[149.1875   4.8125] ; [98.8125  3.1875],0
b5,1,0.04328,4.084446,[95 60] ; [50 53],[87.1124031 67.8875969] ; [57.8875969 45.1124031],0
a5,1,0.052123,3.771832,[131  24] ; [77 26],[124.96124031  30.03875969] ; [83.03875969 19.96124031],0
p9,1,0.077489,3.116798,[144  10] ; [87 13],[140.05511811  13.94488189] ; [90.94488189  9.05511811],0
p3,1,0.083291,2.999485,[96 58] ; [53 50],[89.28404669 64.71595331] ; [59.71595331 43.28404669],0
a4,1,0.088508,2.901308,[86 69] ; [46 57],[79.30232558 75.69767442] ; [52.69767442 50.30232558],0
u1,1,0.092724,2.826429,[ 41 114] ; [18 85],[ 35.44573643 119.55426357] ; [23.55426357 79.44573643],0
p10,1,0.100891,2.691404,[139  15] ; [85 17],[134.75  19.25] ; [89.25 12.75],0
s1,1,0.110869,2.541792,[  4 147] ; [ 7 96],[  6.53937008 144.46062992] ; [ 4.46062992 98.53937008],0
r1,1,0.113021,2.511464,[135  19] ; [82 20],[130.5390625  23.4609375] ; [86.4609375 15.5390625],0
a8,1,0.124034,2.365629,[ 24 119] ; [ 9 84],[ 19.99576271 123.00423729] ; [13.00423729 79.99576271],0
n1,1,0.143217,2.143045,[19 15] ; [10 17],[16.16393443 17.83606557] ; [12.83606557 14.16393443],0
a2,1,0.146611,2.107163,[ 49 106] ; [24 79],[ 43.85658915 111.14341085] ; [29.14341085 73.85658915],0
p5,1,0.154341,2.028811,[ 37 118] ; [17 86],[ 32.44186047 122.55813953] ; [21.55813953 81.44186047],0
n2,1,0.174596,1.843032,[30  4] ; [21  7],[27.96774194  6.03225806] ; [23.03225806  4.96774194],0
p11,1,0.178411,1.810809,[124  31] ; [75 28],[119.55426357  35.44573643] ; [79.44573643 23.55426357],0
u3,1,0.186428,1.745625,[19  6] ; [19 13],[16.66666667  8.33333333] ; [21.33333333 10.66666667],0
p4,1,0.223864,1.47943,[110  43] ; [66 36],[105.6  47.4] ; [70.4 31.6],0
b2,1,0.226428,1.463162,[43 53] ; [21 39],[39.38461538 56.61538462] ; [24.61538462 35.38461538],0
b3,1,0.226428,1.463162,[43 53] ; [21 39],[39.38461538 56.61538462] ; [24.61538462 35.38461538],0
n3,1,0.232726,1.424122,[20 13] ; [21  7],[22.18032787 10.81967213] ; [18.81967213  9.18032787],0
d3,1,0.259269,1.272657,[116  38] ; [71 32],[112.05447471  41.94552529] ; [74.94552529 28.05447471],0
p12,1,0.269742,1.21806,[ 24 131] ; [11 92],[ 21.02713178 133.97286822] ; [13.97286822 89.02713178],0
r4,1,0.274478,1.19423,[148   7] ; [95  8],[145.98837209   9.01162791] ; [97.01162791  5.98837209],0
u4,1,0.358319,0.843775,[  4 151] ; [  1 102],[  3.00387597 151.99612403] ; [  1.99612403 101.00387597],0
s7,1,0.435119,0.609121,[108  40] ; [67 31],[105.28455285  42.71544715] ; [69.71544715 28.28455285],0
r3,1,0.443861,0.586281,[149   6] ; [95  6],[147.734375   7.265625] ; [96.265625  4.734375],0
d2,1,0.487436,0.48218,[84 69] ; [52 51],[81.28125 71.71875] ; [54.71875 48.28125],0
p1,1,0.499345,0.456328,[ 21 133] ; [11 91],[ 19.25 134.75] ; [12.75 89.25],0
r2,1,0.503359,0.447848,[149   5] ; [97  5],[147.984375   6.015625] ; [98.015625  3.984375],0
p2,1,0.570446,0.321937,[132  23] ; [85 18],[130.36821705  24.63178295] ; [86.63178295 16.36821705],0
n6,1,0.679783,0.17037,[138  14] ; [91 11],[137.03937008  14.96062992] ; [91.96062992 10.03937008],0
b1,1,0.727371,0.121539,[59 96] ; [37 66],[57.6744186 97.3255814] ; [38.3255814 64.6744186],0
b4,1,0.768446,0.086676,[95 60] ; [65 38],[96.12403101 58.87596899] ; [63.87596899 39.12403101],0
a1,1,0.775754,0.081143,[ 12 143] ; [ 7 96],[ 11.41472868 143.58527132] ; [ 7.58527132 95.41472868],0
u2,1,0.832304,0.044837,[13 12] ; [17 14],[13.39285714 11.60714286] ; [16.60714286 14.39285714],0
